astyanax_mexicanus ENSAMXG00000015706
pygocentrus_nattereri ENSPNAG00000012721
ictalurus_punctatus ENSIPUG00000012719
danio_rerio ENSDARG00000063411
esox_lucius ENSELUG00000016819
paramormyrops_kingsleyae ENSPKIG00000009786
scleropages_formosus ENSSFOG00015019790
lepisosteus_oculatus ENSLOCG00000016718
takifugu_rubripes ENSTRUG00000003016
tetraodon_nigroviridis ENSTNIG00000013379
gasterosteus_aculeatus ENSGACG00000012246
astatotilapia_calliptera ENSACLG00000004272
maylandia_zebra ENSMZEG00005002318
haplochromis_burtoni ENSHBUG00000009616
oreochromis_niloticus ENSONIG00000007112
kryptolebias_marmoratus ENSKMAG00000000283
mastacembelus_armatus ENSMAMG00000022467
monopterus_albus ENSMALG00000009273
scophthalmus_maximus ENSSMAG00000007204
cyprinodon_variegatus ENSCVAG00000019226
fundulus_heteroclitus ENSFHEG00000010794
oryzias_latipes_asm223469v1 ENSORLG00015021659
oryzias_latipes ENSORLG00020016205
oryzias_latipes ENSORLG00000003187
oryzias_melastigma ENSOMEG00000021865
neolamprologus_brichardi ENSNBRG00000009473
pundamilia_nyererei ENSPNYG00000002011
amphilophus_citrinellus ENSACIG00000003832
mola_mola ENSMMOG00000007889
seriola_dumerili ENSSDUG00000004427
seriola_lalandi_dorsalis ENSSLDG00000017925
labrus_bergylta ENSLBEG00000024245
cynoglossus_semilaevis ENSCSEG00000004438
anabas_testudineus ENSATEG00000022373
amphiprion_ocellaris ENSAOCG00000018478
amphiprion_percula ENSAPEG00000017025
acanthochromis_polyacanthus ENSAPOG00000003906
stegastes_partitus ENSSPAG00000008700
xiphophorus_couchianus ENSXCOG00000005052
xiphophorus_maculatus ENSXMAG00000029484
gambusia_affinis ENSGAFG00000004857
poecilia_latipinna ENSPLAG00000004907
poecilia_formosa ENSPFOG00000019048
poecilia_mexicana ENSPMEG00000012369
poecilia_reticulata ENSPREG00000013444
cyprinodon_variegatus ENSCVAG00000009730
periophthalmus_magnuspinnatus ENSPMGG00000008054
