petromyzon_marinus ENSPMAG00000001632
eptatretus_burgeri ENSEBUG00000014139
gasterosteus_aculeatus ENSGACG00000007784
cynoglossus_semilaevis ENSCSEG00000006645
seriola_dumerili ENSSDUG00000009069
seriola_lalandi_dorsalis ENSSLDG00000019821
scophthalmus_maximus ENSSMAG00000002289
mola_mola ENSMMOG00000010494
labrus_bergylta ENSLBEG00000006861
monopterus_albus ENSMALG00000018131
mastacembelus_armatus ENSMAMG00000000546
anabas_testudineus ENSATEG00000001614
haplochromis_burtoni ENSHBUG00000022972
pundamilia_nyererei ENSPNYG00000007500
maylandia_zebra ENSMZEG00005027692
astatotilapia_calliptera ENSACLG00000011057
neolamprologus_brichardi ENSNBRG00000020851
oreochromis_niloticus ENSONIG00000018396
amphilophus_citrinellus ENSACIG00000021324
poecilia_formosa ENSPFOG00000002699
poecilia_latipinna ENSPLAG00000000047
poecilia_mexicana ENSPMEG00000001209
poecilia_reticulata ENSPREG00000019024
xiphophorus_maculatus ENSXMAG00000002705
xiphophorus_couchianus ENSXCOG00000012403
gambusia_affinis ENSGAFG00000009439
fundulus_heteroclitus ENSFHEG00000002120
cyprinodon_variegatus ENSCVAG00000013805
kryptolebias_marmoratus ENSKMAG00000004595
oryzias_latipes ENSORLG00000026181
oryzias_latipes_asm223469v1 ENSORLG00015008945
oryzias_latipes ENSORLG00020003788
oryzias_melastigma ENSOMEG00000003877
amphiprion_ocellaris ENSAOCG00000004314
amphiprion_percula ENSAPEG00000013338
acanthochromis_polyacanthus ENSAPOG00000000916
stegastes_partitus ENSSPAG00000018689
takifugu_rubripes ENSTRUG00000013655
tetraodon_nigroviridis ENSTNIG00000008672
hippocampus_comes ENSHCOG00000004156
periophthalmus_magnuspinnatus ENSPMGG00000010393
gadus_morhua ENSGMOG00000006695
esox_lucius ENSELUG00000001254
pygocentrus_nattereri ENSPNAG00000027115
astyanax_mexicanus ENSAMXG00000031377
ictalurus_punctatus ENSIPUG00000004964
danio_rerio ENSDARG00000057287
scleropages_formosus ENSSFOG00015002493
scleropages_formosus ENSSFOG00015002527
paramormyrops_kingsleyae ENSPKIG00000009602
pogona_vitticeps ENSPVIG00000005724
anolis_carolinensis ENSACAG00000010134
notechis_scutatus ENSNSUG00000014939
salvator_merianae ENSSMRG00000008582
sphenodon_punctatus ENSSPUG00000001443
taeniopygia_guttata ENSTGUG00000003731
lonchura_striata_domestica ENSLSDG00000017271
junco_hyemalis ENSJHYG00000013346
ficedula_albicollis ENSFALG00000012995
parus_major ENSPMJG00000013974
cyanistes_caeruleus ENSCCEG00000008168
lepidothrix_coronata ENSLCOG00000005283
calidris_pygmaea ENSCPGG00000016710
calidris_pugnax ENSCPUG00000011348
gallus_gallus ENSGALG00000004065
coturnix_japonica ENSCJPG00005002240
meleagris_gallopavo ENSMGAG00000004150
anas_platyrhynchos_platyrhynchos ENSAPLG00000015185
melopsittacus_undulatus ENSMUNG00000008397
apteryx_owenii ENSAOWG00000016096
dromaius_novaehollandiae ENSDNVG00000005255
nothoprocta_perdicaria ENSNPEG00000006637
crocodylus_porosus ENSCPRG00005006303
chelonoidis_abingdonii ENSCABG00000022932
gopherus_agassizii ENSGAGG00000011503
chrysemys_picta_bellii ENSCPBG00000019596
pelodiscus_sinensis ENSPSIG00000007694
sarcophilus_harrisii ENSSHAG00000010124
sarcophilus_harrisii ENSSHAG00000000435
phascolarctos_cinereus ENSPCIG00000030644
notamacropus_eugenii ENSMEUG00000015814
monodelphis_domestica ENSMODG00000017305
cricetulus_griseus_crigri ENSCGRG00000006723
cricetulus_griseus_chok1gshd ENSCGRG00001008006
cricetulus_griseus_crigri-picr ENSCGRG00015010851
mesocricetus_auratus ENSMAUG00000009526
microtus_ochrogaster ENSMOCG00000019250
peromyscus_maniculatus_bairdii ENSPEMG00000006868
mus_spicilegus ENSMSIG00000030401
mus_spicilegus ENSMSIG00000010215
mus_musculus ENSMUSG00000071253
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016204
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015393
mus_pahari MGP_PahariEiJ_G0030809
nannospalax_galili ENSNGAG00000020453
jaculus_jaculus ENSJJAG00000019315
heterocephalus_glaber_female ENSHGLG00000012284
heterocephalus_glaber_male ENSHGLG00100018181
fukomys_damarensis ENSFDAG00000012611
octodon_degus ENSODEG00000004562
octodon_degus ENSODEG00000019813
chinchilla_lanigera ENSCLAG00000015512
cavia_porcellus ENSCPOG00000009009
cavia_aperea ENSCAPG00000002086
castor_canadensis ENSCCNG00000018475
dipodomys_ordii ENSDORG00000008871
oryctolagus_cuniculus ENSOCUG00000008546
ochotona_princeps ENSOPRG00000002758
urocitellus_parryii ENSUPAG00010008501
spermophilus_dauricus ENSSDAG00000020301
ictidomys_tridecemlineatus ENSSTOG00000005718
marmota_marmota_marmota ENSMMMG00000009602
tupaia_belangeri ENSTBEG00000008539
pan_paniscus ENSPPAG00000043641
pan_troglodytes ENSPTRG00000002557
homo_sapiens ENSG00000122912
gorilla_gorilla ENSGGOG00000014517
pongo_abelii ENSPPYG00000002394
nomascus_leucogenys ENSNLEG00000034221
piliocolobus_tephrosceles ENSPTEG00000029012
rhinopithecus_roxellana ENSRROG00000029624
papio_anubis ENSPANG00000022117
macaca_nemestrina ENSMNEG00000041166
theropithecus_gelada ENSTGEG00000029198
cercocebus_atys ENSCATG00000013420
mandrillus_leucophaeus ENSMLEG00000041084
chlorocebus_sabaeus ENSCSAG00000007606
macaca_mulatta ENSMMUG00000030533
colobus_angolensis_palliatus ENSCANG00000011280
rhinopithecus_bieti ENSRBIG00000036644
callithrix_jacchus ENSCJAG00000019032
cebus_capucinus ENSCCAG00000032453
aotus_nancymaae ENSANAG00000020312
carlito_syrichta ENSTSYG00000008987
prolemur_simus ENSPSMG00000009939
propithecus_coquereli ENSPCOG00000026884
microcebus_murinus ENSMICG00000028868
microcebus_murinus ENSMICG00000029369
propithecus_coquereli ENSPCOG00000027948
otolemur_garnettii ENSOGAG00000011191
pteropus_vampyrus ENSPVAG00000008040
myotis_lucifugus ENSMLUG00000015241
equus_caballus ENSECAG00000010181
equus_asinus_asinus ENSEASG00005015456
erinaceus_europaeus ENSEEUG00000006956
sorex_araneus ENSSARG00000011986
ursus_americanus ENSUAMG00000026912
ailuropoda_melanoleuca ENSAMEG00000018012
canis_lupus_familiaris ENSCAFG00000013726
vulpes_vulpes ENSVVUG00000020295
canis_lupus_dingo ENSCAFG00020026134
ursus_maritimus ENSUMAG00000007525
neovison_vison ENSNVIG00000012573
mustela_putorius_furo ENSMPUG00000012198
panthera_pardus ENSPPRG00000000167
panthera_tigris_altaica ENSPTIG00000010618
felis_catus ENSFCAG00000010850
ovis_aries ENSOARG00000005120
capra_hircus ENSCHIG00000013881
bos_taurus ENSBTAG00000023054
bos_mutus ENSBMUG00000022753
bison_bison_bison ENSBBBG00000000317
capra_hircus ENSCHIG00000024642
tursiops_truncatus ENSTTRG00000001565
sus_scrofa ENSSSCG00000022303
vicugna_pacos ENSVPAG00000011819
dasypus_novemcinctus ENSDNOG00000008892
choloepus_hoffmanni ENSCHOG00000009563
loxodonta_africana ENSLAFG00000006168
procavia_capensis ENSPCAG00000015191
echinops_telfairi ENSETEG00000003317
ornithorhynchus_anatinus ENSOANG00000015050
xenopus_tropicalis ENSXETG00000030903
latimeria_chalumnae ENSLACG00000014037
ciona_intestinalis ENSCING00000001635
ciona_savignyi ENSCSAVG00000000216
saccharomyces_cerevisiae YHR002W
