tetraodon_nigroviridis ENSTNIG00000015927
takifugu_rubripes ENSTRUG00000016492
gasterosteus_aculeatus ENSGACG00000005552
xiphophorus_maculatus ENSXMAG00000014718
xiphophorus_couchianus ENSXCOG00000002678
poecilia_formosa ENSPFOG00000011730
poecilia_latipinna ENSPLAG00000018604
poecilia_mexicana ENSPMEG00000004117
poecilia_reticulata ENSPREG00000011612
gambusia_affinis ENSGAFG00000000805
cyprinodon_variegatus ENSCVAG00000017959
fundulus_heteroclitus ENSFHEG00000018583
kryptolebias_marmoratus ENSKMAG00000003351
oryzias_latipes_asm223469v1 ENSORLG00015015159
oryzias_latipes ENSORLG00000002669
oryzias_latipes ENSORLG00020005356
oryzias_melastigma ENSOMEG00000017925
cynoglossus_semilaevis ENSCSEG00000019626
seriola_lalandi_dorsalis ENSSLDG00000004826
seriola_dumerili ENSSDUG00000002763
scophthalmus_maximus ENSSMAG00000006113
amphiprion_ocellaris ENSAOCG00000015026
amphiprion_percula ENSAPEG00000017625
acanthochromis_polyacanthus ENSAPOG00000021616
stegastes_partitus ENSSPAG00000015654
astatotilapia_calliptera ENSACLG00000011287
maylandia_zebra ENSMZEG00005009713
pundamilia_nyererei ENSPNYG00000008409
haplochromis_burtoni ENSHBUG00000013996
neolamprologus_brichardi ENSNBRG00000018582
oreochromis_niloticus ENSONIG00000014408
amphilophus_citrinellus ENSACIG00000006540
anabas_testudineus ENSATEG00000020519
mola_mola ENSMMOG00000011692
monopterus_albus ENSMALG00000020157
mastacembelus_armatus ENSMAMG00000014467
labrus_bergylta ENSLBEG00000025452
periophthalmus_magnuspinnatus ENSPMGG00000018374
hippocampus_comes ENSHCOG00000005893
gadus_morhua ENSGMOG00000013563
esox_lucius ENSELUG00000009060
pygocentrus_nattereri ENSPNAG00000000463
astyanax_mexicanus ENSAMXG00000006164
scophthalmus_maximus ENSSMAG00000002362
neolamprologus_brichardi ENSNBRG00000021846
stegastes_partitus ENSSPAG00000000807
danio_rerio ENSDARG00000017140
scleropages_formosus ENSSFOG00015014108
paramormyrops_kingsleyae ENSPKIG00000024604
lepisosteus_oculatus ENSLOCG00000001793
notechis_scutatus ENSNSUG00000009714
notechis_scutatus ENSNSUG00000009713
pogona_vitticeps ENSPVIG00000006573
anolis_carolinensis ENSACAG00000000754
salvator_merianae ENSSMRG00000009616
gallus_gallus ENSGALG00000001652
coturnix_japonica ENSCJPG00005019057
meleagris_gallopavo ENSMGAG00000001294
numida_meleagris ENSNMEG00000011601
anser_brachyrhynchus ENSABRG00000015294
parus_major ENSPMJG00000014238
cyanistes_caeruleus ENSCCEG00000016507
ficedula_albicollis ENSFALG00000008010
lonchura_striata_domestica ENSLSDG00000013332
taeniopygia_guttata ENSTGUG00000008445
junco_hyemalis ENSJHYG00000014596
zonotrichia_albicollis ENSZALG00000012700
serinus_canaria ENSSCAG00000004699
manacus_vitellinus ENSMVIG00005008261
lepidothrix_coronata ENSLCOG00000008493
calidris_pygmaea ENSCPGG00000000042
calidris_pugnax ENSCPUG00000006172
melopsittacus_undulatus ENSMUNG00000013309
apteryx_owenii ENSAOWG00000005817
apteryx_haastii ENSAHAG00000018631
apteryx_rowi ENSARWG00000009557
dromaius_novaehollandiae ENSDNVG00000002043
nothoprocta_perdicaria ENSNPEG00000010537
crocodylus_porosus ENSCPRG00005000519
gopherus_agassizii ENSGAGG00000014380
chelonoidis_abingdonii ENSCABG00000020955
chrysemys_picta_bellii ENSCPBG00000010648
pelodiscus_sinensis ENSPSIG00000002946
sphenodon_punctatus ENSSPUG00000015358
monodelphis_domestica ENSMODG00000010193
sarcophilus_harrisii ENSSHAG00000011013
phascolarctos_cinereus ENSPCIG00000025491
xenopus_tropicalis ENSXETG00000018605
latimeria_chalumnae ENSLACG00000015335
