apteryx_haastii ENSAHAG00000017443
apteryx_owenii ENSAOWG00000014988
apteryx_rowi ENSARWG00000000808
nothoprocta_perdicaria ENSNPEG00000014975
calidris_pugnax ENSCPUG00000019947
cyanistes_caeruleus ENSCCEG00000017548
parus_major ENSPMJG00000018133
junco_hyemalis ENSJHYG00000009091
zonotrichia_albicollis ENSZALG00000014661
lonchura_striata_domestica ENSLSDG00000010668
taeniopygia_guttata ENSTGUG00000007139
serinus_canaria ENSSCAG00000015668
ficedula_albicollis ENSFALG00000013222
manacus_vitellinus ENSMVIG00005015731
lepidothrix_coronata ENSLCOG00000011590
melopsittacus_undulatus ENSMUNG00000015740
meleagris_gallopavo ENSMGAG00000001538
gallus_gallus ENSGALG00000037246
coturnix_japonica ENSCJPG00005014788
numida_meleagris ENSNMEG00000004933
anser_brachyrhynchus ENSABRG00000019091
dromaius_novaehollandiae ENSDNVG00000007723
crocodylus_porosus ENSCPRG00005012244
chrysemys_picta_bellii ENSCPBG00000016642
chelonoidis_abingdonii ENSCABG00000010797
pelodiscus_sinensis ENSPSIG00000003122
calidris_pygmaea ENSCPGG00000018204
anas_platyrhynchos_platyrhynchos ENSAPLG00000023187
gopherus_agassizii ENSGAGG00000019514
anolis_carolinensis ENSACAG00000007918
pogona_vitticeps ENSPVIG00000003590
notechis_scutatus ENSNSUG00000009320
salvator_merianae ENSSMRG00000016686
sphenodon_punctatus ENSSPUG00000014954
phascolarctos_cinereus ENSPCIG00000011778
notamacropus_eugenii ENSMEUG00000005148
sarcophilus_harrisii ENSSHAG00000013313
monodelphis_domestica ENSMODG00000010243
equus_caballus ENSECAG00000038649
equus_asinus_asinus ENSEASG00005017924
erinaceus_europaeus ENSEEUG00000003288
bos_taurus ENSBTAG00000020704
bos_mutus ENSBMUG00000006465
bison_bison_bison ENSBBBG00000019027
capra_hircus ENSCHIG00000019009
ovis_aries ENSOARG00000013678
tursiops_truncatus ENSTTRG00000009859
sus_scrofa ENSSSCG00000031144
canis_lupus_familiaris ENSCAFG00000003144
vulpes_vulpes ENSVVUG00000015477
canis_lupus_dingo ENSCAFG00020019820
ursus_maritimus ENSUMAG00000009529
ursus_americanus ENSUAMG00000013071
ailuropoda_melanoleuca ENSAMEG00000017869
mustela_putorius_furo ENSMPUG00000018183
neovison_vison ENSNVIG00000022033
panthera_tigris_altaica ENSPTIG00000014876
panthera_pardus ENSPPRG00000006786
felis_catus ENSFCAG00000042446
pan_troglodytes ENSPTRG00000019160
pan_paniscus ENSPPAG00000041651
homo_sapiens ENSG00000122679
gorilla_gorilla ENSGGOG00000001807
pongo_abelii ENSPPYG00000017580
nomascus_leucogenys ENSNLEG00000004185
rhinopithecus_roxellana ENSRROG00000044888
rhinopithecus_bieti ENSRBIG00000033656
colobus_angolensis_palliatus ENSCANG00000004580
piliocolobus_tephrosceles ENSPTEG00000038076
macaca_mulatta ENSMMUG00000047334
macaca_nemestrina ENSMNEG00000033681
chlorocebus_sabaeus ENSCSAG00000015740
macaca_fascicularis ENSMFAG00000045498
papio_anubis ENSPANG00000014132
theropithecus_gelada ENSTGEG00000009751
mandrillus_leucophaeus ENSMLEG00000039399
cercocebus_atys ENSCATG00000029504
saimiri_boliviensis_boliviensis ENSSBOG00000030215
cebus_capucinus ENSCCAG00000024730
callithrix_jacchus ENSCJAG00000041935
aotus_nancymaae ENSANAG00000028759
carlito_syrichta ENSTSYG00000025665
propithecus_coquereli ENSPCOG00000028499
microcebus_murinus ENSMICG00000032638
prolemur_simus ENSPSMG00000021814
otolemur_garnettii ENSOGAG00000016758
tupaia_belangeri ENSTBEG00000003415
dipodomys_ordii ENSDORG00000010667
castor_canadensis ENSCCNG00000023513
ictidomys_tridecemlineatus ENSSTOG00000025331
urocitellus_parryii ENSUPAG00010022107
marmota_marmota_marmota ENSMMMG00000014813
spermophilus_dauricus ENSSDAG00000013492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016923
mus_spicilegus ENSMSIG00000023081
mus_musculus ENSMUSG00000041046
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016081
mus_pahari MGP_PahariEiJ_G0016810
rattus_norvegicus ENSRNOG00000053766
meriones_unguiculatus ENSMUGG00000016707
peromyscus_maniculatus_bairdii ENSPEMG00000017259
microtus_ochrogaster ENSMOCG00000021345
cricetulus_griseus_crigri-picr ENSCGRG00015028155
cricetulus_griseus_crigri ENSCGRG00000005176
cricetulus_griseus_chok1gshd ENSCGRG00001000830
nannospalax_galili ENSNGAG00000023857
jaculus_jaculus ENSJJAG00000010426
heterocephalus_glaber_female ENSHGLG00000018230
heterocephalus_glaber_male ENSHGLG00100009220
fukomys_damarensis ENSFDAG00000017416
cavia_porcellus ENSCPOG00000013360
cavia_aperea ENSCAPG00000010362
chinchilla_lanigera ENSCLAG00000005679
octodon_degus ENSODEG00000013789
dasypus_novemcinctus ENSDNOG00000000697
loxodonta_africana ENSLAFG00000004903
ornithorhynchus_anatinus ENSOANG00000000281
xenopus_tropicalis ENSXETG00000015678
latimeria_chalumnae ENSLACG00000002219
astyanax_mexicanus ENSAMXG00000039825
pygocentrus_nattereri ENSPNAG00000013449
ictalurus_punctatus ENSIPUG00000018443
danio_rerio ENSDARG00000111822
pundamilia_nyererei ENSPNYG00000013395
maylandia_zebra ENSMZEG00005011753
haplochromis_burtoni ENSHBUG00000000573
astatotilapia_calliptera ENSACLG00000016074
neolamprologus_brichardi ENSNBRG00000023988
oreochromis_niloticus ENSONIG00000008085
amphilophus_citrinellus ENSACIG00000021583
amphiprion_ocellaris ENSAOCG00000010527
