petromyzon_marinus ENSPMAG00000004597
eptatretus_burgeri ENSEBUG00000012372
vombatus_ursinus ENSVURG00010021319
phascolarctos_cinereus ENSPCIG00000011392
notamacropus_eugenii ENSMEUG00000002203
sarcophilus_harrisii ENSSHAG00000002097
monodelphis_domestica ENSMODG00000020741
jaculus_jaculus ENSJJAG00000011705
octodon_degus ENSODEG00000006945
cricetulus_griseus ENSCGRG00015012871
cricetulus_griseus ENSCGRG00001018481
cricetulus_griseus ENSCGRG00000006350
mesocricetus_auratus ENSMAUG00000018112
microtus_ochrogaster ENSMOCG00000010742
peromyscus_maniculatus ENSPEMG00000011568
mus_spretus MGP_SPRETEiJ_G0028467
mus_musculus ENSMUSG00000029312
mus_spicilegus ENSMSIG00000005685
mus_caroli MGP_CAROLIEiJ_G0027470
mus_pahari MGP_PahariEiJ_G0017248
rattus_norvegicus ENSRNOG00000002214
meriones_unguiculatus ENSMUGG00000021824
nannospalax_galili ENSNGAG00000018962
dipodomys_ordii ENSDORG00000028863
castor_canadensis ENSCCNG00000000585
ictidomys_tridecemlineatus ENSSTOG00000006580
spermophilus_dauricus ENSSDAG00000019468
marmota_marmota ENSMMMG00000007382
oryctolagus_cuniculus ENSOCUG00000002115
ochotona_princeps ENSOPRG00000017162
capra_hircus ENSCHIG00000015495
ovis_aries ENSOARG00000004639
bos_indicus ENSBIXG00000024143
bos_indicus ENSBIXG00005017118
bos_taurus ENSBTAG00000002455
bos_mutus ENSBMUG00000025163
bison_bison ENSBBBG00000023566
tursiops_truncatus ENSTTRG00000005596
sus_scrofa ENSSSCG00000009226
erinaceus_europaeus ENSEEUG00000013955
sorex_araneus ENSSARG00000006477
choloepus_hoffmanni ENSCHOG00000003046
pteropus_vampyrus ENSPVAG00000016202
vicugna_pacos ENSVPAG00000004009
tupaia_belangeri ENSTBEG00000008372
dasypus_novemcinctus ENSDNOG00000012256
pan_troglodytes ENSPTRG00000016256
pan_paniscus ENSPPAG00000030051
gorilla_gorilla ENSGGOG00000014648
homo_sapiens ENSG00000145332
pongo_abelii ENSPPYG00000014911
nomascus_leucogenys ENSNLEG00000009463
cercocebus_atys ENSCATG00000039730
mandrillus_leucophaeus ENSMLEG00000030301
papio_anubis ENSPANG00000011211
theropithecus_gelada ENSTGEG00000006394
macaca_nemestrina ENSMNEG00000030082
macaca_fascicularis ENSMFAG00000041071
macaca_mulatta ENSMMUG00000014080
chlorocebus_sabaeus ENSCSAG00000004331
rhinopithecus_bieti ENSRBIG00000030033
rhinopithecus_roxellana ENSRROG00000045332
piliocolobus_tephrosceles ENSPTEG00000005129
colobus_angolensis ENSCANG00000038564
saimiri_boliviensis ENSSBOG00000021069
callithrix_jacchus ENSCJAG00000006088
cebus_capucinus ENSCCAG00000019808
aotus_nancymaae ENSANAG00000028175
carlito_syrichta ENSTSYG00000007640
propithecus_coquereli ENSPCOG00000018983
microcebus_murinus ENSMICG00000006479
prolemur_simus ENSPSMG00000016695
otolemur_garnettii ENSOGAG00000009630
heterocephalus_glaber ENSHGLG00000008155
heterocephalus_glaber ENSHGLG00100001041
fukomys_damarensis ENSFDAG00000016257
cavia_porcellus ENSCPOG00000001491
cavia_aperea ENSCAPG00000011282
chinchilla_lanigera ENSCLAG00000005233
equus_asinus ENSEASG00005012755
equus_caballus ENSECAG00000017829
myotis_lucifugus ENSMLUG00000016977
ailuropoda_melanoleuca ENSAMEG00000003314
ursus_maritimus ENSUMAG00000025441
mustela_putorius ENSMPUG00000002266
neovison_vison ENSNVIG00000024877
canis_lupus ENSCAFG00000009490
canis_lupus ENSCAFG00020008159
vulpes_vulpes ENSVVUG00000009232
panthera_tigris ENSPTIG00000010495
panthera_pardus ENSPPRG00000022636
felis_catus ENSFCAG00000013928
procavia_capensis ENSPCAG00000013688
echinops_telfairi ENSETEG00000014910
loxodonta_africana ENSLAFG00000015896
ursus_americanus ENSUAMG00000001906
ornithorhynchus_anatinus ENSOANG00000013625
heterocephalus_glaber ENSHGLG00100007079
gopherus_agassizii ENSGAGG00000002448
chelonoidis_abingdonii ENSCABG00000003756
chrysemys_picta ENSCPBG00000005370
pelodiscus_sinensis ENSPSIG00000013743
crocodylus_porosus ENSCPRG00005013360
apteryx_owenii ENSAOWG00000011576
apteryx_haastii ENSAHAG00000018690
apteryx_rowi ENSARWG00000014639
dromaius_novaehollandiae ENSDNVG00000013631
nothoprocta_perdicaria ENSNPEG00000009836
calidris_pygmaea ENSCPGG00000019255
calidris_pugnax ENSCPUG00000010811
melopsittacus_undulatus ENSMUNG00000012828
lepidothrix_coronata ENSLCOG00000015711
manacus_vitellinus ENSMVIG00005006445
zonotrichia_albicollis ENSZALG00000000863
junco_hyemalis ENSJHYG00000004809
ficedula_albicollis ENSFALG00000005003
cyanistes_caeruleus ENSCCEG00000008342
cyanistes_caeruleus ENSCCEG00000023422
parus_major ENSPMJG00000008322
taeniopygia_guttata ENSTGUG00000002275
taeniopygia_guttata ENSTGUG00000013791
lonchura_striata ENSLSDG00000011446
serinus_canaria ENSSCAG00000000353
meleagris_gallopavo ENSMGAG00000007610
coturnix_japonica ENSCJPG00005010034
gallus_gallus ENSGALG00000011017
numida_meleagris ENSNMEG00000015451
anser_brachyrhynchus ENSABRG00000003514
anas_platyrhynchos ENSAPLG00000003622
pogona_vitticeps ENSPVIG00000003674
anolis_carolinensis ENSACAG00000012252
notechis_scutatus ENSNSUG00000013855
salvator_merianae ENSSMRG00000012931
sphenodon_punctatus ENSSPUG00000001588
xenopus_tropicalis ENSXETG00000006960
cottoperca_gobio ENSCGOG00000006942
gasterosteus_aculeatus ENSGACG00000016351
labrus_bergylta ENSLBEG00000016642
tetraodon_nigroviridis ENSTNIG00000007535
takifugu_rubripes ENSTRUG00000013714
mola_mola ENSMMOG00000001963
larimichthys_crocea ENSLCRG00005006272
lates_calcarifer ENSLCAG00010004117
scophthalmus_maximus ENSSMAG00000006984
seriola_lalandi ENSSLDG00000007094
seriola_dumerili ENSSDUG00000017411
mastacembelus_armatus ENSMAMG00000015712
monopterus_albus ENSMALG00000002072
anabas_testudineus ENSATEG00000015760
betta_splendens ENSBSLG00000010517
astatotilapia_calliptera ENSACLG00000003084
maylandia_zebra ENSMZEG00005020381
haplochromis_burtoni ENSHBUG00000005722
pundamilia_nyererei ENSPNYG00000006780
neolamprologus_brichardi ENSNBRG00000010252
oreochromis_niloticus ENSONIG00000007641
amphilophus_citrinellus ENSACIG00000020840
parambassis_ranga ENSPRNG00000008510
amphiprion_ocellaris ENSAOCG00000019777
amphiprion_percula ENSAPEG00000018365
acanthochromis_polyacanthus ENSAPOG00000023461
stegastes_partitus ENSSPAG00000014730
xiphophorus_couchianus ENSXCOG00000002316
xiphophorus_maculatus ENSXMAG00000004597
gambusia_affinis ENSGAFG00000012188
poecilia_mexicana ENSPMEG00000000428
poecilia_latipinna ENSPLAG00000000304
poecilia_formosa ENSPFOG00000004995
poecilia_reticulata ENSPREG00000003703
fundulus_heteroclitus ENSFHEG00000003896
cyprinodon_variegatus ENSCVAG00000016052
kryptolebias_marmoratus ENSKMAG00000013559
oryzias_latipes ENSORLG00015010203
oryzias_latipes ENSORLG00020000860
gouania_willdenowi ENSGWIG00000010512
cynoglossus_semilaevis ENSCSEG00000000965
periophthalmus_magnuspinnatus ENSPMGG00000000345
hippocampus_comes ENSHCOG00000020413
gadus_morhua ENSGMOG00000002584
hucho_hucho ENSHHUG00000045636
hucho_hucho ENSHHUG00000052584
esox_lucius ENSELUG00000015173
clupea_harengus ENSCHAG00000027600
denticeps_clupeoides ENSDCDG00000035774
astyanax_mexicanus ENSAMXG00000015545
astyanax_mexicanus ENSAMXG00005025021
pygocentrus_nattereri ENSPNAG00000010200
electrophorus_electricus ENSEEEG00000016398
ictalurus_punctatus ENSIPUG00000015328
danio_rerio ENSDARG00000101270
scleropages_formosus ENSSFOG00015021915
paramormyrops_kingsleyae ENSPKIG00000007668
lepisosteus_oculatus ENSLOCG00000004119
erpetoichthys_calabaricus ENSECRG00000012687
periophthalmus_magnuspinnatus ENSPMGG00000000356
callorhinchus_milii ENSCMIG00000006700
caenorhabditis_elegans WBGene00020952
