castor_canadensis ENSCCNG00000005632
dipodomys_ordii ENSDORG00000007436
cricetulus_griseus_crigri ENSCGRG00000006870
cricetulus_griseus_chok1gshd ENSCGRG00001024647
cricetulus_griseus_crigri-picr ENSCGRG00015008276
mesocricetus_auratus ENSMAUG00000014465
peromyscus_maniculatus_bairdii ENSPEMG00000008334
microtus_ochrogaster ENSMOCG00000020339
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027478
mus_spicilegus ENSMSIG00000003355
mus_musculus ENSMUSG00000028804
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026498
mus_pahari MGP_PahariEiJ_G0028829
rattus_norvegicus ENSRNOG00000007057
meriones_unguiculatus ENSMUGG00000004513
nannospalax_galili ENSNGAG00000021705
jaculus_jaculus ENSJJAG00000018133
chinchilla_lanigera ENSCLAG00000009823
octodon_degus ENSODEG00000004962
cavia_porcellus ENSCPOG00000007528
cavia_aperea ENSCAPG00000009027
heterocephalus_glaber_female ENSHGLG00000012011
heterocephalus_glaber_male ENSHGLG00100002613
fukomys_damarensis ENSFDAG00000013287
ictidomys_tridecemlineatus ENSSTOG00000009074
urocitellus_parryii ENSUPAG00010005874
spermophilus_dauricus ENSSDAG00000012740
marmota_marmota_marmota ENSMMMG00000008266
oryctolagus_cuniculus ENSOCUG00000007194
ochotona_princeps ENSOPRG00000006234
pan_troglodytes ENSPTRG00000000507
pan_paniscus ENSPPAG00000043765
homo_sapiens ENSG00000121904
gorilla_gorilla ENSGGOG00000017177
pongo_abelii ENSPPYG00000001570
nomascus_leucogenys ENSNLEG00000003311
theropithecus_gelada ENSTGEG00000017854
papio_anubis ENSPANG00000010868
cercocebus_atys ENSCATG00000029554
macaca_mulatta ENSMMUG00000002741
macaca_nemestrina ENSMNEG00000040856
macaca_fascicularis ENSMFAG00000043403
mandrillus_leucophaeus ENSMLEG00000034805
chlorocebus_sabaeus ENSCSAG00000001075
rhinopithecus_roxellana ENSRROG00000039317
rhinopithecus_bieti ENSRBIG00000034267
colobus_angolensis_palliatus ENSCANG00000030617
piliocolobus_tephrosceles ENSPTEG00000021997
cebus_capucinus ENSCCAG00000024591
saimiri_boliviensis_boliviensis ENSSBOG00000007311
callithrix_jacchus ENSCJAG00000001262
aotus_nancymaae ENSANAG00000030217
carlito_syrichta ENSTSYG00000032085
propithecus_coquereli ENSPCOG00000025738
microcebus_murinus ENSMICG00000010396
prolemur_simus ENSPSMG00000021292
otolemur_garnettii ENSOGAG00000012744
tupaia_belangeri ENSTBEG00000004753
neovison_vison ENSNVIG00000017397
mustela_putorius_furo ENSMPUG00000014956
ailuropoda_melanoleuca ENSAMEG00000007234
canis_lupus_familiaris ENSCAFG00000003651
canis_lupus_dingo ENSCAFG00020010780
vulpes_vulpes ENSVVUG00000001208
ursus_americanus ENSUAMG00000015837
ursus_maritimus ENSUMAG00000008189
equus_caballus ENSECAG00000030877
ailuropoda_melanoleuca ENSAMEG00000006158
panthera_tigris_altaica ENSPTIG00000009151
panthera_pardus ENSPPRG00000002773
felis_catus ENSFCAG00000002406
equus_asinus_asinus ENSEASG00005011905
pteropus_vampyrus ENSPVAG00000005903
myotis_lucifugus ENSMLUG00000010124
bos_taurus ENSBTAG00000005784
bos_mutus ENSBMUG00000000631
bison_bison_bison ENSBBBG00000005690
ovis_aries ENSOARG00000019388
capra_hircus ENSCHIG00000017752
tursiops_truncatus ENSTTRG00000002221
sus_scrofa ENSSSCG00000003622
vicugna_pacos ENSVPAG00000000006
erinaceus_europaeus ENSEEUG00000011708
sorex_araneus ENSSARG00000010316
loxodonta_africana ENSLAFG00000002950
procavia_capensis ENSPCAG00000007519
echinops_telfairi ENSETEG00000003277
choloepus_hoffmanni ENSCHOG00000004784
dasypus_novemcinctus ENSDNOG00000019377
notamacropus_eugenii ENSMEUG00000008795
phascolarctos_cinereus ENSPCIG00000010397
sarcophilus_harrisii ENSSHAG00000003551
monodelphis_domestica ENSMODG00000018179
ornithorhynchus_anatinus ENSOANG00000003228
anolis_carolinensis ENSACAG00000004386
anolis_carolinensis ENSACAG00000023858
anolis_carolinensis ENSACAG00000005897
pogona_vitticeps ENSPVIG00000020289
salvator_merianae ENSSMRG00000011726
