paramormyrops_kingsleyae ENSPKIG00000024796
scleropages_formosus ENSSFOG00015017314
monopterus_albus ENSMALG00000011655
monopterus_albus ENSMALG00000011679
maylandia_zebra ENSMZEG00005028209
seriola_lalandi_dorsalis ENSSLDG00000015443
seriola_dumerili ENSSDUG00000008430
cynoglossus_semilaevis ENSCSEG00000014869
takifugu_rubripes ENSTRUG00000019849
labrus_bergylta ENSLBEG00000024984
periophthalmus_magnuspinnatus ENSPMGG00000004886
hippocampus_comes ENSHCOG00000005777
tetraodon_nigroviridis ENSTNIG00000013449
tetraodon_nigroviridis ENSTNIG00000001408
takifugu_rubripes ENSTRUG00000021486
gasterosteus_aculeatus ENSGACG00000015920
seriola_lalandi_dorsalis ENSSLDG00000015449
seriola_dumerili ENSSDUG00000008443
cynoglossus_semilaevis ENSCSEG00000014862
periophthalmus_magnuspinnatus ENSPMGG00000004890
hippocampus_comes ENSHCOG00000005784
scophthalmus_maximus ENSSMAG00000010464
mola_mola ENSMMOG00000004669
amphiprion_percula ENSAPEG00000023029
amphiprion_ocellaris ENSAOCG00000006766
acanthochromis_polyacanthus ENSAPOG00000022164
stegastes_partitus ENSSPAG00000020545
maylandia_zebra ENSMZEG00005003730
pundamilia_nyererei ENSPNYG00000002937
astatotilapia_calliptera ENSACLG00000027721
haplochromis_burtoni ENSHBUG00000009437
neolamprologus_brichardi ENSNBRG00000008330
oreochromis_niloticus ENSONIG00000011253
amphilophus_citrinellus ENSACIG00000002493
cyprinodon_variegatus ENSCVAG00000006110
cyprinodon_variegatus ENSCVAG00000006084
fundulus_heteroclitus ENSFHEG00000002020
fundulus_heteroclitus ENSFHEG00000002028
gambusia_affinis ENSGAFG00000013904
gambusia_affinis ENSGAFG00000013920
xiphophorus_couchianus ENSXCOG00000000865
xiphophorus_couchianus ENSXCOG00000000874
xiphophorus_maculatus ENSXMAG00000005965
poecilia_formosa ENSPFOG00000015057
poecilia_mexicana ENSPMEG00000011653
poecilia_reticulata ENSPREG00000021703
poecilia_reticulata ENSPREG00000021690
poecilia_latipinna ENSPLAG00000010599
poecilia_latipinna ENSPLAG00000010610
poecilia_mexicana ENSPMEG00000017415
kryptolebias_marmoratus ENSKMAG00000009192
oryzias_latipes ENSORLG00020009976
oryzias_latipes ENSORLG00000003739
oryzias_latipes_asm223469v1 ENSORLG00015016960
oryzias_melastigma ENSOMEG00000012721
anabas_testudineus ENSATEG00000011971
mastacembelus_armatus ENSMAMG00000018613
labrus_bergylta ENSLBEG00000024996
gadus_morhua ENSGMOG00000000460
esox_lucius ENSELUG00000003762
pygocentrus_nattereri ENSPNAG00000018368
astyanax_mexicanus ENSAMXG00000009995
ictalurus_punctatus ENSIPUG00000024147
danio_rerio ENSDARG00000093572
lepisosteus_oculatus ENSLOCG00000006369
