mus_spicilegus ENSMSIG00000006945
mus_musculus ENSMUSG00000051361
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034179
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033021
mus_pahari MGP_PahariEiJ_G0031567
rattus_norvegicus ENSRNOG00000028189
meriones_unguiculatus ENSMUGG00000007328
cricetulus_griseus_chok1gshd ENSCGRG00001016358
cricetulus_griseus_crigri-picr ENSCGRG00015015031
cricetulus_griseus_crigri ENSCGRG00000000055
microtus_ochrogaster ENSMOCG00000012857
nannospalax_galili ENSNGAG00000016897
