choloepus_hoffmanni ENSCHOG00000004399
dasypus_novemcinctus ENSDNOG00000040467
pan_paniscus ENSPPAG00000037287
pan_troglodytes ENSPTRG00000022606
homo_sapiens ENSG00000162620
gorilla_gorilla ENSGGOG00000025460
nomascus_leucogenys ENSNLEG00000009474
rhinopithecus_roxellana ENSRROG00000036018
rhinopithecus_bieti ENSRBIG00000030249
piliocolobus_tephrosceles ENSPTEG00000035684
colobus_angolensis_palliatus ENSCANG00000041521
macaca_fascicularis ENSMFAG00000042954
macaca_mulatta ENSMMUG00000012465
macaca_nemestrina ENSMNEG00000029518
mandrillus_leucophaeus ENSMLEG00000042524
theropithecus_gelada ENSTGEG00000015923
papio_anubis ENSPANG00000017176
chlorocebus_sabaeus ENSCSAG00000001381
cercocebus_atys ENSCATG00000035446
cebus_capucinus ENSCCAG00000036377
saimiri_boliviensis_boliviensis ENSSBOG00000023453
callithrix_jacchus ENSCJAG00000031619
aotus_nancymaae ENSANAG00000030577
oryctolagus_cuniculus ENSOCUG00000027876
ochotona_princeps ENSOPRG00000010323
carlito_syrichta ENSTSYG00000013601
microcebus_murinus ENSMICG00000000880
nannospalax_galili ENSNGAG00000000719
meriones_unguiculatus ENSMUGG00000024441
jaculus_jaculus ENSJJAG00000018649
castor_canadensis ENSCCNG00000023201
prolemur_simus ENSPSMG00000016587
propithecus_coquereli ENSPCOG00000017160
otolemur_garnettii ENSOGAG00000024471
castor_canadensis ENSCCNG00000005094
pteropus_vampyrus ENSPVAG00000002342
cricetulus_griseus_crigri ENSCGRG00000007424
cricetulus_griseus_chok1gshd ENSCGRG00001018112
cricetulus_griseus_crigri-picr ENSCGRG00015021061
mesocricetus_auratus ENSMAUG00000014053
microtus_ochrogaster ENSMOCG00000013522
peromyscus_maniculatus_bairdii ENSPEMG00000000036
mus_musculus ENSMUSG00000028182
mus_spicilegus ENSMSIG00000007940
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026713
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025760
mus_pahari MGP_PahariEiJ_G0027211
rattus_norvegicus ENSRNOG00000009555
dipodomys_ordii ENSDORG00000023988
chinchilla_lanigera ENSCLAG00000006032
cavia_porcellus ENSCPOG00000012014
octodon_degus ENSODEG00000005870
heterocephalus_glaber_male ENSHGLG00100005176
heterocephalus_glaber_female ENSHGLG00000004255
heterocephalus_glaber_female ENSHGLG00000011879
heterocephalus_glaber_male ENSHGLG00100013752
fukomys_damarensis ENSFDAG00000015275
urocitellus_parryii ENSUPAG00010014638
marmota_marmota_marmota ENSMMMG00000000411
ictidomys_tridecemlineatus ENSSTOG00000016460
tupaia_belangeri ENSTBEG00000009283
rhinopithecus_bieti ENSRBIG00000027524
procavia_capensis ENSPCAG00000008620
echinops_telfairi ENSETEG00000011550
mustela_putorius_furo ENSMPUG00000011047
neovison_vison ENSNVIG00000010715
canis_lupus_familiaris ENSCAFG00000020410
canis_lupus_dingo ENSCAFG00020017119
vulpes_vulpes ENSVVUG00000007080
ursus_maritimus ENSUMAG00000006534
ursus_americanus ENSUAMG00000010866
panthera_tigris_altaica ENSPTIG00000014031
panthera_pardus ENSPPRG00000013198
felis_catus ENSFCAG00000030157
equus_caballus ENSECAG00000035457
equus_caballus ENSECAG00000013829
equus_asinus_asinus ENSEASG00005007820
bos_mutus ENSBMUG00000020848
bos_taurus ENSBTAG00000019401
bison_bison_bison ENSBBBG00000013400
capra_hircus ENSCHIG00000018471
ovis_aries ENSOARG00000012214
tursiops_truncatus ENSTTRG00000006486
sus_scrofa ENSSSCG00000003784
vicugna_pacos ENSVPAG00000006895
myotis_lucifugus ENSMLUG00000005958
erinaceus_europaeus ENSEEUG00000006691
sorex_araneus ENSSARG00000002965
monodelphis_domestica ENSMODG00000025652
phascolarctos_cinereus ENSPCIG00000033709
ornithorhynchus_anatinus ENSOANG00000030141
petromyzon_marinus ENSPMAG00000008181
ciona_intestinalis ENSCING00000024291
echinops_telfairi ENSETEG00000016921
ailuropoda_melanoleuca ENSAMEG00000015882
dasypus_novemcinctus ENSDNOG00000006959
pogona_vitticeps ENSPVIG00000002664
anolis_carolinensis ENSACAG00000028360
notechis_scutatus ENSNSUG00000008126
salvator_merianae ENSSMRG00000020147
sphenodon_punctatus ENSSPUG00000007708
apteryx_haastii ENSAHAG00000018766
apteryx_owenii ENSAOWG00000013842
apteryx_rowi ENSARWG00000011317
crocodylus_porosus ENSCPRG00005012898
gopherus_agassizii ENSGAGG00000003569
chelonoidis_abingdonii ENSCABG00000000060
chrysemys_picta_bellii ENSCPBG00000022534
pelodiscus_sinensis ENSPSIG00000005106
pygocentrus_nattereri ENSPNAG00000024227
astyanax_mexicanus ENSAMXG00000037963
ictalurus_punctatus ENSIPUG00000002103
danio_rerio ENSDARG00000078611
lepisosteus_oculatus ENSLOCG00000003345
ciona_intestinalis ENSCING00000009624
ciona_savignyi ENSCSAVG00000003364
