tetraodon_nigroviridis ENSTNIG00000009184
takifugu_rubripes ENSTRUG00000010597
mola_mola ENSMMOG00000019038
labrus_bergylta ENSLBEG00000002946
gasterosteus_aculeatus ENSGACG00000005407
seriola_dumerili ENSSDUG00000010892
seriola_lalandi_dorsalis ENSSLDG00000012787
scophthalmus_maximus ENSSMAG00000008368
gambusia_affinis ENSGAFG00000010911
xiphophorus_maculatus ENSXMAG00000003462
poecilia_formosa ENSPFOG00000013383
poecilia_latipinna ENSPLAG00000014923
poecilia_mexicana ENSPMEG00000021606
poecilia_reticulata ENSPREG00000007531
kryptolebias_marmoratus ENSKMAG00000006393
oryzias_latipes_asm223469v1 ENSORLG00015013903
oryzias_latipes ENSORLG00020006060
oryzias_latipes ENSORLG00000012689
oryzias_melastigma ENSOMEG00000012111
haplochromis_burtoni ENSHBUG00000002872
pundamilia_nyererei ENSPNYG00000011322
astatotilapia_calliptera ENSACLG00000016514
maylandia_zebra ENSMZEG00005004309
neolamprologus_brichardi ENSNBRG00000012537
oreochromis_niloticus ENSONIG00000002550
amphilophus_citrinellus ENSACIG00000010722
amphiprion_percula ENSAPEG00000012039
amphiprion_ocellaris ENSAOCG00000007019
acanthochromis_polyacanthus ENSAPOG00000019410
stegastes_partitus ENSSPAG00000014873
mastacembelus_armatus ENSMAMG00000013266
monopterus_albus ENSMALG00000013895
anabas_testudineus ENSATEG00000014098
fundulus_heteroclitus ENSFHEG00000013330
cyprinodon_variegatus ENSCVAG00000020609
cynoglossus_semilaevis ENSCSEG00000017906
periophthalmus_magnuspinnatus ENSPMGG00000022632
hippocampus_comes ENSHCOG00000019365
gadus_morhua ENSGMOG00000010492
esox_lucius ENSELUG00000019194
pygocentrus_nattereri ENSPNAG00000025430
astyanax_mexicanus ENSAMXG00000020695
ictalurus_punctatus ENSIPUG00000014124
danio_rerio ENSDARG00000003207
paramormyrops_kingsleyae ENSPKIG00000005444
scleropages_formosus ENSSFOG00015010739
lepisosteus_oculatus ENSLOCG00000008210
latimeria_chalumnae ENSLACG00000003492
anolis_carolinensis ENSACAG00000004143
pogona_vitticeps ENSPVIG00000014402
notechis_scutatus ENSNSUG00000012727
salvator_merianae ENSSMRG00000007488
sphenodon_punctatus ENSSPUG00000012167
calidris_pygmaea ENSCPGG00000013800
calidris_pugnax ENSCPUG00000002382
melopsittacus_undulatus ENSMUNG00000006702
zonotrichia_albicollis ENSZALG00000013070
junco_hyemalis ENSJHYG00000004364
serinus_canaria ENSSCAG00000003794
lonchura_striata_domestica ENSLSDG00000002304
taeniopygia_guttata ENSTGUG00000011961
cyanistes_caeruleus ENSCCEG00000009104
parus_major ENSPMJG00000006957
ficedula_albicollis ENSFALG00000005635
lepidothrix_coronata ENSLCOG00000008129
manacus_vitellinus ENSMVIG00005015347
anser_brachyrhynchus ENSABRG00000000242
anas_platyrhynchos_platyrhynchos ENSAPLG00000012750
gallus_gallus ENSGALG00000040511
coturnix_japonica ENSCJPG00005000648
numida_meleagris ENSNMEG00000004498
apteryx_owenii ENSAOWG00000000278
apteryx_rowi ENSARWG00000004908
apteryx_haastii ENSAHAG00000014771
dromaius_novaehollandiae ENSDNVG00000006464
nothoprocta_perdicaria ENSNPEG00000014193
crocodylus_porosus ENSCPRG00005002642
gopherus_agassizii ENSGAGG00000001487
chelonoidis_abingdonii ENSCABG00000019381
chrysemys_picta_bellii ENSCPBG00000006293
pelodiscus_sinensis ENSPSIG00000016455
dasypus_novemcinctus ENSDNOG00000041739
choloepus_hoffmanni ENSCHOG00000007893
loxodonta_africana ENSLAFG00000002544
procavia_capensis ENSPCAG00000009302
oryctolagus_cuniculus ENSOCUG00000004276
ochotona_princeps ENSOPRG00000008899
bos_mutus ENSBMUG00000001980
bos_taurus ENSBTAG00000001522
bison_bison_bison ENSBBBG00000016006
ovis_aries ENSOARG00000005313
ovis_aries ENSOARG00000020668
capra_hircus ENSCHIG00000009830
tursiops_truncatus ENSTTRG00000007349
sus_scrofa ENSSSCG00000006090
vicugna_pacos ENSVPAG00000004132
equus_asinus_asinus ENSEASG00005003303
equus_caballus ENSECAG00000012943
ursus_americanus ENSUAMG00000000137
ursus_maritimus ENSUMAG00000016674
ailuropoda_melanoleuca ENSAMEG00000007290
neovison_vison ENSNVIG00000024293
mustela_putorius_furo ENSMPUG00000008759
canis_lupus_dingo ENSCAFG00020009670
canis_lupus_familiaris ENSCAFG00000009460
vulpes_vulpes ENSVVUG00000003230
panthera_pardus ENSPPRG00000022053
panthera_tigris_altaica ENSPTIG00000013347
felis_catus ENSFCAG00000028511
myotis_lucifugus ENSMLUG00000007186
pteropus_vampyrus ENSPVAG00000012322
erinaceus_europaeus ENSEEUG00000004188
sorex_araneus ENSSARG00000003032
pan_paniscus ENSPPAG00000030040
pan_troglodytes ENSPTRG00000020441
homo_sapiens ENSG00000156469
gorilla_gorilla ENSGGOG00000011535
pongo_abelii ENSPPYG00000018764
nomascus_leucogenys ENSNLEG00000003582
colobus_angolensis_palliatus ENSCANG00000032998
piliocolobus_tephrosceles ENSPTEG00000037062
rhinopithecus_roxellana ENSRROG00000028594
rhinopithecus_bieti ENSRBIG00000043536
macaca_mulatta ENSMMUG00000008808
macaca_fascicularis ENSMFAG00000042157
macaca_nemestrina ENSMNEG00000039418
chlorocebus_sabaeus ENSCSAG00000012442
cercocebus_atys ENSCATG00000012833
mandrillus_leucophaeus ENSMLEG00000029214
theropithecus_gelada ENSTGEG00000000843
papio_anubis ENSPANG00000000418
callithrix_jacchus ENSCJAG00000020561
cebus_capucinus ENSCCAG00000025636
saimiri_boliviensis_boliviensis ENSSBOG00000027056
aotus_nancymaae ENSANAG00000031075
carlito_syrichta ENSTSYG00000007338
carlito_syrichta ENSTSYG00000036226
prolemur_simus ENSPSMG00000019021
propithecus_coquereli ENSPCOG00000024551
microcebus_murinus ENSMICG00000033467
otolemur_garnettii ENSOGAG00000004303
cavia_porcellus ENSCPOG00000003487
cavia_aperea ENSCAPG00000007884
chinchilla_lanigera ENSCLAG00000004692
