hippocampus_comes ENSHCOG00000002823
periophthalmus_magnuspinnatus ENSPMGG00000002360
cyprinodon_variegatus ENSCVAG00000023007
fundulus_heteroclitus ENSFHEG00000014783
poecilia_formosa ENSPFOG00000016601
poecilia_latipinna ENSPLAG00000020143
poecilia_reticulata ENSPREG00000012545
xiphophorus_couchianus ENSXCOG00000003041
gambusia_affinis ENSGAFG00000008908
kryptolebias_marmoratus ENSKMAG00000000727
oryzias_latipes_asm223469v1 ENSORLG00015010785
oryzias_latipes ENSORLG00000010968
oryzias_latipes ENSORLG00020018946
oryzias_melastigma ENSOMEG00000008775
cynoglossus_semilaevis ENSCSEG00000018569
scophthalmus_maximus ENSSMAG00000020767
gasterosteus_aculeatus ENSGACG00000001296
amphiprion_ocellaris ENSAOCG00000007858
amphiprion_percula ENSAPEG00000009210
acanthochromis_polyacanthus ENSAPOG00000021012
stegastes_partitus ENSSPAG00000005655
monopterus_albus ENSMALG00000019893
mastacembelus_armatus ENSMAMG00000020417
anabas_testudineus ENSATEG00000013235
maylandia_zebra ENSMZEG00005017458
astatotilapia_calliptera ENSACLG00000017378
maylandia_zebra ENSMZEG00005026148
haplochromis_burtoni ENSHBUG00000007251
neolamprologus_brichardi ENSNBRG00000017630
neolamprologus_brichardi ENSNBRG00000017649
neolamprologus_brichardi ENSNBRG00000017656
pundamilia_nyererei ENSPNYG00000019735
oreochromis_niloticus ENSONIG00000010338
amphilophus_citrinellus ENSACIG00000008391
mola_mola ENSMMOG00000012095
seriola_lalandi_dorsalis ENSSLDG00000004728
seriola_lalandi_dorsalis ENSSLDG00000010398
seriola_lalandi_dorsalis ENSSLDG00000000556
seriola_dumerili ENSSDUG00000009650
takifugu_rubripes ENSTRUG00000013611
gadus_morhua ENSGMOG00000004551
esox_lucius ENSELUG00000013238
labrus_bergylta ENSLBEG00000023712
pygocentrus_nattereri ENSPNAG00000010947
ictalurus_punctatus ENSIPUG00000010296
danio_rerio ENSDARG00000005162
scleropages_formosus ENSSFOG00015019143
scleropages_formosus ENSSFOG00015020977
paramormyrops_kingsleyae ENSPKIG00000015612
lepisosteus_oculatus ENSLOCG00000007452
anolis_carolinensis ENSACAG00000011902
pogona_vitticeps ENSPVIG00000023446
notechis_scutatus ENSNSUG00000002364
salvator_merianae ENSSMRG00000002679
taeniopygia_guttata ENSTGUG00000003785
zonotrichia_albicollis ENSZALG00000000803
cyanistes_caeruleus ENSCCEG00000012305
manacus_vitellinus ENSMVIG00005010459
parus_major ENSPMJG00000000373
junco_hyemalis ENSJHYG00000000777
lonchura_striata_domestica ENSLSDG00000016454
lepidothrix_coronata ENSLCOG00000006127
apteryx_rowi ENSARWG00000007852
dromaius_novaehollandiae ENSDNVG00000003066
gallus_gallus ENSGALG00000013537
meleagris_gallopavo ENSMGAG00000013097
numida_meleagris ENSNMEG00000006223
anas_platyrhynchos_platyrhynchos ENSAPLG00000015228
anser_brachyrhynchus ENSABRG00000017956
nothoprocta_perdicaria ENSNPEG00000004452
gopherus_agassizii ENSGAGG00000010848
calidris_pygmaea ENSCPGG00000006779
calidris_pugnax ENSCPUG00000017979
serinus_canaria ENSSCAG00000013039
ficedula_albicollis ENSFALG00000001175
crocodylus_porosus ENSCPRG00005001020
chrysemys_picta_bellii ENSCPBG00000024668
pelodiscus_sinensis ENSPSIG00000017014
apteryx_owenii ENSAOWG00000006608
apteryx_haastii ENSAHAG00000010800
melopsittacus_undulatus ENSMUNG00000010844
coturnix_japonica ENSCJPG00005014215
chelonoidis_abingdonii ENSCABG00000003539
sphenodon_punctatus ENSSPUG00000003389
monodelphis_domestica ENSMODG00000017253
sarcophilus_harrisii ENSSHAG00000012786
notamacropus_eugenii ENSMEUG00000006133
macaca_nemestrina ENSMNEG00000034023
macaca_mulatta ENSMMUG00000010805
rhinopithecus_bieti ENSRBIG00000032904
homo_sapiens ENSG00000143549
callithrix_jacchus ENSCJAG00000009747
saimiri_boliviensis_boliviensis ENSSBOG00000023490
propithecus_coquereli ENSPCOG00000012036
prolemur_simus ENSPSMG00000021762
chinchilla_lanigera ENSCLAG00000010440
octodon_degus ENSODEG00000011815
cavia_porcellus ENSCPOG00000032186
heterocephalus_glaber_male ENSHGLG00100016396
heterocephalus_glaber_female ENSHGLG00000010502
castor_canadensis ENSCCNG00000020979
marmota_marmota_marmota ENSMMMG00000017605
urocitellus_parryii ENSUPAG00010014794
oryctolagus_cuniculus ENSOCUG00000011821
ochotona_princeps ENSOPRG00000000217
tupaia_belangeri ENSTBEG00000006281
tupaia_belangeri ENSTBEG00000013764
vicugna_pacos ENSVPAG00000001001
sus_scrofa ENSSSCG00000006556
ovis_aries ENSOARG00000001845
capra_hircus ENSCHIG00000017467
bos_taurus ENSBTAG00000033217
tursiops_truncatus ENSTTRG00000015810
myotis_lucifugus ENSMLUG00000013331
equus_asinus_asinus ENSEASG00005000501
choloepus_hoffmanni ENSCHOG00000009623
procavia_capensis ENSPCAG00000007805
canis_lupus_familiaris ENSCAFG00000017311
canis_lupus_dingo ENSCAFG00020008442
pteropus_vampyrus ENSPVAG00000002713
sorex_araneus ENSSARG00000008969
erinaceus_europaeus ENSEEUG00000015557
echinops_telfairi ENSETEG00000001049
rattus_norvegicus ENSRNOG00000017441
ailuropoda_melanoleuca ENSAMEG00000011877
ursus_maritimus ENSUMAG00000020221
neovison_vison ENSNVIG00000017428
mustela_putorius_furo ENSMPUG00000007875
panthera_tigris_altaica ENSPTIG00000019870
panthera_pardus ENSPPRG00000003861
felis_catus ENSFCAG00000040513
bison_bison_bison ENSBBBG00000007596
cricetulus_griseus_chok1gshd ENSCGRG00001019752
cricetulus_griseus_crigri ENSCGRG00000005034
cricetulus_griseus_crigri-picr ENSCGRG00015005679
mesocricetus_auratus ENSMAUG00000015501
microtus_ochrogaster ENSMOCG00000017543
peromyscus_maniculatus_bairdii ENSPEMG00000015470
mus_musculus ENSMUSG00000027940
mus_spicilegus ENSMSIG00000027597
meriones_unguiculatus ENSMUGG00000007074
nannospalax_galili ENSNGAG00000022391
jaculus_jaculus ENSJJAG00000017959
fukomys_damarensis ENSFDAG00000004528
carlito_syrichta ENSTSYG00000029863
microcebus_murinus ENSMICG00000010389
ictidomys_tridecemlineatus ENSSTOG00000023525
pan_paniscus ENSPPAG00000034824
pan_troglodytes ENSPTRG00000001375
gorilla_gorilla ENSGGOG00000000472
nomascus_leucogenys ENSNLEG00000031965
aotus_nancymaae ENSANAG00000026297
cebus_capucinus ENSCCAG00000029868
mandrillus_leucophaeus ENSMLEG00000040828
theropithecus_gelada ENSTGEG00000020374
macaca_fascicularis ENSMFAG00000034487
cercocebus_atys ENSCATG00000040648
piliocolobus_tephrosceles ENSPTEG00000035401
colobus_angolensis_palliatus ENSCANG00000029172
rhinopithecus_roxellana ENSRROG00000030286
vulpes_vulpes ENSVVUG00000028641
dasypus_novemcinctus ENSDNOG00000043851
papio_anubis ENSPANG00000032917
loxodonta_africana ENSLAFG00000007157
bison_bison_bison ENSBBBG00000024656
bison_bison_bison ENSBBBG00000003810
bos_mutus ENSBMUG00000016629
bos_mutus ENSBMUG00000001582
bos_mutus ENSBMUG00000001677
bos_taurus ENSBTAG00000054813
bison_bison_bison ENSBBBG00000021647
canis_lupus_dingo ENSCAFG00020011853
nomascus_leucogenys ENSNLEG00000035983
macaca_nemestrina ENSMNEG00000032096
urocitellus_parryii ENSUPAG00010013107
prolemur_simus ENSPSMG00000011678
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026167
mus_musculus ENSMUSG00000058126
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025224
mus_pahari MGP_PahariEiJ_G0026668
cricetulus_griseus_chok1gshd ENSCGRG00001006979
cricetulus_griseus_crigri-picr ENSCGRG00015019801
cricetulus_griseus_crigri ENSCGRG00000008007
