latimeria_chalumnae ENSLACG00000001844
callorhinchus_milii ENSCMIG00000006222
phascolarctos_cinereus ENSPCIG00000016370
vombatus_ursinus ENSVURG00010021658
notamacropus_eugenii ENSMEUG00000003235
monodelphis_domestica ENSMODG00000011111
sarcophilus_harrisii ENSSHAG00000014783
ornithorhynchus_anatinus ENSOANG00000015118
procavia_capensis ENSPCAG00000013698
echinops_telfairi ENSETEG00000016567
loxodonta_africana ENSLAFG00000007369
choloepus_hoffmanni ENSCHOG00000001025
dasypus_novemcinctus ENSDNOG00000004638
mus_musculus ENSMUSG00000032536
mus_spretus MGP_SPRETEiJ_G0033970
mus_spicilegus ENSMSIG00000023343
mus_caroli MGP_CAROLIEiJ_G0032823
mus_pahari MGP_PahariEiJ_G0015689
rattus_norvegicus ENSRNOG00000019262
meriones_unguiculatus ENSMUGG00000023801
cricetulus_griseus ENSCGRG00001000246
cricetulus_griseus ENSCGRG00000007874
cricetulus_griseus ENSCGRG00015010818
mesocricetus_auratus ENSMAUG00000018480
microtus_ochrogaster ENSMOCG00000011744
nannospalax_galili ENSNGAG00000013571
jaculus_jaculus ENSJJAG00000017391
castor_canadensis ENSCCNG00000020000
peromyscus_maniculatus ENSPEMG00000026732
peromyscus_maniculatus ENSPEMG00000027702
oryctolagus_cuniculus ENSOCUG00000035357
otolemur_garnettii ENSOGAG00000014035
erinaceus_europaeus ENSEEUG00000004858
myotis_lucifugus ENSMLUG00000005627
dipodomys_ordii ENSDORG00000008172
pan_paniscus ENSPPAG00000028981
pan_troglodytes ENSPTRG00000014789
homo_sapiens ENSG00000182606
gorilla_gorilla ENSGGOG00000001920
nomascus_leucogenys ENSNLEG00000005782
theropithecus_gelada ENSTGEG00000015173
papio_anubis ENSPANG00000014636
mandrillus_leucophaeus ENSMLEG00000027097
cercocebus_atys ENSCATG00000020319
macaca_fascicularis ENSMFAG00000033301
macaca_nemestrina ENSMNEG00000036297
macaca_mulatta ENSMMUG00000001075
colobus_angolensis ENSCANG00000027327
piliocolobus_tephrosceles ENSPTEG00000015734
rhinopithecus_bieti ENSRBIG00000035353
rhinopithecus_roxellana ENSRROG00000032919
saimiri_boliviensis ENSSBOG00000032535
cebus_capucinus ENSCCAG00000021868
callithrix_jacchus ENSCJAG00000017993
aotus_nancymaae ENSANAG00000032745
carlito_syrichta ENSTSYG00000009804
prolemur_simus ENSPSMG00000021676
marmota_marmota ENSMMMG00000009424
spermophilus_dauricus ENSSDAG00000004707
equus_asinus ENSEASG00005007734
ovis_aries ENSOARG00000003229
capra_hircus ENSCHIG00000010986
bos_indicus ENSBIXG00000008694
bos_indicus ENSBIXG00005025603
bos_taurus ENSBTAG00000016076
bos_mutus ENSBMUG00000017230
bison_bison ENSBBBG00000022590
tursiops_truncatus ENSTTRG00000006097
sus_scrofa ENSSSCG00000011278
pteropus_vampyrus ENSPVAG00000008915
neovison_vison ENSNVIG00000019126
mustela_putorius ENSMPUG00000011608
equus_caballus ENSECAG00000014600
ailuropoda_melanoleuca ENSAMEG00000011514
ursus_maritimus ENSUMAG00000002251
canis_lupus ENSCAFG00000005236
canis_lupus ENSCAFG00020025297
panthera_pardus ENSPPRG00000024585
panthera_tigris ENSPTIG00000007626
felis_catus ENSFCAG00000006142
chlorocebus_sabaeus ENSCSAG00000016852
pongo_abelii ENSPPYG00000013984
oryctolagus_cuniculus ENSOCUG00000015654
octodon_degus ENSODEG00000009973
chinchilla_lanigera ENSCLAG00000014205
cavia_aperea ENSCAPG00000014384
cavia_porcellus ENSCPOG00000008015
heterocephalus_glaber ENSHGLG00100018907
heterocephalus_glaber ENSHGLG00000012903
fukomys_damarensis ENSFDAG00000020438
ochotona_princeps ENSOPRG00000004447
microcebus_murinus ENSMICG00000049328
tupaia_belangeri ENSTBEG00000004019
sorex_araneus ENSSARG00000000892
vulpes_vulpes ENSVVUG00000005298
ursus_americanus ENSUAMG00000007020
vicugna_pacos ENSVPAG00000007759
propithecus_coquereli ENSPCOG00000026497
chelonoidis_abingdonii ENSCABG00000012337
