tetraodon_nigroviridis ENSTNIG00000005879
takifugu_rubripes ENSTRUG00000004234
gasterosteus_aculeatus ENSGACG00000015385
amphiprion_percula ENSAPEG00000015177
amphiprion_ocellaris ENSAOCG00000017243
acanthochromis_polyacanthus ENSAPOG00000020549
stegastes_partitus ENSSPAG00000001189
astatotilapia_calliptera ENSACLG00000000844
maylandia_zebra ENSMZEG00005024096
pundamilia_nyererei ENSPNYG00000018631
haplochromis_burtoni ENSHBUG00000016779
neolamprologus_brichardi ENSNBRG00000023419
oreochromis_niloticus ENSONIG00000007247
amphilophus_citrinellus ENSACIG00000002973
poecilia_formosa ENSPFOG00000009869
poecilia_latipinna ENSPLAG00000013867
poecilia_mexicana ENSPMEG00000009083
poecilia_reticulata ENSPREG00000003325
xiphophorus_maculatus ENSXMAG00000028062
fundulus_heteroclitus ENSFHEG00000004040
kryptolebias_marmoratus ENSKMAG00000006255
labrus_bergylta ENSLBEG00000026681
monopterus_albus ENSMALG00000010418
mastacembelus_armatus ENSMAMG00000020817
anabas_testudineus ENSATEG00000023294
seriola_dumerili ENSSDUG00000016451
seriola_lalandi_dorsalis ENSSLDG00000015463
scophthalmus_maximus ENSSMAG00000001014
hippocampus_comes ENSHCOG00000017815
periophthalmus_magnuspinnatus ENSPMGG00000000076
gadus_morhua ENSGMOG00000011697
pygocentrus_nattereri ENSPNAG00000021611
apteryx_rowi ENSARWG00000017930
apteryx_owenii ENSAOWG00000000569
cyanistes_caeruleus ENSCCEG00000007920
zonotrichia_albicollis ENSZALG00000007094
sphenodon_punctatus ENSSPUG00000003444
vicugna_pacos ENSVPAG00000009916
cavia_aperea ENSCAPG00000007845
ornithorhynchus_anatinus ENSOANG00000004408
