mola_mola ENSMMOG00000013173
takifugu_rubripes ENSTRUG00000008296
xiphophorus_maculatus ENSXMAG00000004560
gambusia_affinis ENSGAFG00000014869
poecilia_formosa ENSPFOG00000017377
poecilia_latipinna ENSPLAG00000018972
poecilia_mexicana ENSPMEG00000021867
poecilia_reticulata ENSPREG00000008812
fundulus_heteroclitus ENSFHEG00000020905
cyprinodon_variegatus ENSCVAG00000020835
kryptolebias_marmoratus ENSKMAG00000002147
oryzias_latipes ENSORLG00020002084
oryzias_latipes_asm223469v1 ENSORLG00015015531
oryzias_latipes ENSORLG00000019460
oryzias_melastigma ENSOMEG00000022749
tetraodon_nigroviridis ENSTNIG00000004635
tetraodon_nigroviridis ENSTNIG00000003417
periophthalmus_magnuspinnatus ENSPMGG00000023348
seriola_dumerili ENSSDUG00000002230
seriola_lalandi_dorsalis ENSSLDG00000016939
monopterus_albus ENSMALG00000016233
gasterosteus_aculeatus ENSGACG00000013277
cynoglossus_semilaevis ENSCSEG00000004444
amphiprion_percula ENSAPEG00000006293
amphiprion_ocellaris ENSAOCG00000014801
acanthochromis_polyacanthus ENSAPOG00000012982
acanthochromis_polyacanthus ENSAPOG00000016992
acanthochromis_polyacanthus ENSAPOG00000016569
stegastes_partitus ENSSPAG00000020907
pundamilia_nyererei ENSPNYG00000000615
haplochromis_burtoni ENSHBUG00000019996
maylandia_zebra ENSMZEG00005007027
astatotilapia_calliptera ENSACLG00000002544
neolamprologus_brichardi ENSNBRG00000005087
oreochromis_niloticus ENSONIG00000017982
amphilophus_citrinellus ENSACIG00000007833
mastacembelus_armatus ENSMAMG00000014666
anabas_testudineus ENSATEG00000022069
labrus_bergylta ENSLBEG00000015479
scophthalmus_maximus ENSSMAG00000011105
hippocampus_comes ENSHCOG00000014051
gadus_morhua ENSGMOG00000003278
esox_lucius ENSELUG00000008903
astyanax_mexicanus ENSAMXG00000014079
pygocentrus_nattereri ENSPNAG00000007093
ictalurus_punctatus ENSIPUG00000020958
danio_rerio ENSDARG00000073801
scleropages_formosus ENSSFOG00015010348
paramormyrops_kingsleyae ENSPKIG00000014031
lepisosteus_oculatus ENSLOCG00000005478
latimeria_chalumnae ENSLACG00000006558
xenopus_tropicalis ENSXETG00000013078
notechis_scutatus ENSNSUG00000009564
notechis_scutatus ENSNSUG00000005611
anolis_carolinensis ENSACAG00000012185
pogona_vitticeps ENSPVIG00000020805
salvator_merianae ENSSMRG00000015777
calidris_pygmaea ENSCPGG00000007994
calidris_pugnax ENSCPUG00000018118
melopsittacus_undulatus ENSMUNG00000016254
gallus_gallus ENSGALG00000004533
meleagris_gallopavo ENSMGAG00000006178
coturnix_japonica ENSCJPG00005006439
numida_meleagris ENSNMEG00000017328
anser_brachyrhynchus ENSABRG00000019014
anas_platyrhynchos_platyrhynchos ENSAPLG00000011281
apteryx_owenii ENSAOWG00000009006
apteryx_haastii ENSAHAG00000014490
apteryx_rowi ENSARWG00000014246
dromaius_novaehollandiae ENSDNVG00000017673
nothoprocta_perdicaria ENSNPEG00000010677
junco_hyemalis ENSJHYG00000004223
zonotrichia_albicollis ENSZALG00000012229
serinus_canaria ENSSCAG00000003037
taeniopygia_guttata ENSTGUG00000002405
lonchura_striata_domestica ENSLSDG00000008984
ficedula_albicollis ENSFALG00000010046
parus_major ENSPMJG00000006182
cyanistes_caeruleus ENSCCEG00000020396
lepidothrix_coronata ENSLCOG00000009179
manacus_vitellinus ENSMVIG00005004700
crocodylus_porosus ENSCPRG00005014554
gopherus_agassizii ENSGAGG00000025185
chelonoidis_abingdonii ENSCABG00000017243
chrysemys_picta_bellii ENSCPBG00000021960
sphenodon_punctatus ENSSPUG00000012589
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027780
mus_spicilegus ENSMSIG00000011176
mus_musculus ENSMUSG00000044496
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026787
mus_pahari MGP_PahariEiJ_G0029135
rattus_norvegicus ENSRNOG00000007968
meriones_unguiculatus ENSMUGG00000019505
peromyscus_maniculatus_bairdii ENSPEMG00000020159
microtus_ochrogaster ENSMOCG00000016570
cricetulus_griseus_chok1gshd ENSCGRG00001020171
cricetulus_griseus_crigri-picr ENSCGRG00015002102
cricetulus_griseus_crigri ENSCGRG00000001289
mesocricetus_auratus ENSMAUG00000021494
nannospalax_galili ENSNGAG00000009009
jaculus_jaculus ENSJJAG00000010333
spermophilus_dauricus ENSSDAG00000002297
urocitellus_parryii ENSUPAG00010003792
ictidomys_tridecemlineatus ENSSTOG00000027586
chinchilla_lanigera ENSCLAG00000012083
octodon_degus ENSODEG00000013918
heterocephalus_glaber_female ENSHGLG00000012171
heterocephalus_glaber_male ENSHGLG00100011220
fukomys_damarensis ENSFDAG00000007143
cavia_aperea ENSCAPG00000013513
cavia_porcellus ENSCPOG00000022694
oryctolagus_cuniculus ENSOCUG00000027719
ochotona_princeps ENSOPRG00000006776
tupaia_belangeri ENSTBEG00000011961
gorilla_gorilla ENSGGOG00000013641
homo_sapiens ENSG00000116685
pan_troglodytes ENSPTRG00000044617
pan_troglodytes ENSPTRG00000050358
pan_troglodytes ENSPTRG00000044518
pan_troglodytes ENSPTRG00000000157
nomascus_leucogenys ENSNLEG00000009734
pongo_abelii ENSPPYG00000001875
cercocebus_atys ENSCATG00000033434
papio_anubis ENSPANG00000019811
