labrus_bergylta ENSLBEG00000027204
gasterosteus_aculeatus ENSGACG00000008960
mola_mola ENSMMOG00000012394
scophthalmus_maximus ENSSMAG00000009977
cynoglossus_semilaevis ENSCSEG00000017716
gambusia_affinis ENSGAFG00000021492
xiphophorus_maculatus ENSXMAG00000002136
poecilia_mexicana ENSPMEG00000000440
poecilia_reticulata ENSPREG00000020555
poecilia_latipinna ENSPLAG00000012154
poecilia_formosa ENSPFOG00000010663
cyprinodon_variegatus ENSCVAG00000018048
kryptolebias_marmoratus ENSKMAG00000018953
oryzias_latipes_asm223469v1 ENSORLG00015004710
oryzias_latipes ENSORLG00020009183
oryzias_latipes ENSORLG00000008500
oryzias_melastigma ENSOMEG00000002787
amphiprion_percula ENSAPEG00000002176
amphiprion_ocellaris ENSAOCG00000007114
acanthochromis_polyacanthus ENSAPOG00000024368
stegastes_partitus ENSSPAG00000018865
pundamilia_nyererei ENSPNYG00000003330
haplochromis_burtoni ENSHBUG00000000825
neolamprologus_brichardi ENSNBRG00000018834
astatotilapia_calliptera ENSACLG00000012730
oreochromis_niloticus ENSONIG00000020375
amphilophus_citrinellus ENSACIG00000003737
seriola_lalandi_dorsalis ENSSLDG00000017828
seriola_dumerili ENSSDUG00000022413
monopterus_albus ENSMALG00000002523
mastacembelus_armatus ENSMAMG00000018895
anabas_testudineus ENSATEG00000023602
takifugu_rubripes ENSTRUG00000014897
tetraodon_nigroviridis ENSTNIG00000001148
esox_lucius ENSELUG00000010576
pygocentrus_nattereri ENSPNAG00000024659
astyanax_mexicanus ENSAMXG00000041107
ictalurus_punctatus ENSIPUG00000011887
danio_rerio ENSDARG00000058682
scleropages_formosus ENSSFOG00015011184
paramormyrops_kingsleyae ENSPKIG00000000172
lepisosteus_oculatus ENSLOCG00000001311
apteryx_haastii ENSAHAG00000001619
apteryx_rowi ENSARWG00000012408
apteryx_owenii ENSAOWG00000007239
dromaius_novaehollandiae ENSDNVG00000011921
nothoprocta_perdicaria ENSNPEG00000000570
serinus_canaria ENSSCAG00000014760
lonchura_striata_domestica ENSLSDG00000000647
junco_hyemalis ENSJHYG00000000461
zonotrichia_albicollis ENSZALG00000012484
taeniopygia_guttata ENSTGUG00000010847
ficedula_albicollis ENSFALG00000010178
parus_major ENSPMJG00000016798
cyanistes_caeruleus ENSCCEG00000024053
manacus_vitellinus ENSMVIG00005015307
lepidothrix_coronata ENSLCOG00000011765
calidris_pygmaea ENSCPGG00000011322
calidris_pugnax ENSCPUG00000008474
melopsittacus_undulatus ENSMUNG00000010660
gallus_gallus ENSGALG00000015902
coturnix_japonica ENSCJPG00005006263
numida_meleagris ENSNMEG00000001962
anser_brachyrhynchus ENSABRG00000013572
anas_platyrhynchos_platyrhynchos ENSAPLG00000002745
loxodonta_africana ENSLAFG00000006063
procavia_capensis ENSPCAG00000011114
equus_caballus ENSECAG00000000775
equus_asinus_asinus ENSEASG00005001730
sorex_araneus ENSSARG00000007455
myotis_lucifugus ENSMLUG00000003561
pteropus_vampyrus ENSPVAG00000008881
ursus_maritimus ENSUMAG00000008022
ursus_americanus ENSUAMG00000019386
ailuropoda_melanoleuca ENSAMEG00000010027
mustela_putorius_furo ENSMPUG00000009311
neovison_vison ENSNVIG00000017871
canis_lupus_dingo ENSCAFG00020016433
canis_lupus_familiaris ENSCAFG00000007461
vulpes_vulpes ENSVVUG00000028754
panthera_pardus ENSPPRG00000006368
panthera_tigris_altaica ENSPTIG00000010998
felis_catus ENSFCAG00000024669
tursiops_truncatus ENSTTRG00000014529
sus_scrofa ENSSSCG00000008213
ovis_aries ENSOARG00000020747
capra_hircus ENSCHIG00000020344
bos_taurus ENSBTAG00000008956
bos_mutus ENSBMUG00000001489
bison_bison_bison ENSBBBG00000019018
mus_spicilegus ENSMSIG00000009735
mus_musculus ENSMUSG00000053044
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029489
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028484
mus_pahari MGP_PahariEiJ_G0022220
rattus_norvegicus ENSRNOG00000007129
meriones_unguiculatus ENSMUGG00000018548
microtus_ochrogaster ENSMOCG00000010604
peromyscus_maniculatus_bairdii ENSPEMG00000023519
cricetulus_griseus_crigri ENSCGRG00000016256
cricetulus_griseus_chok1gshd ENSCGRG00001001895
cricetulus_griseus_crigri-picr ENSCGRG00015017915
nannospalax_galili ENSNGAG00000015944
octodon_degus ENSODEG00000002964
chinchilla_lanigera ENSCLAG00000004867
cavia_porcellus ENSCPOG00000005467
cavia_aperea ENSCAPG00000015718
heterocephalus_glaber_female ENSHGLG00000004771
heterocephalus_glaber_male ENSHGLG00100018436
urocitellus_parryii ENSUPAG00010022968
marmota_marmota_marmota ENSMMMG00000009417
spermophilus_dauricus ENSSDAG00000007512
castor_canadensis ENSCCNG00000027819
ochotona_princeps ENSOPRG00000009470
oryctolagus_cuniculus ENSOCUG00000009384
homo_sapiens ENSG00000172116
homo_sapiens ENSG00000254126
gorilla_gorilla ENSGGOG00000007451
pan_troglodytes ENSPTRG00000012160
pan_paniscus ENSPPAG00000041565
pongo_abelii ENSPPYG00000012207
nomascus_leucogenys ENSNLEG00000000341
colobus_angolensis_palliatus ENSCANG00000036295
piliocolobus_tephrosceles ENSPTEG00000002888
rhinopithecus_bieti ENSRBIG00000028013
rhinopithecus_roxellana ENSRROG00000030033
papio_anubis ENSPANG00000023240
theropithecus_gelada ENSTGEG00000027706
mandrillus_leucophaeus ENSMLEG00000037771
cercocebus_atys ENSCATG00000034755
macaca_fascicularis ENSMFAG00000000257
macaca_mulatta ENSMMUG00000003532
macaca_nemestrina ENSMNEG00000030026
chlorocebus_sabaeus ENSCSAG00000016365
cebus_capucinus ENSCCAG00000020829
saimiri_boliviensis_boliviensis ENSSBOG00000028889
callithrix_jacchus ENSCJAG00000019366
aotus_nancymaae ENSANAG00000029211
carlito_syrichta ENSTSYG00000035428
propithecus_coquereli ENSPCOG00000027666
prolemur_simus ENSPSMG00000022899
microcebus_murinus ENSMICG00000011409
otolemur_garnettii ENSOGAG00000007240
dasypus_novemcinctus ENSDNOG00000004240
phascolarctos_cinereus ENSPCIG00000017043
notamacropus_eugenii ENSMEUG00000014783
sarcophilus_harrisii ENSSHAG00000011323
monodelphis_domestica ENSMODG00000009530
ornithorhynchus_anatinus ENSOANG00000010357
ornithorhynchus_anatinus ENSOANG00000010356
pelodiscus_sinensis ENSPSIG00000015774
chelonoidis_abingdonii ENSCABG00000000348
sphenodon_punctatus ENSSPUG00000004943
latimeria_chalumnae ENSLACG00000006835
