gasterosteus_aculeatus ENSGACG00000002102
tetraodon_nigroviridis ENSTNIG00000002638
cyprinodon_variegatus ENSCVAG00000007671
oryzias_latipes ENSORLG00020006404
seriola_dumerili ENSSDUG00000020700
scophthalmus_maximus ENSSMAG00000003724
monopterus_albus ENSMALG00000009212
poecilia_reticulata ENSPREG00000006417
poecilia_latipinna ENSPLAG00000000600
kryptolebias_marmoratus ENSKMAG00000009399
amphilophus_citrinellus ENSACIG00000018553
amphiprion_ocellaris ENSAOCG00000005826
amphiprion_percula ENSAPEG00000018117
acanthochromis_polyacanthus ENSAPOG00000007724
stegastes_partitus ENSSPAG00000007356
periophthalmus_magnuspinnatus ENSPMGG00000021675
cynoglossus_semilaevis ENSCSEG00000001361
esox_lucius ENSELUG00000016365
astyanax_mexicanus ENSAMXG00000032069
pygocentrus_nattereri ENSPNAG00000017111
ictalurus_punctatus ENSIPUG00000004132
danio_rerio ENSDARG00000095086
scleropages_formosus ENSSFOG00015014107
lepisosteus_oculatus ENSLOCG00000008032
heterocephalus_glaber_female ENSHGLG00000010445
heterocephalus_glaber_male ENSHGLG00100006750
fukomys_damarensis ENSFDAG00000005713
octodon_degus ENSODEG00000013385
octodon_degus ENSODEG00000019795
chinchilla_lanigera ENSCLAG00000004524
cavia_porcellus ENSCPOG00000000695
cavia_aperea ENSCAPG00000012655
ictidomys_tridecemlineatus ENSSTOG00000004124
urocitellus_parryii ENSUPAG00010015442
spermophilus_dauricus ENSSDAG00000002174
marmota_marmota_marmota ENSMMMG00000012727
cricetulus_griseus_crigri ENSCGRG00000013809
cricetulus_griseus_crigri-picr ENSCGRG00015012509
cricetulus_griseus_chok1gshd ENSCGRG00001015423
mesocricetus_auratus ENSMAUG00000020878
mesocricetus_auratus ENSMAUG00000014971
microtus_ochrogaster ENSMOCG00000022266
peromyscus_maniculatus_bairdii ENSPEMG00000009406
peromyscus_maniculatus_bairdii ENSPEMG00000024368
peromyscus_maniculatus_bairdii ENSPEMG00000030755
mus_musculus ENSMUSG00000031954
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032700
mus_spicilegus ENSMSIG00000019907
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031582
mus_pahari MGP_PahariEiJ_G0023180
