phascolarctos_cinereus ENSPCIG00000008386
notamacropus_eugenii ENSMEUG00000015348
monodelphis_domestica ENSMODG00000007459
sarcophilus_harrisii ENSSHAG00000002966
sorex_araneus ENSSARG00000006427
erinaceus_europaeus ENSEEUG00000012129
equus_asinus_asinus ENSEASG00005003419
equus_caballus ENSECAG00000021661
bos_taurus ENSBTAG00000012251
bos_mutus ENSBMUG00000017239
bison_bison_bison ENSBBBG00000011498
ovis_aries ENSOARG00000003750
capra_hircus ENSCHIG00000000324
tursiops_truncatus ENSTTRG00000012480
sus_scrofa ENSSSCG00000010143
vicugna_pacos ENSVPAG00000005156
ursus_maritimus ENSUMAG00000013120
ursus_americanus ENSUAMG00000017419
ailuropoda_melanoleuca ENSAMEG00000001206
mustela_putorius_furo ENSMPUG00000012736
neovison_vison ENSNVIG00000012300
canis_lupus_dingo ENSCAFG00020025329
canis_lupus_familiaris ENSCAFG00000010464
vulpes_vulpes ENSVVUG00000009452
panthera_pardus ENSPPRG00000014567
panthera_tigris_altaica ENSPTIG00000001010
felis_catus ENSFCAG00000004450
pteropus_vampyrus ENSPVAG00000005620
myotis_lucifugus ENSMLUG00000004053
dipodomys_ordii ENSDORG00000016081
tupaia_belangeri ENSTBEG00000010404
mus_spicilegus ENSMSIG00000016460
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019079
mus_musculus ENSMUSG00000021311
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018221
mus_pahari MGP_PahariEiJ_G0019271
rattus_norvegicus ENSRNOG00000017593
meriones_unguiculatus ENSMUGG00000021516
cricetulus_griseus_crigri-picr ENSCGRG00015012510
cricetulus_griseus_crigri ENSCGRG00000014330
cricetulus_griseus_chok1gshd ENSCGRG00001004156
mesocricetus_auratus ENSMAUG00000014952
microtus_ochrogaster ENSMOCG00000007545
peromyscus_maniculatus_bairdii ENSPEMG00000023424
jaculus_jaculus ENSJJAG00000019411
castor_canadensis ENSCCNG00000027084
spermophilus_dauricus ENSSDAG00000016274
urocitellus_parryii ENSUPAG00010020847
ictidomys_tridecemlineatus ENSSTOG00000004093
marmota_marmota_marmota ENSMMMG00000018283
chinchilla_lanigera ENSCLAG00000016630
octodon_degus ENSODEG00000006892
cavia_porcellus ENSCPOG00000015171
cavia_aperea ENSCAPG00000012289
heterocephalus_glaber_male ENSHGLG00100010220
heterocephalus_glaber_female ENSHGLG00000018165
fukomys_damarensis ENSFDAG00000019971
oryctolagus_cuniculus ENSOCUG00000009762
ochotona_princeps ENSOPRG00000010174
homo_sapiens ENSG00000116984
gorilla_gorilla ENSGGOG00000016123
pan_troglodytes ENSPTRG00000002145
pan_paniscus ENSPPAG00000001371
pongo_abelii ENSPPYG00000000083
nomascus_leucogenys ENSNLEG00000003551
theropithecus_gelada ENSTGEG00000014932
papio_anubis ENSPANG00000009146
cercocebus_atys ENSCATG00000031365
mandrillus_leucophaeus ENSMLEG00000039920
macaca_mulatta ENSMMUG00000010073
macaca_fascicularis ENSMFAG00000031925
macaca_nemestrina ENSMNEG00000033216
chlorocebus_sabaeus ENSCSAG00000009702
piliocolobus_tephrosceles ENSPTEG00000037429
colobus_angolensis_palliatus ENSCANG00000031325
rhinopithecus_roxellana ENSRROG00000022854
rhinopithecus_bieti ENSRBIG00000034565
cebus_capucinus ENSCCAG00000024450
saimiri_boliviensis_boliviensis ENSSBOG00000024375
callithrix_jacchus ENSCJAG00000017612
aotus_nancymaae ENSANAG00000036671
carlito_syrichta ENSTSYG00000004144
propithecus_coquereli ENSPCOG00000027883
prolemur_simus ENSPSMG00000016745
microcebus_murinus ENSMICG00000015938
otolemur_garnettii ENSOGAG00000015411
loxodonta_africana ENSLAFG00000006529
procavia_capensis ENSPCAG00000002380
echinops_telfairi ENSETEG00000014094
choloepus_hoffmanni ENSCHOG00000000861
dasypus_novemcinctus ENSDNOG00000012783
apteryx_owenii ENSAOWG00000015213
apteryx_rowi ENSARWG00000014945
apteryx_haastii ENSAHAG00000013720
dromaius_novaehollandiae ENSDNVG00000011773
nothoprocta_perdicaria ENSNPEG00000004198
calidris_pygmaea ENSCPGG00000005775
calidris_pugnax ENSCPUG00000010704
melopsittacus_undulatus ENSMUNG00000016803
zonotrichia_albicollis ENSZALG00000014313
junco_hyemalis ENSJHYG00000010585
serinus_canaria ENSSCAG00000004458
lonchura_striata_domestica ENSLSDG00000015149
taeniopygia_guttata ENSTGUG00000010458
parus_major ENSPMJG00000004189
cyanistes_caeruleus ENSCCEG00000020648
ficedula_albicollis ENSFALG00000013431
manacus_vitellinus ENSMVIG00005012124
manacus_vitellinus ENSMVIG00005016314
lepidothrix_coronata ENSLCOG00000010368
anas_platyrhynchos_platyrhynchos ENSAPLG00000009934
anser_brachyrhynchus ENSABRG00000017015
gallus_gallus ENSGALG00000014464
coturnix_japonica ENSCJPG00005016942
meleagris_gallopavo ENSMGAG00000011700
numida_meleagris ENSNMEG00000012962
crocodylus_porosus ENSCPRG00005016487
gopherus_agassizii ENSGAGG00000012824
chelonoidis_abingdonii ENSCABG00000021463
chrysemys_picta_bellii ENSCPBG00000004126
pelodiscus_sinensis ENSPSIG00000015302
pogona_vitticeps ENSPVIG00000020725
anolis_carolinensis ENSACAG00000002970
notechis_scutatus ENSNSUG00000016909
salvator_merianae ENSSMRG00000021868
sphenodon_punctatus ENSSPUG00000015898
xenopus_tropicalis ENSXETG00000018453
latimeria_chalumnae ENSLACG00000016440
cynoglossus_semilaevis ENSCSEG00000002667
labrus_bergylta ENSLBEG00000028223
periophthalmus_magnuspinnatus ENSPMGG00000015552
amphiprion_ocellaris ENSAOCG00000017133
amphiprion_ocellaris ENSAOCG00000018204
amphiprion_percula ENSAPEG00000014559
acanthochromis_polyacanthus ENSAPOG00000002247
stegastes_partitus ENSSPAG00000018778
astatotilapia_calliptera ENSACLG00000001421
maylandia_zebra ENSMZEG00005005723
pundamilia_nyererei ENSPNYG00000018947
haplochromis_burtoni ENSHBUG00000022517
oreochromis_niloticus ENSONIG00000007216
neolamprologus_brichardi ENSNBRG00000023647
amphilophus_citrinellus ENSACIG00000002494
xiphophorus_maculatus ENSXMAG00000014278
xiphophorus_couchianus ENSXCOG00000000543
gambusia_affinis ENSGAFG00000009004
poecilia_mexicana ENSPMEG00000023384
poecilia_mexicana ENSPMEG00000023657
poecilia_formosa ENSPFOG00000014810
poecilia_latipinna ENSPLAG00000012147
poecilia_reticulata ENSPREG00000002535
fundulus_heteroclitus ENSFHEG00000003407
cyprinodon_variegatus ENSCVAG00000000233
kryptolebias_marmoratus ENSKMAG00000017125
monopterus_albus ENSMALG00000009621
mastacembelus_armatus ENSMAMG00000020873
anabas_testudineus ENSATEG00000023478
seriola_dumerili ENSSDUG00000016956
seriola_lalandi_dorsalis ENSSLDG00000015057
scophthalmus_maximus ENSSMAG00000019867
takifugu_rubripes ENSTRUG00000008159
tetraodon_nigroviridis ENSTNIG00000005701
mola_mola ENSMMOG00000000952
hippocampus_comes ENSHCOG00000017451
gasterosteus_aculeatus ENSGACG00000015329
oryzias_latipes ENSORLG00020017257
oryzias_latipes ENSORLG00000014271
oryzias_latipes_asm223469v1 ENSORLG00015015228
oryzias_melastigma ENSOMEG00000002695
ornithorhynchus_anatinus ENSOANG00000009396
gadus_morhua ENSGMOG00000012705
esox_lucius ENSELUG00000016443
pygocentrus_nattereri ENSPNAG00000018269
astyanax_mexicanus ENSAMXG00000004301
ictalurus_punctatus ENSIPUG00000005091
danio_rerio ENSDARG00000104906
paramormyrops_kingsleyae ENSPKIG00000002127
scleropages_formosus ENSSFOG00015010020
petromyzon_marinus ENSPMAG00000001618
eptatretus_burgeri ENSEBUG00000006867
lepisosteus_oculatus ENSLOCG00000016612
ciona_intestinalis ENSCING00000008828
ciona_intestinalis ENSCING00000023410
ciona_savignyi ENSCSAVG00000007792
caenorhabditis_elegans_strain_n2 WBGene00010988
