chinchilla_lanigera ENSCLAG00000010014
cavia_aperea ENSCAPG00000014869
mus_spicilegus ENSMSIG00000012668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017717
mus_musculus ENSMUSG00000020686
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016873
mus_pahari MGP_PahariEiJ_G0018004
rattus_norvegicus ENSRNOG00000047546
rattus_norvegicus ENSRNOG00000054763
meriones_unguiculatus ENSMUGG00000017202
cricetulus_griseus_crigri-picr ENSCGRG00015011818
cricetulus_griseus_crigri ENSCGRG00000008994
cricetulus_griseus_chok1gshd ENSCGRG00001022937
mesocricetus_auratus ENSMAUG00000001264
peromyscus_maniculatus_bairdii ENSPEMG00000018233
microtus_ochrogaster ENSMOCG00000005581
oryctolagus_cuniculus ENSOCUG00000004081
tupaia_belangeri ENSTBEG00000007765
propithecus_coquereli ENSPCOG00000008823
prolemur_simus ENSPSMG00000019805
otolemur_garnettii ENSOGAG00000031874
pan_paniscus ENSPPAG00000038597
pan_troglodytes ENSPTRG00000009023
gorilla_gorilla ENSGGOG00000015608
homo_sapiens ENSG00000270765
pongo_abelii ENSPPYG00000008191
nomascus_leucogenys ENSNLEG00000001268
macaca_mulatta ENSMMUG00000013142
macaca_nemestrina ENSMNEG00000039828
macaca_fascicularis ENSMFAG00000046155
cercocebus_atys ENSCATG00000032299
papio_anubis ENSPANG00000022978
mandrillus_leucophaeus ENSMLEG00000028993
theropithecus_gelada ENSTGEG00000016459
chlorocebus_sabaeus ENSCSAG00000006249
colobus_angolensis_palliatus ENSCANG00000037168
piliocolobus_tephrosceles ENSPTEG00000016925
rhinopithecus_bieti ENSRBIG00000026402
rhinopithecus_roxellana ENSRROG00000031550
cebus_capucinus ENSCCAG00000025203
saimiri_boliviensis_boliviensis ENSSBOG00000033199
callithrix_jacchus ENSCJAG00000014938
aotus_nancymaae ENSANAG00000029020
pteropus_vampyrus ENSPVAG00000003947
myotis_lucifugus ENSMLUG00000015013
equus_caballus ENSECAG00000007690
capra_hircus ENSCHIG00000026688
ovis_aries ENSOARG00000006015
bos_taurus ENSBTAG00000018519
bos_mutus ENSBMUG00000012734
bison_bison_bison ENSBBBG00000000929
tursiops_truncatus ENSTTRG00000014136
sus_scrofa ENSSSCG00000039395
ursus_maritimus ENSUMAG00000016854
ursus_americanus ENSUAMG00000003446
ailuropoda_melanoleuca ENSAMEG00000014830
neovison_vison ENSNVIG00000020273
mustela_putorius_furo ENSMPUG00000014920
canis_lupus_familiaris ENSCAFG00000018190
canis_lupus_dingo ENSCAFG00020004079
vulpes_vulpes ENSVVUG00000020397
panthera_tigris_altaica ENSPTIG00000016863
erinaceus_europaeus ENSEEUG00000008890
dasypus_novemcinctus ENSDNOG00000005139
choloepus_hoffmanni ENSCHOG00000010885
loxodonta_africana ENSLAFG00000022800
procavia_capensis ENSPCAG00000006543
phascolarctos_cinereus ENSPCIG00000003773
drosophila_melanogaster FBgn0028371
