xenopus_tropicalis ENSXETG00000021731
zonotrichia_albicollis ENSZALG00000000100
latimeria_chalumnae ENSLACG00000013051
gallus_gallus ENSGALG00000039895
meleagris_gallopavo ENSMGAG00000004855
coturnix_japonica ENSCJPG00005017782
numida_meleagris ENSNMEG00000015288
anser_brachyrhynchus ENSABRG00000010477
junco_hyemalis ENSJHYG00000013244
parus_major ENSPMJG00000009492
taeniopygia_guttata ENSTGUG00000002048
lonchura_striata_domestica ENSLSDG00000016819
serinus_canaria ENSSCAG00000005068
cyanistes_caeruleus ENSCCEG00000013124
ficedula_albicollis ENSFALG00000003254
manacus_vitellinus ENSMVIG00005005461
lepidothrix_coronata ENSLCOG00000004874
calidris_pugnax ENSCPUG00000016223
calidris_pygmaea ENSCPGG00000016558
apteryx_rowi ENSARWG00000013043
apteryx_owenii ENSAOWG00000004418
apteryx_haastii ENSAHAG00000017513
nothoprocta_perdicaria ENSNPEG00000009941
myotis_lucifugus ENSMLUG00000014957
pteropus_vampyrus ENSPVAG00000011591
equus_caballus ENSECAG00000007650
equus_asinus_asinus ENSEASG00005015879
ursus_americanus ENSUAMG00000014721
ailuropoda_melanoleuca ENSAMEG00000011607
neovison_vison ENSNVIG00000012219
mustela_putorius_furo ENSMPUG00000016308
canis_lupus_dingo ENSCAFG00020004936
canis_lupus_familiaris ENSCAFG00000016011
vulpes_vulpes ENSVVUG00000028960
panthera_pardus ENSPPRG00000023510
panthera_tigris_altaica ENSPTIG00000000837
felis_catus ENSFCAG00000010170
bos_mutus ENSBMUG00000004171
bos_taurus ENSBTAG00000000815
capra_hircus ENSCHIG00000015531
ovis_aries ENSOARG00000012400
tursiops_truncatus ENSTTRG00000017387
sus_scrofa ENSSSCG00000003471
sorex_araneus ENSSARG00000001529
erinaceus_europaeus ENSEEUG00000008493
pan_paniscus ENSPPAG00000009242
pan_troglodytes ENSPTRG00000000221
homo_sapiens ENSG00000142627
gorilla_gorilla ENSGGOG00000007964
pongo_abelii ENSPPYG00000001827
nomascus_leucogenys ENSNLEG00000007722
piliocolobus_tephrosceles ENSPTEG00000034318
colobus_angolensis_palliatus ENSCANG00000040672
rhinopithecus_roxellana ENSRROG00000029642
rhinopithecus_bieti ENSRBIG00000033231
papio_anubis ENSPANG00000018686
cercocebus_atys ENSCATG00000030471
theropithecus_gelada ENSTGEG00000023591
mandrillus_leucophaeus ENSMLEG00000032820
macaca_nemestrina ENSMNEG00000043341
macaca_fascicularis ENSMFAG00000045141
macaca_mulatta ENSMMUG00000018245
chlorocebus_sabaeus ENSCSAG00000000848
cebus_capucinus ENSCCAG00000006935
callithrix_jacchus ENSCJAG00000008362
saimiri_boliviensis_boliviensis ENSSBOG00000028925
aotus_nancymaae ENSANAG00000037528
carlito_syrichta ENSTSYG00000009551
prolemur_simus ENSPSMG00000006838
propithecus_coquereli ENSPCOG00000016618
microcebus_murinus ENSMICG00000016876
otolemur_garnettii ENSOGAG00000005079
tupaia_belangeri ENSTBEG00000011879
cavia_porcellus ENSCPOG00000003065
cavia_aperea ENSCAPG00000009972
chinchilla_lanigera ENSCLAG00000003129
octodon_degus ENSODEG00000016363
heterocephalus_glaber_female ENSHGLG00000012989
heterocephalus_glaber_male ENSHGLG00100016877
fukomys_damarensis ENSFDAG00000008173
urocitellus_parryii ENSUPAG00010017996
ictidomys_tridecemlineatus ENSSTOG00000003080
spermophilus_dauricus ENSSDAG00000014776
marmota_marmota_marmota ENSMMMG00000021393
dipodomys_ordii ENSDORG00000012522
castor_canadensis ENSCCNG00000024604
mus_spicilegus ENSMSIG00000014018
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027718
mus_musculus ENSMUSG00000006445
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026738
mus_pahari MGP_PahariEiJ_G0029069
rattus_norvegicus ENSRNOG00000009222
meriones_unguiculatus ENSMUGG00000014902
cricetulus_griseus_crigri ENSCGRG00000010485
cricetulus_griseus_crigri-picr ENSCGRG00015001070
cricetulus_griseus_chok1gshd ENSCGRG00001017870
mesocricetus_auratus ENSMAUG00000009598
peromyscus_maniculatus_bairdii ENSPEMG00000023679
microtus_ochrogaster ENSMOCG00000015770
nannospalax_galili ENSNGAG00000014151
jaculus_jaculus ENSJJAG00000009210
oryctolagus_cuniculus ENSOCUG00000000786
ochotona_princeps ENSOPRG00000008497
dasypus_novemcinctus ENSDNOG00000014247
loxodonta_africana ENSLAFG00000007699
procavia_capensis ENSPCAG00000012654
echinops_telfairi ENSETEG00000007057
notamacropus_eugenii ENSMEUG00000000021
phascolarctos_cinereus ENSPCIG00000029279
sarcophilus_harrisii ENSSHAG00000011625
monodelphis_domestica ENSMODG00000003309
ornithorhynchus_anatinus ENSOANG00000015001
gopherus_agassizii ENSGAGG00000020769
chelonoidis_abingdonii ENSCABG00000014550
chrysemys_picta_bellii ENSCPBG00000010570
pelodiscus_sinensis ENSPSIG00000004914
crocodylus_porosus ENSCPRG00005017193
notechis_scutatus ENSNSUG00000018866
notechis_scutatus ENSNSUG00000018867
anolis_carolinensis ENSACAG00000006266
pogona_vitticeps ENSPVIG00000016814
salvator_merianae ENSSMRG00000005834
sphenodon_punctatus ENSSPUG00000002111
latimeria_chalumnae ENSLACG00000011703
