bos_taurus ENSBTAG00000047955
bos_mutus ENSBMUG00000007335
bison_bison ENSBBBG00000023473
capra_hircus ENSCHIG00000022555
tursiops_truncatus ENSTTRG00000005027
vicugna_pacos ENSVPAG00000000082
ursus_maritimus ENSUMAG00000009801
ailuropoda_melanoleuca ENSAMEG00000013986
mustela_putorius ENSMPUG00000015627
neovison_vison ENSNVIG00000016302
vulpes_vulpes ENSVVUG00000006241
canis_lupus ENSCAFG00000030757
canis_lupus ENSCAFG00020016097
panthera_tigris ENSPTIG00000013971
panthera_pardus ENSPPRG00000018865
felis_catus ENSFCAG00000025094
pan_troglodytes ENSPTRG00000023856
pan_paniscus ENSPPAG00000028939
gorilla_gorilla ENSGGOG00000026972
homo_sapiens ENSG00000196391
pongo_abelii ENSPPYG00000006781
nomascus_leucogenys ENSNLEG00000012010
piliocolobus_tephrosceles ENSPTEG00000030609
colobus_angolensis ENSCANG00000000058
rhinopithecus_roxellana ENSRROG00000030268
rhinopithecus_bieti ENSRBIG00000036615
macaca_nemestrina ENSMNEG00000039795
macaca_fascicularis ENSMFAG00000000515
macaca_mulatta ENSMMUG00000050794
papio_anubis ENSPANG00000021465
theropithecus_gelada ENSTGEG00000006568
cercocebus_atys ENSCATG00000033524
mandrillus_leucophaeus ENSMLEG00000030719
aotus_nancymaae ENSANAG00000019049
cebus_capucinus ENSCCAG00000019513
carlito_syrichta ENSTSYG00000011044
propithecus_coquereli ENSPCOG00000025705
prolemur_simus ENSPSMG00000012444
microcebus_murinus ENSMICG00000034148
otolemur_garnettii ENSOGAG00000013758
tupaia_belangeri ENSTBEG00000009866
urocitellus_parryii ENSUPAG00010014817
ictidomys_tridecemlineatus ENSSTOG00000009202
marmota_marmota ENSMMMG00000019213
heterocephalus_glaber ENSHGLG00100002476
heterocephalus_glaber ENSHGLG00000008685
callithrix_jacchus ENSCJAG00000044451
callithrix_jacchus ENSCJAG00000039181
spermophilus_dauricus ENSSDAG00000004138
ursus_americanus ENSUAMG00000004556
choloepus_hoffmanni ENSCHOG00000010662
dasypus_novemcinctus ENSDNOG00000037576
procavia_capensis ENSPCAG00000014182
erinaceus_europaeus ENSEEUG00000011924
sorex_araneus ENSSARG00000012631
myotis_lucifugus ENSMLUG00000017770
vombatus_ursinus ENSVURG00010015632
phascolarctos_cinereus ENSPCIG00000022675
notamacropus_eugenii ENSMEUG00000010447
sarcophilus_harrisii ENSSHAG00000009908
monodelphis_domestica ENSMODG00000010672
