petromyzon_marinus ENSPMAG00000005095
eptatretus_burgeri ENSEBUG00000007417
meleagris_gallopavo ENSMGAG00000004260
gallus_gallus ENSGALG00000001971
coturnix_japonica ENSCJPG00005020713
numida_meleagris ENSNMEG00000015845
anser_brachyrhynchus ENSABRG00000018915
anas_platyrhynchos_platyrhynchos ENSAPLG00000001208
lepidothrix_coronata ENSLCOG00000013368
manacus_vitellinus ENSMVIG00005019039
lonchura_striata_domestica ENSLSDG00000006475
taeniopygia_guttata ENSTGUG00000007923
serinus_canaria ENSSCAG00000003077
parus_major ENSPMJG00000008271
cyanistes_caeruleus ENSCCEG00000011100
ficedula_albicollis ENSFALG00000000946
junco_hyemalis ENSJHYG00000011497
zonotrichia_albicollis ENSZALG00000015141
melopsittacus_undulatus ENSMUNG00000005401
calidris_pygmaea ENSCPGG00000010029
calidris_pugnax ENSCPUG00000003993
apteryx_owenii ENSAOWG00000011600
apteryx_haastii ENSAHAG00000005461
apteryx_rowi ENSARWG00000005800
dromaius_novaehollandiae ENSDNVG00000012453
nothoprocta_perdicaria ENSNPEG00000014356
crocodylus_porosus ENSCPRG00005006918
chelonoidis_abingdonii ENSCABG00000008861
gopherus_agassizii ENSGAGG00000025370
chrysemys_picta_bellii ENSCPBG00000028009
pelodiscus_sinensis ENSPSIG00000002624
pogona_vitticeps ENSPVIG00000009511
anolis_carolinensis ENSACAG00000008318
notechis_scutatus ENSNSUG00000015708
salvator_merianae ENSSMRG00000023159
sphenodon_punctatus ENSSPUG00000007821
cricetulus_griseus_chok1gshd ENSCGRG00001001374
cricetulus_griseus_crigri-picr ENSCGRG00015006121
cricetulus_griseus_crigri ENSCGRG00000012890
mesocricetus_auratus ENSMAUG00000009861
microtus_ochrogaster ENSMOCG00000014113
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018292
mus_spicilegus ENSMSIG00000026768
mus_musculus ENSMUSG00000020802
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017447
mus_pahari MGP_PahariEiJ_G0018576
rattus_norvegicus ENSRNOG00000011007
jaculus_jaculus ENSJJAG00000017585
castor_canadensis ENSCCNG00000018889
dipodomys_ordii ENSDORG00000010584
urocitellus_parryii ENSUPAG00010000644
ictidomys_tridecemlineatus ENSSTOG00000028690
spermophilus_dauricus ENSSDAG00000011628
chinchilla_lanigera ENSCLAG00000011856
octodon_degus ENSODEG00000010303
cavia_porcellus ENSCPOG00000012196
cavia_aperea ENSCAPG00000017203
heterocephalus_glaber_female ENSHGLG00000006311
heterocephalus_glaber_male ENSHGLG00100014386
fukomys_damarensis ENSFDAG00000004474
oryctolagus_cuniculus ENSOCUG00000014518
ochotona_princeps ENSOPRG00000007966
homo_sapiens ENSG00000175931
gorilla_gorilla ENSGGOG00000016893
pan_paniscus ENSPPAG00000042040
pan_troglodytes ENSPTRG00000009681
pongo_abelii ENSPPYG00000008658
nomascus_leucogenys ENSNLEG00000002373
theropithecus_gelada ENSTGEG00000004190
papio_anubis ENSPANG00000020033
mandrillus_leucophaeus ENSMLEG00000035117
macaca_mulatta ENSMMUG00000018967
macaca_fascicularis ENSMFAG00000027020
macaca_nemestrina ENSMNEG00000036871
cercocebus_atys ENSCATG00000042169
chlorocebus_sabaeus ENSCSAG00000005047
colobus_angolensis_palliatus ENSCANG00000000276
piliocolobus_tephrosceles ENSPTEG00000037049
rhinopithecus_bieti ENSRBIG00000013055
rhinopithecus_roxellana ENSRROG00000009014
cebus_capucinus ENSCCAG00000021024
saimiri_boliviensis_boliviensis ENSSBOG00000029558
callithrix_jacchus ENSCJAG00000013570
aotus_nancymaae ENSANAG00000000423
carlito_syrichta ENSTSYG00000027806
prolemur_simus ENSPSMG00000023991
microcebus_murinus ENSMICG00000013365
propithecus_coquereli ENSPCOG00000023157
otolemur_garnettii ENSOGAG00000033171
pteropus_vampyrus ENSPVAG00000008503
myotis_lucifugus ENSMLUG00000014091
bos_taurus ENSBTAG00000020115
bos_mutus ENSBMUG00000010728
bison_bison_bison ENSBBBG00000005143
capra_hircus ENSCHIG00000025255
ovis_aries ENSOARG00000007258
tursiops_truncatus ENSTTRG00000015924
sus_scrofa ENSSSCG00000029901
canis_lupus_familiaris ENSCAFG00000005078
canis_lupus_dingo ENSCAFG00020006063
vulpes_vulpes ENSVVUG00000015148
ursus_maritimus ENSUMAG00000013395
ursus_americanus ENSUAMG00000022408
ailuropoda_melanoleuca ENSAMEG00000010307
neovison_vison ENSNVIG00000012693
mustela_putorius_furo ENSMPUG00000013490
equus_caballus ENSECAG00000007206
equus_asinus_asinus ENSEASG00005004208
erinaceus_europaeus ENSEEUG00000010973
procavia_capensis ENSPCAG00000004868
notamacropus_eugenii ENSMEUG00000004952
phascolarctos_cinereus ENSPCIG00000002749
sarcophilus_harrisii ENSSHAG00000016380
monodelphis_domestica ENSMODG00000009246
latimeria_chalumnae ENSLACG00000015803
xiphophorus_maculatus ENSXMAG00000006001
xiphophorus_couchianus ENSXCOG00000012216
poecilia_formosa ENSPFOG00000012669
poecilia_mexicana ENSPMEG00000011463
poecilia_latipinna ENSPLAG00000012438
poecilia_reticulata ENSPREG00000019941
gambusia_affinis ENSGAFG00000010923
cyprinodon_variegatus ENSCVAG00000004632
kryptolebias_marmoratus ENSKMAG00000011741
oryzias_latipes ENSORLG00000000718
oryzias_latipes_asm223469v1 ENSORLG00015018011
oryzias_latipes ENSORLG00020018315
oryzias_melastigma ENSOMEG00000009430
anabas_testudineus ENSATEG00000005412
monopterus_albus ENSMALG00000022559
mastacembelus_armatus ENSMAMG00000016833
seriola_dumerili ENSSDUG00000019037
seriola_lalandi_dorsalis ENSSLDG00000004966
scophthalmus_maximus ENSSMAG00000017525
mola_mola ENSMMOG00000015960
amphiprion_percula ENSAPEG00000002412
amphiprion_ocellaris ENSAOCG00000010629
acanthochromis_polyacanthus ENSAPOG00000011248
stegastes_partitus ENSSPAG00000014275
maylandia_zebra ENSMZEG00005001025
haplochromis_burtoni ENSHBUG00000003061
astatotilapia_calliptera ENSACLG00000003484
pundamilia_nyererei ENSPNYG00000017257
neolamprologus_brichardi ENSNBRG00000002538
oreochromis_niloticus ENSONIG00000018252
amphilophus_citrinellus ENSACIG00000007302
cynoglossus_semilaevis ENSCSEG00000008301
labrus_bergylta ENSLBEG00000014836
labrus_bergylta ENSLBEG00000027072
gasterosteus_aculeatus ENSGACG00000019278
hippocampus_comes ENSHCOG00000018812
takifugu_rubripes ENSTRUG00000001076
tetraodon_nigroviridis ENSTNIG00000017517
gadus_morhua ENSGMOG00000017706
esox_lucius ENSELUG00000007975
astyanax_mexicanus ENSAMXG00000015772
pygocentrus_nattereri ENSPNAG00000004439
ictalurus_punctatus ENSIPUG00000013940
danio_rerio ENSDARG00000100674
paramormyrops_kingsleyae ENSPKIG00000007569
periophthalmus_magnuspinnatus ENSPMGG00000007013
lepisosteus_oculatus ENSLOCG00000013468
ciona_intestinalis ENSCING00000021027
