pan_paniscus ENSPPAG00000030480
mandrillus_leucophaeus ENSMLEG00000013387
pteropus_vampyrus ENSPVAG00000001335
tursiops_truncatus ENSTTRG00000008327
homo_sapiens ENSG00000213889
gorilla_gorilla ENSGGOG00000000024
pan_troglodytes ENSPTRG00000047461
nomascus_leucogenys ENSNLEG00000002225
colobus_angolensis_palliatus ENSCANG00000036881
piliocolobus_tephrosceles ENSPTEG00000037118
rhinopithecus_roxellana ENSRROG00000029244
rhinopithecus_bieti ENSRBIG00000033587
theropithecus_gelada ENSTGEG00000020989
papio_anubis ENSPANG00000005403
macaca_fascicularis ENSMFAG00000040939
macaca_mulatta ENSMMUG00000011715
macaca_nemestrina ENSMNEG00000033670
cercocebus_atys ENSCATG00000038667
chlorocebus_sabaeus ENSCSAG00000003172
pongo_abelii ENSPPYG00000010123
cebus_capucinus ENSCCAG00000033653
saimiri_boliviensis_boliviensis ENSSBOG00000035628
callithrix_jacchus ENSCJAG00000012560
aotus_nancymaae ENSANAG00000022999
carlito_syrichta ENSTSYG00000033134
propithecus_coquereli ENSPCOG00000022242
microcebus_murinus ENSMICG00000029291
prolemur_simus ENSPSMG00000024901
otolemur_garnettii ENSOGAG00000033341
ictidomys_tridecemlineatus ENSSTOG00000002827
urocitellus_parryii ENSUPAG00010021657
spermophilus_dauricus ENSSDAG00000011126
marmota_marmota_marmota ENSMMMG00000014265
castor_canadensis ENSCCNG00000021628
chinchilla_lanigera ENSCLAG00000001615
octodon_degus ENSODEG00000009338
cavia_porcellus ENSCPOG00000034457
heterocephalus_glaber_female ENSHGLG00000003758
mus_musculus ENSMUSG00000030402
mus_spicilegus ENSMSIG00000005528
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030365
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029281
mus_pahari MGP_PahariEiJ_G0021141
rattus_norvegicus ENSRNOG00000058133
meriones_unguiculatus ENSMUGG00000001856
cricetulus_griseus_chok1gshd ENSCGRG00001001627
cricetulus_griseus_crigri-picr ENSCGRG00015007438
mesocricetus_auratus ENSMAUG00000011353
microtus_ochrogaster ENSMOCG00000011572
peromyscus_maniculatus_bairdii ENSPEMG00000014264
jaculus_jaculus ENSJJAG00000002416
dipodomys_ordii ENSDORG00000008119
oryctolagus_cuniculus ENSOCUG00000024100
myotis_lucifugus ENSMLUG00000027739
pteropus_vampyrus ENSPVAG00000001334
ursus_americanus ENSUAMG00000020209
ursus_maritimus ENSUMAG00000023592
ailuropoda_melanoleuca ENSAMEG00000012379
neovison_vison ENSNVIG00000008818
mustela_putorius_furo ENSMPUG00000005895
canis_lupus_dingo ENSCAFG00020011228
canis_lupus_familiaris ENSCAFG00000004425
vulpes_vulpes ENSVVUG00000004040
panthera_tigris_altaica ENSPTIG00000016985
panthera_pardus ENSPPRG00000005053
felis_catus ENSFCAG00000007428
equus_asinus_asinus ENSEASG00005014195
equus_asinus_asinus ENSEASG00005014194
equus_caballus ENSECAG00000005419
equus_asinus_asinus ENSEASG00005014197
sorex_araneus ENSSARG00000011607
capra_hircus ENSCHIG00000021371
ovis_aries ENSOARG00000010034
bos_mutus ENSBMUG00000020510
bos_taurus ENSBTAG00000014187
bison_bison_bison ENSBBBG00000015044
sus_scrofa ENSSSCG00000037001
procavia_capensis ENSPCAG00000012532
