phascolarctos_cinereus ENSPCIG00000001985
monodelphis_domestica ENSMODG00000011729
sarcophilus_harrisii ENSSHAG00000006123
pteropus_vampyrus ENSPVAG00000000717
carlito_syrichta ENSTSYG00000008685
sarcophilus_harrisii ENSSHAG00000007932
notamacropus_eugenii ENSMEUG00000006971
anser_brachyrhynchus ENSABRG00000015174
anas_platyrhynchos_platyrhynchos ENSAPLG00000006607
gallus_gallus ENSGALG00000003802
coturnix_japonica ENSCJPG00005012691
meleagris_gallopavo ENSMGAG00000004652
numida_meleagris ENSNMEG00000020080
taeniopygia_guttata ENSTGUG00000005449
lonchura_striata_domestica ENSLSDG00000002555
junco_hyemalis ENSJHYG00000000241
zonotrichia_albicollis ENSZALG00000009561
serinus_canaria ENSSCAG00000016480
ficedula_albicollis ENSFALG00000012541
cyanistes_caeruleus ENSCCEG00000020350
parus_major ENSPMJG00000015932
lepidothrix_coronata ENSLCOG00000001316
manacus_vitellinus ENSMVIG00005014939
melopsittacus_undulatus ENSMUNG00000004540
calidris_pygmaea ENSCPGG00000000891
calidris_pugnax ENSCPUG00000015807
apteryx_haastii ENSAHAG00000010070
apteryx_owenii ENSAOWG00000012785
apteryx_rowi ENSARWG00000012872
dromaius_novaehollandiae ENSDNVG00000018002
nothoprocta_perdicaria ENSNPEG00000003843
crocodylus_porosus ENSCPRG00005008730
gopherus_agassizii ENSGAGG00000009234
chelonoidis_abingdonii ENSCABG00000003488
chrysemys_picta_bellii ENSCPBG00000017134
pelodiscus_sinensis ENSPSIG00000014649
pogona_vitticeps ENSPVIG00000015633
anolis_carolinensis ENSACAG00000003121
notechis_scutatus ENSNSUG00000017645
salvator_merianae ENSSMRG00000017640
sphenodon_punctatus ENSSPUG00000019079
latimeria_chalumnae ENSLACG00000018223
xenopus_tropicalis ENSXETG00000017722
ornithorhynchus_anatinus ENSOANG00000011103
equus_caballus ENSECAG00000022071
equus_asinus_asinus ENSEASG00005017841
bos_taurus ENSBTAG00000006868
bos_mutus ENSBMUG00000007984
bison_bison_bison ENSBBBG00000010808
ovis_aries ENSOARG00000000224
capra_hircus ENSCHIG00000016906
tursiops_truncatus ENSTTRG00000016540
sus_scrofa ENSSSCG00000004840
neovison_vison ENSNVIG00000005449
mustela_putorius_furo ENSMPUG00000011304
ailuropoda_melanoleuca ENSAMEG00000015494
canis_lupus_familiaris ENSCAFG00000010286
canis_lupus_dingo ENSCAFG00020024024
vulpes_vulpes ENSVVUG00000018043
panthera_pardus ENSPPRG00000007249
panthera_tigris_altaica ENSPTIG00000012755
felis_catus ENSFCAG00000011528
octodon_degus ENSODEG00000013975
chinchilla_lanigera ENSCLAG00000009898
ochotona_princeps ENSOPRG00000018286
ailuropoda_melanoleuca ENSAMEG00000019582
ursus_americanus ENSUAMG00000011299
tursiops_truncatus ENSTTRG00000005013
choloepus_hoffmanni ENSCHOG00000005515
ursus_maritimus ENSUMAG00000023339
urocitellus_parryii ENSUPAG00010008486
ictidomys_tridecemlineatus ENSSTOG00000012807
marmota_marmota_marmota ENSMMMG00000021494
spermophilus_dauricus ENSSDAG00000019890
castor_canadensis ENSCCNG00000017375
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030925
mus_musculus ENSMUSG00000033510
mus_spicilegus ENSMSIG00000021099
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029822
mus_pahari MGP_PahariEiJ_G0013047
rattus_norvegicus ENSRNOG00000015503
meriones_unguiculatus ENSMUGG00000017906
cricetulus_griseus_crigri-picr ENSCGRG00015019652
cricetulus_griseus_chok1gshd ENSCGRG00001017521
mesocricetus_auratus ENSMAUG00000006111
microtus_ochrogaster ENSMOCG00000004122
peromyscus_maniculatus_bairdii ENSPEMG00000019881
nannospalax_galili ENSNGAG00000016073
jaculus_jaculus ENSJJAG00000006860
dipodomys_ordii ENSDORG00000029796
heterocephalus_glaber_female ENSHGLG00000008007
heterocephalus_glaber_male ENSHGLG00100015371
fukomys_damarensis ENSFDAG00000006273
cavia_aperea ENSCAPG00000002618
cavia_porcellus ENSCPOG00000023179
oryctolagus_cuniculus ENSOCUG00000013856
ochotona_princeps ENSOPRG00000004789
propithecus_coquereli ENSPCOG00000021100
microcebus_murinus ENSMICG00000012656
prolemur_simus ENSPSMG00000006322
otolemur_garnettii ENSOGAG00000003417
pan_troglodytes ENSPTRG00000006863
homo_sapiens ENSG00000169918
gorilla_gorilla ENSGGOG00000008369
pan_paniscus ENSPPAG00000003385
pongo_abelii ENSPPYG00000006293
nomascus_leucogenys ENSNLEG00000007557
theropithecus_gelada ENSTGEG00000022322
papio_anubis ENSPANG00000019951
macaca_fascicularis ENSMFAG00000037629
macaca_mulatta ENSMMUG00000012838
macaca_nemestrina ENSMNEG00000039651
cercocebus_atys ENSCATG00000029472
piliocolobus_tephrosceles ENSPTEG00000012911
chlorocebus_sabaeus ENSCSAG00000006858
mandrillus_leucophaeus ENSMLEG00000037691
rhinopithecus_roxellana ENSRROG00000035291
rhinopithecus_bieti ENSRBIG00000042441
colobus_angolensis_palliatus ENSCANG00000002349
callithrix_jacchus ENSCJAG00000017621
cebus_capucinus ENSCCAG00000027778
saimiri_boliviensis_boliviensis ENSSBOG00000024331
aotus_nancymaae ENSANAG00000033308
dasypus_novemcinctus ENSDNOG00000005101
sorex_araneus ENSSARG00000002370
choloepus_hoffmanni ENSCHOG00000011667
procavia_capensis ENSPCAG00000013212
loxodonta_africana ENSLAFG00000000988
echinops_telfairi ENSETEG00000005007
paramormyrops_kingsleyae ENSPKIG00000007844
paramormyrops_kingsleyae ENSPKIG00000001114
scleropages_formosus ENSSFOG00015021217
poecilia_formosa ENSPFOG00000004328
poecilia_latipinna ENSPLAG00000021058
poecilia_mexicana ENSPMEG00000000117
poecilia_reticulata ENSPREG00000008992
xiphophorus_maculatus ENSXMAG00000003293
xiphophorus_couchianus ENSXCOG00000020073
gambusia_affinis ENSGAFG00000020643
fundulus_heteroclitus ENSFHEG00000001985
cyprinodon_variegatus ENSCVAG00000021384
kryptolebias_marmoratus ENSKMAG00000018027
oryzias_latipes ENSORLG00020006174
oryzias_latipes ENSORLG00000007552
oryzias_latipes_asm223469v1 ENSORLG00015020237
oryzias_melastigma ENSOMEG00000022744
cynoglossus_semilaevis ENSCSEG00000003358
gasterosteus_aculeatus ENSGACG00000010734
labrus_bergylta ENSLBEG00000017429
mola_mola ENSMMOG00000003612
