chinchilla_lanigera ENSCLAG00000002611
octodon_degus ENSODEG00000004942
cavia_porcellus ENSCPOG00000003818
cavia_aperea ENSCAPG00000006445
heterocephalus_glaber_male ENSHGLG00100006182
heterocephalus_glaber_female ENSHGLG00000002976
fukomys_damarensis ENSFDAG00000018882
ictidomys_tridecemlineatus ENSSTOG00000010148
marmota_marmota_marmota ENSMMMG00000021111
spermophilus_dauricus ENSSDAG00000004436
spermophilus_dauricus ENSSDAG00000016666
urocitellus_parryii ENSUPAG00010008347
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020493
mus_musculus ENSMUSG00000042156
mus_spicilegus ENSMSIG00000025585
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019596
mus_pahari MGP_PahariEiJ_G0030613
rattus_norvegicus ENSRNOG00000010311
meriones_unguiculatus ENSMUGG00000014011
cricetulus_griseus_chok1gshd ENSCGRG00001024642
cricetulus_griseus_crigri ENSCGRG00000008014
cricetulus_griseus_crigri-picr ENSCGRG00015027339
mesocricetus_auratus ENSMAUG00000013806
microtus_ochrogaster ENSMOCG00000009668
peromyscus_maniculatus_bairdii ENSPEMG00000010034
nannospalax_galili ENSNGAG00000000593
mus_spicilegus ENSMSIG00000026935
rattus_norvegicus ENSRNOG00000046611
meriones_unguiculatus ENSMUGG00000006133
cricetulus_griseus_crigri-picr ENSCGRG00015019966
peromyscus_maniculatus_bairdii ENSPEMG00000029905
jaculus_jaculus ENSJJAG00000019208
castor_canadensis ENSCCNG00000023447
oryctolagus_cuniculus ENSOCUG00000009441
ochotona_princeps ENSOPRG00000017358
tupaia_belangeri ENSTBEG00000008231
pan_troglodytes ENSPTRG00000005974
pan_paniscus ENSPPAG00000043686
homo_sapiens ENSG00000134874
gorilla_gorilla ENSGGOG00000016859
pongo_abelii ENSPPYG00000005450
nomascus_leucogenys ENSNLEG00000033383
mandrillus_leucophaeus ENSMLEG00000029200
cercocebus_atys ENSCATG00000038545
theropithecus_gelada ENSTGEG00000010165
papio_anubis ENSPANG00000014288
macaca_mulatta ENSMMUG00000005839
macaca_nemestrina ENSMNEG00000030661
macaca_fascicularis ENSMFAG00000030556
chlorocebus_sabaeus ENSCSAG00000017526
piliocolobus_tephrosceles ENSPTEG00000006105
piliocolobus_tephrosceles ENSPTEG00000008996
colobus_angolensis_palliatus ENSCANG00000042578
rhinopithecus_roxellana ENSRROG00000039250
rhinopithecus_bieti ENSRBIG00000034948
