caenorhabditis_elegans_strain_n2 WBGene00016960
drosophila_melanogaster FBgn0039335
eptatretus_burgeri ENSEBUG00000005907
eptatretus_burgeri ENSEBUG00000006332
petromyzon_marinus ENSPMAG00000003610
pogona_vitticeps ENSPVIG00000011093
anolis_carolinensis ENSACAG00000004054
notechis_scutatus ENSNSUG00000020107
salvator_merianae ENSSMRG00000021324
sphenodon_punctatus ENSSPUG00000004333
apteryx_haastii ENSAHAG00000002556
apteryx_owenii ENSAOWG00000008163
apteryx_rowi ENSARWG00000014017
dromaius_novaehollandiae ENSDNVG00000016168
nothoprocta_perdicaria ENSNPEG00000009706
ficedula_albicollis ENSFALG00000011098
serinus_canaria ENSSCAG00000014226
cyanistes_caeruleus ENSCCEG00000004974
parus_major ENSPMJG00000012016
lonchura_striata_domestica ENSLSDG00000010134
junco_hyemalis ENSJHYG00000000070
lepidothrix_coronata ENSLCOG00000005949
manacus_vitellinus ENSMVIG00005007054
melopsittacus_undulatus ENSMUNG00000000405
calidris_pugnax ENSCPUG00000009472
calidris_pygmaea ENSCPGG00000008024
meleagris_gallopavo ENSMGAG00000010721
gallus_gallus ENSGALG00000012833
numida_meleagris ENSNMEG00000009863
anser_brachyrhynchus ENSABRG00000004867
anas_platyrhynchos_platyrhynchos ENSAPLG00000003869
chelonoidis_abingdonii ENSCABG00000010124
gopherus_agassizii ENSGAGG00000006717
chrysemys_picta_bellii ENSCPBG00000024473
myotis_lucifugus ENSMLUG00000024556
mustela_putorius_furo ENSMPUG00000015714
tupaia_belangeri ENSTBEG00000014900
loxodonta_africana ENSLAFG00000010644
procavia_capensis ENSPCAG00000013951
echinops_telfairi ENSETEG00000008078
choloepus_hoffmanni ENSCHOG00000004186
dasypus_novemcinctus ENSDNOG00000007963
pteropus_vampyrus ENSPVAG00000011811
myotis_lucifugus ENSMLUG00000007243
ursus_maritimus ENSUMAG00000008072
ursus_americanus ENSUAMG00000019686
ailuropoda_melanoleuca ENSAMEG00000013607
neovison_vison ENSNVIG00000017077
mustela_putorius_furo ENSMPUG00000015716
canis_lupus_familiaris ENSCAFG00000012113
canis_lupus_dingo ENSCAFG00020016359
vulpes_vulpes ENSVVUG00000006570
panthera_tigris_altaica ENSPTIG00000019885
panthera_pardus ENSPPRG00000017429
felis_catus ENSFCAG00000011960
ovis_aries ENSOARG00000012205
capra_hircus ENSCHIG00000013457
bos_mutus ENSBMUG00000007246
bos_taurus ENSBTAG00000000026
bison_bison_bison ENSBBBG00000024264
tursiops_truncatus ENSTTRG00000012665
sus_scrofa ENSSSCG00000033954
equus_asinus_asinus ENSEASG00005006502
equus_caballus ENSECAG00000025016
carlito_syrichta ENSTSYG00000012961
mus_musculus ENSMUSG00000030534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031001
mus_spicilegus ENSMSIG00000017446
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029899
mus_pahari MGP_PahariEiJ_G0013121
rattus_norvegicus ENSRNOG00000013149
meriones_unguiculatus ENSMUGG00000010134
meriones_unguiculatus ENSMUGG00000010211
peromyscus_maniculatus_bairdii ENSPEMG00000020450
microtus_ochrogaster ENSMOCG00000019139
cricetulus_griseus_crigri ENSCGRG00000000500
cricetulus_griseus_chok1gshd ENSCGRG00001014113
cricetulus_griseus_crigri-picr ENSCGRG00015002124
mesocricetus_auratus ENSMAUG00000010971
nannospalax_galili ENSNGAG00000016165
jaculus_jaculus ENSJJAG00000011508
castor_canadensis ENSCCNG00000015385
urocitellus_parryii ENSUPAG00010015502
spermophilus_dauricus ENSSDAG00000003135
marmota_marmota_marmota ENSMMMG00000019643
ictidomys_tridecemlineatus ENSSTOG00000016536
propithecus_coquereli ENSPCOG00000022064
microcebus_murinus ENSMICG00000014841
prolemur_simus ENSPSMG00000011329
otolemur_garnettii ENSOGAG00000005751
pan_paniscus ENSPPAG00000001343
pan_troglodytes ENSPTRG00000007468
homo_sapiens ENSG00000184056
homo_sapiens ENSG00000284946
gorilla_gorilla ENSGGOG00000008338
pongo_abelii ENSPPYG00000006792
nomascus_leucogenys ENSNLEG00000012278
chlorocebus_sabaeus ENSCSAG00000017088
mandrillus_leucophaeus ENSMLEG00000037159
theropithecus_gelada ENSTGEG00000005246
papio_anubis ENSPANG00000015142
cercocebus_atys ENSCATG00000028385
macaca_fascicularis ENSMFAG00000033165
macaca_mulatta ENSMMUG00000007534
macaca_nemestrina ENSMNEG00000031779
rhinopithecus_roxellana ENSRROG00000034595
rhinopithecus_bieti ENSRBIG00000030885
colobus_angolensis_palliatus ENSCANG00000033473
piliocolobus_tephrosceles ENSPTEG00000031741
cebus_capucinus ENSCCAG00000023465
saimiri_boliviensis_boliviensis ENSSBOG00000015264
callithrix_jacchus ENSCJAG00000009526
aotus_nancymaae ENSANAG00000027189
cavia_porcellus ENSCPOG00000003707
cavia_aperea ENSCAPG00000017719
chinchilla_lanigera ENSCLAG00000014674
octodon_degus ENSODEG00000015342
heterocephalus_glaber_female ENSHGLG00000010198
heterocephalus_glaber_male ENSHGLG00100018705
fukomys_damarensis ENSFDAG00000009521
dipodomys_ordii ENSDORG00000014070
oryctolagus_cuniculus ENSOCUG00000005468
ochotona_princeps ENSOPRG00000011289
erinaceus_europaeus ENSEEUG00000014408
sorex_araneus ENSSARG00000000153
phascolarctos_cinereus ENSPCIG00000006563
notamacropus_eugenii ENSMEUG00000012211
sarcophilus_harrisii ENSSHAG00000010775
monodelphis_domestica ENSMODG00000019498
xenopus_tropicalis ENSXETG00000015443
latimeria_chalumnae ENSLACG00000016287
takifugu_rubripes ENSTRUG00000014506
tetraodon_nigroviridis ENSTNIG00000019515
mola_mola ENSMMOG00000016366
labrus_bergylta ENSLBEG00000025870
gasterosteus_aculeatus ENSGACG00000017403
poecilia_formosa ENSPFOG00000010982
poecilia_latipinna ENSPLAG00000006072
poecilia_mexicana ENSPMEG00000008037
poecilia_reticulata ENSPREG00000018084
xiphophorus_maculatus ENSXMAG00000018080
xiphophorus_couchianus ENSXCOG00000002802
gambusia_affinis ENSGAFG00000017551
fundulus_heteroclitus ENSFHEG00000018448
cyprinodon_variegatus ENSCVAG00000004219
oryzias_latipes ENSORLG00020007259
oryzias_latipes_asm223469v1 ENSORLG00015010474
