mastacembelus_armatus ENSMAMG00000006578
anabas_testudineus ENSATEG00000014348
maylandia_zebra ENSMZEG00005027541
astatotilapia_calliptera ENSACLG00000016666
haplochromis_burtoni ENSHBUG00000012832
oreochromis_niloticus ENSONIG00000011732
acanthochromis_polyacanthus ENSAPOG00000000902
amphiprion_ocellaris ENSAOCG00000000183
xiphophorus_maculatus ENSXMAG00000004916
gambusia_affinis ENSGAFG00000011435
poecilia_formosa ENSPFOG00000023947
poecilia_latipinna ENSPLAG00000003381
poecilia_mexicana ENSPMEG00000010548
poecilia_reticulata ENSPREG00000003986
kryptolebias_marmoratus ENSKMAG00000018354
oryzias_latipes ENSORLG00020001470
oryzias_latipes_asm223469v1 ENSORLG00015021382
oryzias_latipes ENSORLG00000023322
oryzias_melastigma ENSOMEG00000020089
esox_lucius ENSELUG00000003051
pygocentrus_nattereri ENSPNAG00000008234
astyanax_mexicanus ENSAMXG00000000355
ictalurus_punctatus ENSIPUG00000001880
danio_rerio ENSDARG00000097772
scleropages_formosus ENSSFOG00015019295
paramormyrops_kingsleyae ENSPKIG00000015498
lepisosteus_oculatus ENSLOCG00000009320
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018672
mus_musculus ENSMUSG00000034601
mus_spicilegus ENSMSIG00000014009
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017827
mus_pahari MGP_PahariEiJ_G0029583
rattus_norvegicus ENSRNOG00000008244
meriones_unguiculatus ENSMUGG00000013793
cricetulus_griseus_chok1gshd ENSCGRG00001014970
cricetulus_griseus_crigri-picr ENSCGRG00015026824
cricetulus_griseus_crigri ENSCGRG00000000296
microtus_ochrogaster ENSMOCG00000014334
peromyscus_maniculatus_bairdii ENSPEMG00000008923
nannospalax_galili ENSNGAG00000018580
jaculus_jaculus ENSJJAG00000003167
castor_canadensis ENSCCNG00000027658
urocitellus_parryii ENSUPAG00010002504
ictidomys_tridecemlineatus ENSSTOG00000000221
spermophilus_dauricus ENSSDAG00000006967
marmota_marmota_marmota ENSMMMG00000005607
heterocephalus_glaber_female ENSHGLG00000003054
heterocephalus_glaber_male ENSHGLG00100015159
fukomys_damarensis ENSFDAG00000000517
cavia_porcellus ENSCPOG00000001244
cavia_aperea ENSCAPG00000011711
chinchilla_lanigera ENSCLAG00000004355
oryctolagus_cuniculus ENSOCUG00000007145
ochotona_princeps ENSOPRG00000002942
tupaia_belangeri ENSTBEG00000010055
pan_troglodytes ENSPTRG00000006395
homo_sapiens ENSG00000100578
gorilla_gorilla ENSGGOG00000023197
pongo_abelii ENSPPYG00000005860
pan_paniscus ENSPPAG00000035450
nomascus_leucogenys ENSNLEG00000013301
mandrillus_leucophaeus ENSMLEG00000040931
cercocebus_atys ENSCATG00000030156
papio_anubis ENSPANG00000018663
rhinopithecus_roxellana ENSRROG00000040682
rhinopithecus_bieti ENSRBIG00000028189
macaca_mulatta ENSMMUG00000001084
macaca_fascicularis ENSMFAG00000041990
macaca_nemestrina ENSMNEG00000029338
theropithecus_gelada ENSTGEG00000013824
chlorocebus_sabaeus ENSCSAG00000014385
piliocolobus_tephrosceles ENSPTEG00000002506
colobus_angolensis_palliatus ENSCANG00000027456
saimiri_boliviensis_boliviensis ENSSBOG00000032138
cebus_capucinus ENSCCAG00000037329
callithrix_jacchus ENSCJAG00000018807
aotus_nancymaae ENSANAG00000025989
carlito_syrichta ENSTSYG00000008466
prolemur_simus ENSPSMG00000025808
microcebus_murinus ENSMICG00000011796
propithecus_coquereli ENSPCOG00000000798
otolemur_garnettii ENSOGAG00000002474
pteropus_vampyrus ENSPVAG00000004563
myotis_lucifugus ENSMLUG00000012379
sorex_araneus ENSSARG00000012185
erinaceus_europaeus ENSEEUG00000010761
equus_asinus_asinus ENSEASG00005016191
equus_caballus ENSECAG00000017695
ursus_maritimus ENSUMAG00000016828
ailuropoda_melanoleuca ENSAMEG00000002590
mustela_putorius_furo ENSMPUG00000006154
neovison_vison ENSNVIG00000005684
canis_lupus_familiaris ENSCAFG00000015377
canis_lupus_dingo ENSCAFG00020008489
vulpes_vulpes ENSVVUG00000029533
panthera_pardus ENSPPRG00000019869
panthera_tigris_altaica ENSPTIG00000007321
felis_catus ENSFCAG00000010821
ovis_aries ENSOARG00000021113
capra_hircus ENSCHIG00000022943
bos_mutus ENSBMUG00000001435
bos_taurus ENSBTAG00000004631
bison_bison_bison ENSBBBG00000005496
tursiops_truncatus ENSTTRG00000008746
sus_scrofa ENSSSCG00000005076
vicugna_pacos ENSVPAG00000003650
loxodonta_africana ENSLAFG00000008659
procavia_capensis ENSPCAG00000003587
echinops_telfairi ENSETEG00000001921
choloepus_hoffmanni ENSCHOG00000009916
dasypus_novemcinctus ENSDNOG00000005182
notamacropus_eugenii ENSMEUG00000005505
phascolarctos_cinereus ENSPCIG00000017477
sarcophilus_harrisii ENSSHAG00000018187
monodelphis_domestica ENSMODG00000008090
ornithorhynchus_anatinus ENSOANG00000011837
anolis_carolinensis ENSACAG00000014719
pogona_vitticeps ENSPVIG00000007608
salvator_merianae ENSSMRG00000010188
notechis_scutatus ENSNSUG00000019272
sphenodon_punctatus ENSSPUG00000018331
junco_hyemalis ENSJHYG00000014313
zonotrichia_albicollis ENSZALG00000006089
serinus_canaria ENSSCAG00000005383
taeniopygia_guttata ENSTGUG00000001081
taeniopygia_guttata ENSTGUG00000015942
taeniopygia_guttata ENSTGUG00000013024
taeniopygia_guttata ENSTGUG00000003512
lonchura_striata_domestica ENSLSDG00000007106
parus_major ENSPMJG00000002665
cyanistes_caeruleus ENSCCEG00000010977
ficedula_albicollis ENSFALG00000003543
manacus_vitellinus ENSMVIG00005009486
lepidothrix_coronata ENSLCOG00000007092
melopsittacus_undulatus ENSMUNG00000000666
calidris_pygmaea ENSCPGG00000001947
calidris_pugnax ENSCPUG00000001784
anser_brachyrhynchus ENSABRG00000013478
anas_platyrhynchos_platyrhynchos ENSAPLG00000007055
gallus_gallus ENSGALG00000012025
coturnix_japonica ENSCJPG00005005686
meleagris_gallopavo ENSMGAG00000013612
numida_meleagris ENSNMEG00000016999
apteryx_owenii ENSAOWG00000008261
apteryx_haastii ENSAHAG00000017052
apteryx_rowi ENSARWG00000008096
dromaius_novaehollandiae ENSDNVG00000009083
nothoprocta_perdicaria ENSNPEG00000012169
crocodylus_porosus ENSCPRG00005017940
chelonoidis_abingdonii ENSCABG00000018544
gopherus_agassizii ENSGAGG00000012070
chrysemys_picta_bellii ENSCPBG00000024832
pelodiscus_sinensis ENSPSIG00000016909
xenopus_tropicalis ENSXETG00000011966
petromyzon_marinus ENSPMAG00000006034
latimeria_chalumnae ENSLACG00000018867
eptatretus_burgeri ENSEBUG00000008799
