eptatretus_burgeri ENSEBUG00000013949
petromyzon_marinus ENSPMAG00000002246
takifugu_rubripes ENSTRUG00000012164
tetraodon_nigroviridis ENSTNIG00000001186
cynoglossus_semilaevis ENSCSEG00000006253
mola_mola ENSMMOG00000012974
gasterosteus_aculeatus ENSGACG00000005899
labrus_bergylta ENSLBEG00000017149
mastacembelus_armatus ENSMAMG00000003250
monopterus_albus ENSMALG00000006413
anabas_testudineus ENSATEG00000012288
amphiprion_ocellaris ENSAOCG00000016553
amphiprion_percula ENSAPEG00000023320
acanthochromis_polyacanthus ENSAPOG00000013581
acanthochromis_polyacanthus ENSAPOG00000018863
stegastes_partitus ENSSPAG00000022891
astatotilapia_calliptera ENSACLG00000010927
maylandia_zebra ENSMZEG00005002133
haplochromis_burtoni ENSHBUG00000000289
pundamilia_nyererei ENSPNYG00000019679
neolamprologus_brichardi ENSNBRG00000013191
oreochromis_niloticus ENSONIG00000008286
amphilophus_citrinellus ENSACIG00000011951
cyprinodon_variegatus ENSCVAG00000004840
cyprinodon_variegatus ENSCVAG00000004854
poecilia_mexicana ENSPMEG00000022914
poecilia_formosa ENSPFOG00000019642
poecilia_latipinna ENSPLAG00000009256
poecilia_reticulata ENSPREG00000014170
xiphophorus_maculatus ENSXMAG00000006985
xiphophorus_couchianus ENSXCOG00000016753
gambusia_affinis ENSGAFG00000000335
fundulus_heteroclitus ENSFHEG00000011794
kryptolebias_marmoratus ENSKMAG00000021470
oryzias_latipes_asm223469v1 ENSORLG00015003320
oryzias_latipes ENSORLG00000005791
oryzias_latipes ENSORLG00020010388
oryzias_melastigma ENSOMEG00000016760
seriola_dumerili ENSSDUG00000020178
seriola_lalandi_dorsalis ENSSLDG00000021608
scophthalmus_maximus ENSSMAG00000012578
hippocampus_comes ENSHCOG00000019400
periophthalmus_magnuspinnatus ENSPMGG00000010836
gadus_morhua ENSGMOG00000018525
esox_lucius ENSELUG00000021040
amphiprion_ocellaris ENSAOCG00000002922
amphiprion_percula ENSAPEG00000016128
acanthochromis_polyacanthus ENSAPOG00000002206
stegastes_partitus ENSSPAG00000001690
scophthalmus_maximus ENSSMAG00000021376
mastacembelus_armatus ENSMAMG00000001158
monopterus_albus ENSMALG00000017997
anabas_testudineus ENSATEG00000008752
maylandia_zebra ENSMZEG00005001532
astatotilapia_calliptera ENSACLG00000025921
haplochromis_burtoni ENSHBUG00000014698
pundamilia_nyererei ENSPNYG00000006338
neolamprologus_brichardi ENSNBRG00000014443
oreochromis_niloticus ENSONIG00000002926
amphilophus_citrinellus ENSACIG00000005868
seriola_dumerili ENSSDUG00000008022
seriola_lalandi_dorsalis ENSSLDG00000021150
fundulus_heteroclitus ENSFHEG00000019339
cyprinodon_variegatus ENSCVAG00000016500
poecilia_formosa ENSPFOG00000002190
poecilia_latipinna ENSPLAG00000013737
poecilia_mexicana ENSPMEG00000010945
poecilia_reticulata ENSPREG00000022789
xiphophorus_maculatus ENSXMAG00000001298
xiphophorus_couchianus ENSXCOG00000011034
gambusia_affinis ENSGAFG00000013468
kryptolebias_marmoratus ENSKMAG00000002309
oryzias_latipes ENSORLG00020013885
oryzias_latipes_asm223469v1 ENSORLG00015012492
oryzias_latipes ENSORLG00000006157
oryzias_melastigma ENSOMEG00000019200
cynoglossus_semilaevis ENSCSEG00000002260
takifugu_rubripes ENSTRUG00000017277
tetraodon_nigroviridis ENSTNIG00000009404
mola_mola ENSMMOG00000017338
labrus_bergylta ENSLBEG00000001903
gasterosteus_aculeatus ENSGACG00000015543
hippocampus_comes ENSHCOG00000008250
periophthalmus_magnuspinnatus ENSPMGG00000009805
gadus_morhua ENSGMOG00000018827
pygocentrus_nattereri ENSPNAG00000015263
astyanax_mexicanus ENSAMXG00000005978
ictalurus_punctatus ENSIPUG00000018446
danio_rerio ENSDARG00000041150
pygocentrus_nattereri ENSPNAG00000007737
astyanax_mexicanus ENSAMXG00000032650
ictalurus_punctatus ENSIPUG00000022336
danio_rerio ENSDARG00000001127
scleropages_formosus ENSSFOG00015004231
scleropages_formosus ENSSFOG00015004246
paramormyrops_kingsleyae ENSPKIG00000004208
paramormyrops_kingsleyae ENSPKIG00000023717
lepisosteus_oculatus ENSLOCG00000006582
castor_canadensis ENSCCNG00000025651
dipodomys_ordii ENSDORG00000004770
ictidomys_tridecemlineatus ENSSTOG00000001387
spermophilus_dauricus ENSSDAG00000014647
urocitellus_parryii ENSUPAG00010003835
marmota_marmota_marmota ENSMMMG00000006549
chinchilla_lanigera ENSCLAG00000002517
octodon_degus ENSODEG00000000829
cavia_porcellus ENSCPOG00000013403
heterocephalus_glaber_male ENSHGLG00100006125
heterocephalus_glaber_female ENSHGLG00000004814
fukomys_damarensis ENSFDAG00000009323
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030898
mus_musculus ENSMUSG00000030500
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029795
mus_spicilegus ENSMSIG00000019511
mus_pahari MGP_PahariEiJ_G0013020
rattus_norvegicus ENSRNOG00000016147
meriones_unguiculatus ENSMUGG00000003321
peromyscus_maniculatus_bairdii ENSPEMG00000012568
microtus_ochrogaster ENSMOCG00000020959
cricetulus_griseus_chok1gshd ENSCGRG00001000608
cricetulus_griseus_crigri ENSCGRG00000012037
cricetulus_griseus_crigri-picr ENSCGRG00015017985
mesocricetus_auratus ENSMAUG00000018396
nannospalax_galili ENSNGAG00000014250
jaculus_jaculus ENSJJAG00000020770
oryctolagus_cuniculus ENSOCUG00000016389
ochotona_princeps ENSOPRG00000001238
cebus_capucinus ENSCCAG00000021674
callithrix_jacchus ENSCJAG00000006408
saimiri_boliviensis_boliviensis ENSSBOG00000021851
aotus_nancymaae ENSANAG00000024723
pan_troglodytes ENSPTRG00000003444
pan_paniscus ENSPPAG00000029737
homo_sapiens ENSG00000091664
gorilla_gorilla ENSGGOG00000016918
pongo_abelii ENSPPYG00000029826
nomascus_leucogenys ENSNLEG00000017837
macaca_fascicularis ENSMFAG00000040379
macaca_nemestrina ENSMNEG00000040473
macaca_mulatta ENSMMUG00000020368
papio_anubis ENSPANG00000015329
theropithecus_gelada ENSTGEG00000007686
cercocebus_atys ENSCATG00000023264
mandrillus_leucophaeus ENSMLEG00000035950
chlorocebus_sabaeus ENSCSAG00000005172
colobus_angolensis_palliatus ENSCANG00000031911
piliocolobus_tephrosceles ENSPTEG00000021513
rhinopithecus_roxellana ENSRROG00000026895
rhinopithecus_bieti ENSRBIG00000043679
carlito_syrichta ENSTSYG00000012116
prolemur_simus ENSPSMG00000019635
microcebus_murinus ENSMICG00000038594
propithecus_coquereli ENSPCOG00000012439
otolemur_garnettii ENSOGAG00000003858
tupaia_belangeri ENSTBEG00000004283
canis_lupus_dingo ENSCAFG00020019443
canis_lupus_familiaris ENSCAFG00000010093
vulpes_vulpes ENSVVUG00000009815
ursus_americanus ENSUAMG00000010981
ursus_maritimus ENSUMAG00000019917
ailuropoda_melanoleuca ENSAMEG00000014734
mustela_putorius_furo ENSMPUG00000014065
neovison_vison ENSNVIG00000017063
panthera_pardus ENSPPRG00000020784
panthera_tigris_altaica ENSPTIG00000011610
felis_catus ENSFCAG00000027200
equus_caballus ENSECAG00000024990
equus_asinus_asinus ENSEASG00005013090
bos_mutus ENSBMUG00000002367
bos_taurus ENSBTAG00000038347
bison_bison_bison ENSBBBG00000002858
capra_hircus ENSCHIG00000018728
ovis_aries ENSOARG00000007649
sus_scrofa ENSSSCG00000013343
tursiops_truncatus ENSTTRG00000002530
vicugna_pacos ENSVPAG00000001392
pteropus_vampyrus ENSPVAG00000004473
myotis_lucifugus ENSMLUG00000014564
sorex_araneus ENSSARG00000005579
choloepus_hoffmanni ENSCHOG00000004642
dasypus_novemcinctus ENSDNOG00000008588
loxodonta_africana ENSLAFG00000021472
procavia_capensis ENSPCAG00000003093
echinops_telfairi ENSETEG00000018981
erinaceus_europaeus ENSEEUG00000008722
phascolarctos_cinereus ENSPCIG00000029962
notamacropus_eugenii ENSMEUG00000007387
sarcophilus_harrisii ENSSHAG00000013365
monodelphis_domestica ENSMODG00000009304
ornithorhynchus_anatinus ENSOANG00000013126
anser_brachyrhynchus ENSABRG00000018161
anas_platyrhynchos_platyrhynchos ENSAPLG00000009539
gallus_gallus ENSGALG00000039254
coturnix_japonica ENSCJPG00005015299
meleagris_gallopavo ENSMGAG00000002013
numida_meleagris ENSNMEG00000008552
calidris_pygmaea ENSCPGG00000012093
calidris_pugnax ENSCPUG00000003856
melopsittacus_undulatus ENSMUNG00000004418
cyanistes_caeruleus ENSCCEG00000007878
serinus_canaria ENSSCAG00000008644
zonotrichia_albicollis ENSZALG00000015742
lonchura_striata_domestica ENSLSDG00000009085
taeniopygia_guttata ENSTGUG00000004570
junco_hyemalis ENSJHYG00000015543
parus_major ENSPMJG00000008245
ficedula_albicollis ENSFALG00000004750
lepidothrix_coronata ENSLCOG00000011650
manacus_vitellinus ENSMVIG00005019059
apteryx_owenii ENSAOWG00000001591
apteryx_rowi ENSARWG00000017010
apteryx_haastii ENSAHAG00000014907
dromaius_novaehollandiae ENSDNVG00000013435
nothoprocta_perdicaria ENSNPEG00000008768
crocodylus_porosus ENSCPRG00005007896
chelonoidis_abingdonii ENSCABG00000016541
gopherus_agassizii ENSGAGG00000009872
chrysemys_picta_bellii ENSCPBG00000028011
pelodiscus_sinensis ENSPSIG00000016821
sphenodon_punctatus ENSSPUG00000018387
salvator_merianae ENSSMRG00000003122
notechis_scutatus ENSNSUG00000011680
pogona_vitticeps ENSPVIG00000010352
anolis_carolinensis ENSACAG00000015135
xenopus_tropicalis ENSXETG00000008393
latimeria_chalumnae ENSLACG00000000102
latimeria_chalumnae ENSLACG00000012241
sphenodon_punctatus ENSSPUG00000014500
cyprinodon_variegatus ENSCVAG00000022818
gambusia_affinis ENSGAFG00000020581
ciona_savignyi ENSCSAVG00000011027
