monopterus_albus ENSMALG00000015398
anabas_testudineus ENSATEG00000018288
tetraodon_nigroviridis ENSTNIG00000016503
takifugu_rubripes ENSTRUG00000000876
mola_mola ENSMMOG00000003642
gasterosteus_aculeatus ENSGACG00000005484
labrus_bergylta ENSLBEG00000005269
mastacembelus_armatus ENSMAMG00000003454
amphiprion_ocellaris ENSAOCG00000001027
acanthochromis_polyacanthus ENSAPOG00000024542
stegastes_partitus ENSSPAG00000001079
fundulus_heteroclitus ENSFHEG00000022789
fundulus_heteroclitus ENSFHEG00000022792
poecilia_reticulata ENSPREG00000007724
poecilia_reticulata ENSPREG00000007732
xiphophorus_couchianus ENSXCOG00000019329
xiphophorus_maculatus ENSXMAG00000011574
gambusia_affinis ENSGAFG00000007513
poecilia_formosa ENSPFOG00000017098
poecilia_mexicana ENSPMEG00000016104
poecilia_latipinna ENSPLAG00000014929
cyprinodon_variegatus ENSCVAG00000002129
kryptolebias_marmoratus ENSKMAG00000014432
oryzias_latipes_asm223469v1 ENSORLG00015017873
oryzias_latipes ENSORLG00020022380
oryzias_latipes ENSORLG00000016920
oryzias_melastigma ENSOMEG00000000045
astatotilapia_calliptera ENSACLG00000012758
pundamilia_nyererei ENSPNYG00000003090
haplochromis_burtoni ENSHBUG00000004886
maylandia_zebra ENSMZEG00005007019
oreochromis_niloticus ENSONIG00000008884
neolamprologus_brichardi ENSNBRG00000014445
amphilophus_citrinellus ENSACIG00000020851
periophthalmus_magnuspinnatus ENSPMGG00000015722
seriola_dumerili ENSSDUG00000019078
seriola_lalandi_dorsalis ENSSLDG00000016204
scophthalmus_maximus ENSSMAG00000012509
cynoglossus_semilaevis ENSCSEG00000009996
hippocampus_comes ENSHCOG00000015977
gadus_morhua ENSGMOG00000014737
esox_lucius ENSELUG00000019764
astyanax_mexicanus ENSAMXG00000035029
astyanax_mexicanus ENSAMXG00000039105
pygocentrus_nattereri ENSPNAG00000023870
ictalurus_punctatus ENSIPUG00000013209
danio_rerio ENSDARG00000068280
scleropages_formosus ENSSFOG00015022659
paramormyrops_kingsleyae ENSPKIG00000000879
scleropages_formosus ENSSFOG00015011252
paramormyrops_kingsleyae ENSPKIG00000020794
lepisosteus_oculatus ENSLOCG00000008406
salvator_merianae ENSSMRG00000023256
salvator_merianae ENSSMRG00000023257
anolis_carolinensis ENSACAG00000000714
pogona_vitticeps ENSPVIG00000014282
notechis_scutatus ENSNSUG00000020483
notechis_scutatus ENSNSUG00000020550
sphenodon_punctatus ENSSPUG00000001362
anas_platyrhynchos_platyrhynchos ENSAPLG00000028024
anas_platyrhynchos_platyrhynchos ENSAPLG00000000993
anser_brachyrhynchus ENSABRG00000021835
gallus_gallus ENSGALG00000020703
meleagris_gallopavo ENSMGAG00000010861
coturnix_japonica ENSCJPG00005015780
numida_meleagris ENSNMEG00000022806
lonchura_striata_domestica ENSLSDG00000009255
lonchura_striata_domestica ENSLSDG00000009258
taeniopygia_guttata ENSTGUG00000006979
serinus_canaria ENSSCAG00000014943
parus_major ENSPMJG00000019636
cyanistes_caeruleus ENSCCEG00000024416
zonotrichia_albicollis ENSZALG00000006611
junco_hyemalis ENSJHYG00000007217
lepidothrix_coronata ENSLCOG00000005598
manacus_vitellinus ENSMVIG00005013877
calidris_pugnax ENSCPUG00000003745
calidris_pugnax ENSCPUG00000003746
calidris_pygmaea ENSCPGG00000006344
calidris_pygmaea ENSCPGG00000006378
melopsittacus_undulatus ENSMUNG00000009887
apteryx_owenii ENSAOWG00000003891
apteryx_haastii ENSAHAG00000012057
apteryx_rowi ENSARWG00000006441
nothoprocta_perdicaria ENSNPEG00000005382
dromaius_novaehollandiae ENSDNVG00000018459
dromaius_novaehollandiae ENSDNVG00000018458
ficedula_albicollis ENSFALG00000008285
crocodylus_porosus ENSCPRG00005018511
gopherus_agassizii ENSGAGG00000020648
chelonoidis_abingdonii ENSCABG00000015846
chrysemys_picta_bellii ENSCPBG00000026419
chelonoidis_abingdonii ENSCABG00000008732
pelodiscus_sinensis ENSPSIG00000002796
ursus_americanus ENSUAMG00000017349
ursus_maritimus ENSUMAG00000012154
ailuropoda_melanoleuca ENSAMEG00000018042
neovison_vison ENSNVIG00000006289
mustela_putorius_furo ENSMPUG00000000662
canis_lupus_dingo ENSCAFG00020004190
canis_lupus_familiaris ENSCAFG00000010563
vulpes_vulpes ENSVVUG00000018522
panthera_pardus ENSPPRG00000014168
panthera_tigris_altaica ENSPTIG00000020474
felis_catus ENSFCAG00000004699
equus_asinus_asinus ENSEASG00005022959
equus_caballus ENSECAG00000021078
pteropus_vampyrus ENSPVAG00000008147
capra_hircus ENSCHIG00000026062
ovis_aries ENSOARG00000005837
bos_mutus ENSBMUG00000008500
bos_taurus ENSBTAG00000019291
bison_bison_bison ENSBBBG00000001125
tursiops_truncatus ENSTTRG00000009504
vicugna_pacos ENSVPAG00000009619
sus_scrofa ENSSSCG00000015901
erinaceus_europaeus ENSEEUG00000014311
mus_spicilegus ENSMSIG00000029702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024520
mus_musculus ENSMUSG00000026888
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023598
mus_pahari MGP_PahariEiJ_G0025049
rattus_norvegicus ENSRNOG00000052498
meriones_unguiculatus ENSMUGG00000026023
cricetulus_griseus_crigri-picr ENSCGRG00015007163
cricetulus_griseus_chok1gshd ENSCGRG00001022793
cricetulus_griseus_crigri ENSCGRG00000006128
mesocricetus_auratus ENSMAUG00000006689
peromyscus_maniculatus_bairdii ENSPEMG00000012898
microtus_ochrogaster ENSMOCG00000014352
nannospalax_galili ENSNGAG00000023596
jaculus_jaculus ENSJJAG00000021807
dipodomys_ordii ENSDORG00000008621
spermophilus_dauricus ENSSDAG00000013745
ictidomys_tridecemlineatus ENSSTOG00000015706
marmota_marmota_marmota ENSMMMG00000023017
chinchilla_lanigera ENSCLAG00000004467
octodon_degus ENSODEG00000013239
cavia_porcellus ENSCPOG00000000847
cavia_aperea ENSCAPG00000012113
heterocephalus_glaber_female ENSHGLG00000005373
fukomys_damarensis ENSFDAG00000006600
oryctolagus_cuniculus ENSOCUG00000002909
ochotona_princeps ENSOPRG00000012435
propithecus_coquereli ENSPCOG00000020565
microcebus_murinus ENSMICG00000047955
prolemur_simus ENSPSMG00000014916
otolemur_garnettii ENSOGAG00000013536
carlito_syrichta ENSTSYG00000008713
rhinopithecus_bieti ENSRBIG00000036012
rhinopithecus_roxellana ENSRROG00000041708
colobus_angolensis_palliatus ENSCANG00000043030
piliocolobus_tephrosceles ENSPTEG00000032873
mandrillus_leucophaeus ENSMLEG00000031568
cercocebus_atys ENSCATG00000029798
papio_anubis ENSPANG00000008395
theropithecus_gelada ENSTGEG00000012486
macaca_nemestrina ENSMNEG00000040053
macaca_fascicularis ENSMFAG00000031856
macaca_mulatta ENSMMUG00000015292
chlorocebus_sabaeus ENSCSAG00000015536
pan_paniscus ENSPPAG00000034184
pan_troglodytes ENSPTRG00000012587
gorilla_gorilla ENSGGOG00000024851
homo_sapiens ENSG00000115290
pongo_abelii ENSPPYG00000012891
nomascus_leucogenys ENSNLEG00000002784
saimiri_boliviensis_boliviensis ENSSBOG00000034445
cebus_capucinus ENSCCAG00000025093
callithrix_jacchus ENSCJAG00000006031
aotus_nancymaae ENSANAG00000022836
heterocephalus_glaber_male ENSHGLG00100000449
tupaia_belangeri ENSTBEG00000011147
sorex_araneus ENSSARG00000002266
myotis_lucifugus ENSMLUG00000006653
urocitellus_parryii ENSUPAG00010011460
castor_canadensis ENSCCNG00000016605
heterocephalus_glaber_male ENSHGLG00100014189
choloepus_hoffmanni ENSCHOG00000005935
dasypus_novemcinctus ENSDNOG00000006245
loxodonta_africana ENSLAFG00000013326
procavia_capensis ENSPCAG00000000393
echinops_telfairi ENSETEG00000009937
phascolarctos_cinereus ENSPCIG00000024457
notamacropus_eugenii ENSMEUG00000011736
sarcophilus_harrisii ENSSHAG00000015269
monodelphis_domestica ENSMODG00000005782
ornithorhynchus_anatinus ENSOANG00000006202
xenopus_tropicalis ENSXETG00000008982
latimeria_chalumnae ENSLACG00000005554
