gopherus_agassizii ENSGAGG00000006875
chelonoidis_abingdonii ENSCABG00000010509
chrysemys_picta_bellii ENSCPBG00000009108
pelodiscus_sinensis ENSPSIG00000016412
pogona_vitticeps ENSPVIG00000019170
anolis_carolinensis ENSACAG00000007549
notechis_scutatus ENSNSUG00000005476
salvator_merianae ENSSMRG00000010876
notamacropus_eugenii ENSMEUG00000005997
phascolarctos_cinereus ENSPCIG00000020596
sarcophilus_harrisii ENSSHAG00000016330
monodelphis_domestica ENSMODG00000005367
callithrix_jacchus ENSCJAG00000005389
saimiri_boliviensis_boliviensis ENSSBOG00000022953
cebus_capucinus ENSCCAG00000030752
aotus_nancymaae ENSANAG00000008819
aotus_nancymaae ENSANAG00000020073
rhinopithecus_bieti ENSRBIG00000008946
rhinopithecus_roxellana ENSRROG00000015363
piliocolobus_tephrosceles ENSPTEG00000022236
theropithecus_gelada ENSTGEG00000006726
papio_anubis ENSPANG00000009055
chlorocebus_sabaeus ENSCSAG00000002631
macaca_nemestrina ENSMNEG00000044438
macaca_fascicularis ENSMFAG00000032354
macaca_mulatta ENSMMUG00000002007
cercocebus_atys ENSCATG00000026703
gorilla_gorilla ENSGGOG00000005089
homo_sapiens ENSG00000162755
pongo_abelii ENSPPYG00000000615
carlito_syrichta ENSTSYG00000035691
prolemur_simus ENSPSMG00000021271
microcebus_murinus ENSMICG00000007231
otolemur_garnettii ENSOGAG00000006719
urocitellus_parryii ENSUPAG00010004965
spermophilus_dauricus ENSSDAG00000012700
ictidomys_tridecemlineatus ENSSTOG00000006344
marmota_marmota_marmota ENSMMMG00000022082
chinchilla_lanigera ENSCLAG00000014852
octodon_degus ENSODEG00000008140
cavia_aperea ENSCAPG00000015049
cavia_porcellus ENSCPOG00000005123
heterocephalus_glaber_male ENSHGLG00100004061
heterocephalus_glaber_female ENSHGLG00000008070
fukomys_damarensis ENSFDAG00000018787
castor_canadensis ENSCCNG00000013451
dipodomys_ordii ENSDORG00000004587
cricetulus_griseus_chok1gshd ENSCGRG00001024811
cricetulus_griseus_crigri-picr ENSCGRG00015017359
cricetulus_griseus_crigri ENSCGRG00000002185
mesocricetus_auratus ENSMAUG00000015880
peromyscus_maniculatus_bairdii ENSPEMG00000009273
microtus_ochrogaster ENSMOCG00000013624
mus_spicilegus ENSMSIG00000024210
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015673
mus_musculus ENSMUSG00000045259
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014868
mus_pahari MGP_PahariEiJ_G0028106
rattus_norvegicus ENSRNOG00000004022
meriones_unguiculatus ENSMUGG00000016500
nannospalax_galili ENSNGAG00000011817
jaculus_jaculus ENSJJAG00000022476
oryctolagus_cuniculus ENSOCUG00000002373
ochotona_princeps ENSOPRG00000010853
pan_paniscus ENSPPAG00000032836
pan_troglodytes ENSPTRG00000001568
nomascus_leucogenys ENSNLEG00000029317
colobus_angolensis_palliatus ENSCANG00000041734
mandrillus_leucophaeus ENSMLEG00000042163
propithecus_coquereli ENSPCOG00000013334
ursus_americanus ENSUAMG00000025500
dasypus_novemcinctus ENSDNOG00000036053
choloepus_hoffmanni ENSCHOG00000003105
tursiops_truncatus ENSTTRG00000009178
sus_scrofa ENSSSCG00000038597
vicugna_pacos ENSVPAG00000008423
bos_mutus ENSBMUG00000020334
bos_taurus ENSBTAG00000020150
bison_bison_bison ENSBBBG00000013720
ovis_aries ENSOARG00000009489
capra_hircus ENSCHIG00000016661
equus_caballus ENSECAG00000019935
equus_asinus_asinus ENSEASG00005012043
pteropus_vampyrus ENSPVAG00000005499
myotis_lucifugus ENSMLUG00000004524
ailuropoda_melanoleuca ENSAMEG00000015587
ursus_maritimus ENSUMAG00000023971
neovison_vison ENSNVIG00000001601
mustela_putorius_furo ENSMPUG00000014218
canis_lupus_dingo ENSCAFG00020000855
canis_lupus_familiaris ENSCAFG00000012732
vulpes_vulpes ENSVVUG00000015878
panthera_pardus ENSPPRG00000011861
panthera_tigris_altaica ENSPTIG00000006888
felis_catus ENSFCAG00000035829
procavia_capensis ENSPCAG00000003526
loxodonta_africana ENSLAFG00000006195
echinops_telfairi ENSETEG00000014995
xenopus_tropicalis ENSXETG00000012703
latimeria_chalumnae ENSLACG00000008185
