lepisosteus_oculatus ENSLOCG00000001205
erpetoichthys_calabaricus ENSECRG00000003539
scleropages_formosus ENSSFOG00015022818
paramormyrops_kingsleyae ENSPKIG00000009339
paramormyrops_kingsleyae ENSPKIG00000011232
scleropages_formosus ENSSFOG00015012452
astyanax_mexicanus ENSAMXG00000008046
astyanax_mexicanus ENSAMXG00005009697
pygocentrus_nattereri ENSPNAG00000005487
ictalurus_punctatus ENSIPUG00000013909
electrophorus_electricus ENSEEEG00000018008
electrophorus_electricus ENSEEEG00000011913
electrophorus_electricus ENSEEEG00000017968
danio_rerio ENSDARG00000053500
denticeps_clupeoides ENSDCDG00000020653
takifugu_rubripes ENSTRUG00000013728
tetraodon_nigroviridis ENSTNIG00000008310
mola_mola ENSMMOG00000010303
cottoperca_gobio ENSCGOG00000021085
gasterosteus_aculeatus ENSGACG00000014627
amphilophus_citrinellus ENSACIG00000016875
amphilophus_citrinellus ENSACIG00000003025
haplochromis_burtoni ENSHBUG00000002556
pundamilia_nyererei ENSPNYG00000022991
astatotilapia_calliptera ENSACLG00000024806
maylandia_zebra ENSMZEG00005017757
neolamprologus_brichardi ENSNBRG00000003769
oreochromis_niloticus ENSONIG00000001895
parambassis_ranga ENSPRNG00000003386
cynoglossus_semilaevis ENSCSEG00000001129
hippocampus_comes ENSHCOG00000000738
anabas_testudineus ENSATEG00000017884
betta_splendens ENSBSLG00000002783
mastacembelus_armatus ENSMAMG00000022007
seriola_dumerili ENSSDUG00000005197
seriola_lalandi ENSSLDG00000004764
scophthalmus_maximus ENSSMAG00000013849
lates_calcarifer ENSLCAG00010021198
larimichthys_crocea ENSLCRG00005004246
labrus_bergylta ENSLBEG00000024961
amphiprion_ocellaris ENSAOCG00000012065
amphiprion_percula ENSAPEG00000015786
acanthochromis_polyacanthus ENSAPOG00000008801
stegastes_partitus ENSSPAG00000011350
oryzias_latipes ENSORLG00015000380
oryzias_latipes ENSORLG00020014029
oryzias_latipes ENSORLG00000006194
oryzias_latipes ENSORLG00000023606
oryzias_melastigma ENSOMEG00000009353
kryptolebias_marmoratus ENSKMAG00000000697
gouania_willdenowi ENSGWIG00000013946
monopterus_albus ENSMALG00000015763
periophthalmus_magnuspinnatus ENSPMGG00000001146
xiphophorus_maculatus ENSXMAG00000008139
xiphophorus_couchianus ENSXCOG00000020556
gambusia_affinis ENSGAFG00000018805
poecilia_formosa ENSPFOG00000011625
poecilia_latipinna ENSPLAG00000024014
poecilia_reticulata ENSPREG00000012990
poecilia_mexicana ENSPMEG00000008031
cyprinodon_variegatus ENSCVAG00000000393
gadus_morhua ENSGMOG00000009627
hucho_hucho ENSHHUG00000048680
esox_lucius ENSELUG00000011972
clupea_harengus ENSCHAG00000000235
denticeps_clupeoides ENSDCDG00000007387
astyanax_mexicanus ENSAMXG00000018461
