myotis_lucifugus ENSMLUG00000025810
ovis_aries ENSOARG00000011488
mus_musculus ENSMUSG00000084902
mus_spicilegus ENSMSIG00000014106
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019832
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018956
mus_pahari MGP_PahariEiJ_G0029970
meriones_unguiculatus ENSMUGG00000017250
peromyscus_maniculatus_bairdii ENSPEMG00000018094
microtus_ochrogaster ENSMOCG00000002117
cricetulus_griseus_crigri-picr ENSCGRG00015015805
cricetulus_griseus_chok1gshd ENSCGRG00001009383
mesocricetus_auratus ENSMAUG00000007566
nannospalax_galili ENSNGAG00000021328
jaculus_jaculus ENSJJAG00000015546
dipodomys_ordii ENSDORG00000027325
urocitellus_parryii ENSUPAG00010001324
spermophilus_dauricus ENSSDAG00000010658
ictidomys_tridecemlineatus ENSSTOG00000030135
chinchilla_lanigera ENSCLAG00000000766
octodon_degus ENSODEG00000000452
heterocephalus_glaber_female ENSHGLG00000002373
heterocephalus_glaber_male ENSHGLG00100007228
cavia_porcellus ENSCPOG00000021409
cavia_aperea ENSCAPG00000000443
oryctolagus_cuniculus ENSOCUG00000029641
otolemur_garnettii ENSOGAG00000030192
dasypus_novemcinctus ENSDNOG00000048643
callithrix_jacchus ENSCJAG00000000201
monodelphis_domestica ENSMODG00000002985
sarcophilus_harrisii ENSSHAG00000010474
latimeria_chalumnae ENSLACG00000004206
