esox_lucius ENSELUG00000010125
gadus_morhua ENSGMOG00000010892
astyanax_mexicanus ENSAMXG00000031530
pygocentrus_nattereri ENSPNAG00000005677
ictalurus_punctatus ENSIPUG00000018263
danio_rerio ENSDARG00000098486
scleropages_formosus ENSSFOG00015010840
paramormyrops_kingsleyae ENSPKIG00000018751
monopterus_albus ENSMALG00000015800
scophthalmus_maximus ENSSMAG00000013929
haplochromis_burtoni ENSHBUG00000012798
maylandia_zebra ENSMZEG00005028530
astatotilapia_calliptera ENSACLG00000000012
pundamilia_nyererei ENSPNYG00000003579
oreochromis_niloticus ENSONIG00000008316
amphilophus_citrinellus ENSACIG00000011054
seriola_dumerili ENSSDUG00000011594
seriola_lalandi_dorsalis ENSSLDG00000012829
labrus_bergylta ENSLBEG00000018540
mastacembelus_armatus ENSMAMG00000010476
anabas_testudineus ENSATEG00000010907
amphiprion_ocellaris ENSAOCG00000006641
amphiprion_percula ENSAPEG00000000251
acanthochromis_polyacanthus ENSAPOG00000008450
stegastes_partitus ENSSPAG00000021049
takifugu_rubripes ENSTRUG00000025529
tetraodon_nigroviridis ENSTNIG00000004995
cynoglossus_semilaevis ENSCSEG00000008694
fundulus_heteroclitus ENSFHEG00000019466
cyprinodon_variegatus ENSCVAG00000018878
poecilia_formosa ENSPFOG00000009002
poecilia_mexicana ENSPMEG00000015583
poecilia_latipinna ENSPLAG00000021851
poecilia_reticulata ENSPREG00000002199
gambusia_affinis ENSGAFG00000002969
xiphophorus_maculatus ENSXMAG00000010882
oryzias_melastigma ENSOMEG00000002369
xiphophorus_couchianus ENSXCOG00000001922
kryptolebias_marmoratus ENSKMAG00000007447
neolamprologus_brichardi ENSNBRG00000008925
mola_mola ENSMMOG00000015449
periophthalmus_magnuspinnatus ENSPMGG00000013326
hippocampus_comes ENSHCOG00000007329
latimeria_chalumnae ENSLACG00000001334
xenopus_tropicalis ENSXETG00000004612
lepisosteus_oculatus ENSLOCG00000006828
petromyzon_marinus ENSPMAG00000005217
eptatretus_burgeri ENSEBUG00000006409
phascolarctos_cinereus ENSPCIG00000030152
notamacropus_eugenii ENSMEUG00000001260
sarcophilus_harrisii ENSSHAG00000004286
monodelphis_domestica ENSMODG00000020504
gopherus_agassizii ENSGAGG00000000803
chelonoidis_abingdonii ENSCABG00000023012
chrysemys_picta_bellii ENSCPBG00000007555
pelodiscus_sinensis ENSPSIG00000009794
crocodylus_porosus ENSCPRG00005016932
pogona_vitticeps ENSPVIG00000001472
anolis_carolinensis ENSACAG00000009745
notechis_scutatus ENSNSUG00000017411
salvator_merianae ENSSMRG00000014153
sphenodon_punctatus ENSSPUG00000002335
lonchura_striata_domestica ENSLSDG00000012003
taeniopygia_guttata ENSTGUG00000009503
serinus_canaria ENSSCAG00000004372
zonotrichia_albicollis ENSZALG00000004642
junco_hyemalis ENSJHYG00000012479
parus_major ENSPMJG00000009443
cyanistes_caeruleus ENSCCEG00000008317
ficedula_albicollis ENSFALG00000011824
manacus_vitellinus ENSMVIG00005010325
lepidothrix_coronata ENSLCOG00000013760
calidris_pugnax ENSCPUG00000003337
calidris_pygmaea ENSCPGG00000015223
melopsittacus_undulatus ENSMUNG00000010102
gallus_gallus ENSGALG00000006697
meleagris_gallopavo ENSMGAG00000008570
coturnix_japonica ENSCJPG00005018512
numida_meleagris ENSNMEG00000011453
anser_brachyrhynchus ENSABRG00000005573
anas_platyrhynchos_platyrhynchos ENSAPLG00000020119
apteryx_owenii ENSAOWG00000007096
apteryx_rowi ENSARWG00000002864
apteryx_haastii ENSAHAG00000011977
dromaius_novaehollandiae ENSDNVG00000014388
nothoprocta_perdicaria ENSNPEG00000012264
cricetulus_griseus_crigri ENSCGRG00000007009
cricetulus_griseus_crigri-picr ENSCGRG00015026939
cricetulus_griseus_chok1gshd ENSCGRG00001014789
mesocricetus_auratus ENSMAUG00000001322
