amphiprion_ocellaris ENSAOCG00000007944
stegastes_partitus ENSSPAG00000010878
xiphophorus_couchianus ENSXCOG00000006818
seriola_lalandi_dorsalis ENSSLDG00000003872
seriola_dumerili ENSSDUG00000020799
poecilia_latipinna ENSPLAG00000007211
labrus_bergylta ENSLBEG00000005635
haplochromis_burtoni ENSHBUG00000011373
poecilia_mexicana ENSPMEG00000000776
poecilia_mexicana ENSPMEG00000002759
xiphophorus_couchianus ENSXCOG00000007582
acanthochromis_polyacanthus ENSAPOG00000019176
maylandia_zebra ENSMZEG00005028176
paramormyrops_kingsleyae ENSPKIG00000010045
gopherus_agassizii ENSGAGG00000019922
panthera_pardus ENSPPRG00000015994
