esox_lucius ENSELUG00000022953
gadus_morhua ENSGMOG00000003391
takifugu_rubripes ENSTRUG00000002514
tetraodon_nigroviridis ENSTNIG00000005108
mola_mola ENSMMOG00000009931
maylandia_zebra ENSMZEG00005028623
maylandia_zebra ENSMZEG00005007779
astatotilapia_calliptera ENSACLG00000012086
haplochromis_burtoni ENSHBUG00000016896
oreochromis_niloticus ENSONIG00000008062
amphilophus_citrinellus ENSACIG00000024460
stegastes_partitus ENSSPAG00000000223
cynoglossus_semilaevis ENSCSEG00000016738
gasterosteus_aculeatus ENSGACG00000019413
labrus_bergylta ENSLBEG00000026798
mastacembelus_armatus ENSMAMG00000023453
seriola_dumerili ENSSDUG00000017074
seriola_lalandi_dorsalis ENSSLDG00000008395
amphiprion_ocellaris ENSAOCG00000018115
amphiprion_percula ENSAPEG00000019999
acanthochromis_polyacanthus ENSAPOG00000002309
anabas_testudineus ENSATEG00000001856
xiphophorus_maculatus ENSXMAG00000006390
xiphophorus_couchianus ENSXCOG00000015172
monopterus_albus ENSMALG00000012492
scophthalmus_maximus ENSSMAG00000000983
fundulus_heteroclitus ENSFHEG00000005852
cyprinodon_variegatus ENSCVAG00000001780
poecilia_mexicana ENSPMEG00000006117
poecilia_formosa ENSPFOG00000002200
poecilia_latipinna ENSPLAG00000013062
poecilia_reticulata ENSPREG00000013574
xiphophorus_couchianus ENSXCOG00000015178
oryzias_latipes ENSORLG00020022104
oryzias_latipes ENSORLG00000018453
oryzias_melastigma ENSOMEG00000013033
kryptolebias_marmoratus ENSKMAG00000012072
kryptolebias_marmoratus ENSKMAG00000012058
gambusia_affinis ENSGAFG00000006274
oryzias_melastigma ENSOMEG00000013051
neolamprologus_brichardi ENSNBRG00000009211
neolamprologus_brichardi ENSNBRG00000009199
pundamilia_nyererei ENSPNYG00000018717
pundamilia_nyererei ENSPNYG00000018611
hippocampus_comes ENSHCOG00000017041
periophthalmus_magnuspinnatus ENSPMGG00000012060
pygocentrus_nattereri ENSPNAG00000017305
astyanax_mexicanus ENSAMXG00000007216
ictalurus_punctatus ENSIPUG00000016177
danio_rerio ENSDARG00000070477
scleropages_formosus ENSSFOG00015003303
paramormyrops_kingsleyae ENSPKIG00000006694
lepisosteus_oculatus ENSLOCG00000015983
pogona_vitticeps ENSPVIG00000024228
anolis_carolinensis ENSACAG00000006548
notechis_scutatus ENSNSUG00000002320
salvator_merianae ENSSMRG00000015728
sphenodon_punctatus ENSSPUG00000011741
ficedula_albicollis ENSFALG00000010405
lonchura_striata_domestica ENSLSDG00000012514
lepidothrix_coronata ENSLCOG00000009090
manacus_vitellinus ENSMVIG00005007239
melopsittacus_undulatus ENSMUNG00000016036
calidris_pygmaea ENSCPGG00000003986
calidris_pugnax ENSCPUG00000014082
gallus_gallus ENSGALG00000008249
coturnix_japonica ENSCJPG00005005360
anser_brachyrhynchus ENSABRG00000002240
nothoprocta_perdicaria ENSNPEG00000016144
anas_platyrhynchos_platyrhynchos ENSAPLG00000011979
meleagris_gallopavo ENSMGAG00000006256
cyanistes_caeruleus ENSCCEG00000010791
taeniopygia_guttata ENSTGUG00000015077
serinus_canaria ENSSCAG00000007662
taeniopygia_guttata ENSTGUG00000002792
parus_major ENSPMJG00000003679
zonotrichia_albicollis ENSZALG00000012850
junco_hyemalis ENSJHYG00000009879
numida_meleagris ENSNMEG00000004189
apteryx_rowi ENSARWG00000008331
apteryx_rowi ENSARWG00000008325
apteryx_haastii ENSAHAG00000016773
apteryx_haastii ENSAHAG00000016776
apteryx_owenii ENSAOWG00000008049
apteryx_owenii ENSAOWG00000008053
dromaius_novaehollandiae ENSDNVG00000002178
dromaius_novaehollandiae ENSDNVG00000002219
crocodylus_porosus ENSCPRG00005014629
chrysemys_picta_bellii ENSCPBG00000014943
chrysemys_picta_bellii ENSCPBG00000014942
chelonoidis_abingdonii ENSCABG00000011965
gopherus_agassizii ENSGAGG00000013031
pelodiscus_sinensis ENSPSIG00000012440
phascolarctos_cinereus ENSPCIG00000016503
notamacropus_eugenii ENSMEUG00000009878
sarcophilus_harrisii ENSSHAG00000002560
monodelphis_domestica ENSMODG00000017229
tupaia_belangeri ENSTBEG00000013525
erinaceus_europaeus ENSEEUG00000011828
nannospalax_galili ENSNGAG00000024237
nannospalax_galili ENSNGAG00000003170
jaculus_jaculus ENSJJAG00000007569
urocitellus_parryii ENSUPAG00010003345
ochotona_princeps ENSOPRG00000005853
prolemur_simus ENSPSMG00000016789
propithecus_coquereli ENSPCOG00000021154
microcebus_murinus ENSMICG00000008368
otolemur_garnettii ENSOGAG00000005159
pan_troglodytes ENSPTRG00000019552
pan_paniscus ENSPPAG00000030273
homo_sapiens ENSG00000105821
pongo_abelii ENSPPYG00000017882
nomascus_leucogenys ENSNLEG00000009312
colobus_angolensis_palliatus ENSCANG00000028231
piliocolobus_tephrosceles ENSPTEG00000004585
rhinopithecus_roxellana ENSRROG00000029906
rhinopithecus_bieti ENSRBIG00000032029
macaca_nemestrina ENSMNEG00000031186
macaca_fascicularis ENSMFAG00000044726
theropithecus_gelada ENSTGEG00000009817
papio_anubis ENSPANG00000019301
mandrillus_leucophaeus ENSMLEG00000024782
