pan_paniscus ENSPPAG00000036289
pan_troglodytes ENSPTRG00000046392
gorilla_gorilla ENSGGOG00000038681
nomascus_leucogenys ENSNLEG00000027566
papio_anubis ENSPANG00000031452
theropithecus_gelada ENSTGEG00000018147
cercocebus_atys ENSCATG00000036641
macaca_mulatta ENSMMUG00000044179
macaca_fascicularis ENSMFAG00000027180
macaca_nemestrina ENSMNEG00000035376
rhinopithecus_roxellana ENSRROG00000031928
rhinopithecus_bieti ENSRBIG00000037154
piliocolobus_tephrosceles ENSPTEG00000039823
aotus_nancymaae ENSANAG00000031165
