takifugu_rubripes ENSTRUG00000016159
tetraodon_nigroviridis ENSTNIG00000007581
mola_mola ENSMMOG00000002209
gasterosteus_aculeatus ENSGACG00000019698
labrus_bergylta ENSLBEG00000017131
amphiprion_percula ENSAPEG00000004698
amphiprion_ocellaris ENSAOCG00000024271
acanthochromis_polyacanthus ENSAPOG00000009396
stegastes_partitus ENSSPAG00000020166
astatotilapia_calliptera ENSACLG00000025192
maylandia_zebra ENSMZEG00005007226
haplochromis_burtoni ENSHBUG00000008141
pundamilia_nyererei ENSPNYG00000020548
neolamprologus_brichardi ENSNBRG00000004405
oreochromis_niloticus ENSONIG00000011657
amphilophus_citrinellus ENSACIG00000019391
xiphophorus_maculatus ENSXMAG00000022586
xiphophorus_couchianus ENSXCOG00000013581
gambusia_affinis ENSGAFG00000016131
poecilia_formosa ENSPFOG00000004068
poecilia_latipinna ENSPLAG00000022130
poecilia_mexicana ENSPMEG00000001416
poecilia_reticulata ENSPREG00000004139
cyprinodon_variegatus ENSCVAG00000000860
fundulus_heteroclitus ENSFHEG00000020067
kryptolebias_marmoratus ENSKMAG00000015147
oryzias_latipes ENSORLG00020016085
oryzias_latipes_asm223469v1 ENSORLG00015014779
oryzias_latipes ENSORLG00000023796
oryzias_melastigma ENSOMEG00000008747
monopterus_albus ENSMALG00000014718
mastacembelus_armatus ENSMAMG00000010563
anabas_testudineus ENSATEG00000016742
cynoglossus_semilaevis ENSCSEG00000009157
scophthalmus_maximus ENSSMAG00000000588
seriola_dumerili ENSSDUG00000004406
seriola_lalandi_dorsalis ENSSLDG00000015741
hippocampus_comes ENSHCOG00000014371
periophthalmus_magnuspinnatus ENSPMGG00000005619
gadus_morhua ENSGMOG00000015862
esox_lucius ENSELUG00000023074
pygocentrus_nattereri ENSPNAG00000008502
astyanax_mexicanus ENSAMXG00000039233
ictalurus_punctatus ENSIPUG00000023093
danio_rerio ENSDARG00000004497
scleropages_formosus ENSSFOG00015023735
paramormyrops_kingsleyae ENSPKIG00000008773
scleropages_formosus ENSSFOG00015003464
lepisosteus_oculatus ENSLOCG00000015974
anolis_carolinensis ENSACAG00000000270
pogona_vitticeps ENSPVIG00000012551
notechis_scutatus ENSNSUG00000001799
anolis_carolinensis ENSACAG00000026415
salvator_merianae ENSSMRG00000013550
sphenodon_punctatus ENSSPUG00000000001
apteryx_haastii ENSAHAG00000004679
apteryx_owenii ENSAOWG00000013533
dromaius_novaehollandiae ENSDNVG00000005661
nothoprocta_perdicaria ENSNPEG00000015513
cyanistes_caeruleus ENSCCEG00000006696
parus_major ENSPMJG00000013082
ficedula_albicollis ENSFALG00000001616
serinus_canaria ENSSCAG00000007763
lonchura_striata_domestica ENSLSDG00000006275
manacus_vitellinus ENSMVIG00005005382
lepidothrix_coronata ENSLCOG00000008682
calidris_pugnax ENSCPUG00000014616
junco_hyemalis ENSJHYG00000017114
zonotrichia_albicollis ENSZALG00000003202
anser_brachyrhynchus ENSABRG00000006691
apteryx_rowi ENSARWG00000014690
calidris_pygmaea ENSCPGG00000018187
gopherus_agassizii ENSGAGG00000009485
chelonoidis_abingdonii ENSCABG00000010170
chrysemys_picta_bellii ENSCPBG00000017547
pelodiscus_sinensis ENSPSIG00000007096
calidris_pygmaea ENSCPGG00000003852
melopsittacus_undulatus ENSMUNG00000006862
sphenodon_punctatus ENSSPUG00000000004
meriones_unguiculatus ENSMUGG00000002188
ochotona_princeps ENSOPRG00000009005
dasypus_novemcinctus ENSDNOG00000033728
dasypus_novemcinctus ENSDNOG00000032880
choloepus_hoffmanni ENSCHOG00000008860
loxodonta_africana ENSLAFG00000025948
procavia_capensis ENSPCAG00000016927
chinchilla_lanigera ENSCLAG00000015056
octodon_degus ENSODEG00000012549
cavia_porcellus ENSCPOG00000026557
cavia_aperea ENSCAPG00000000141
heterocephalus_glaber_male ENSHGLG00100005997
heterocephalus_glaber_female ENSHGLG00000004629
fukomys_damarensis ENSFDAG00000012404
dipodomys_ordii ENSDORG00000006516
cricetulus_griseus_chok1gshd ENSCGRG00001009176
cricetulus_griseus_crigri-picr ENSCGRG00015026276
cricetulus_griseus_crigri ENSCGRG00000011666
mesocricetus_auratus ENSMAUG00000000982
peromyscus_maniculatus_bairdii ENSPEMG00000020688
microtus_ochrogaster ENSMOCG00000021014
mus_spicilegus ENSMSIG00000023646
mus_musculus ENSMUSG00000001763
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029177
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028177
mus_pahari MGP_PahariEiJ_G0021935
rattus_norvegicus ENSRNOG00000007900
nannospalax_galili ENSNGAG00000002066
jaculus_jaculus ENSJJAG00000002952
ictidomys_tridecemlineatus ENSSTOG00000011422
urocitellus_parryii ENSUPAG00010001630
spermophilus_dauricus ENSSDAG00000012928
castor_canadensis ENSCCNG00000030279
oryctolagus_cuniculus ENSOCUG00000013168
prolemur_simus ENSPSMG00000000433
propithecus_coquereli ENSPCOG00000018235
microcebus_murinus ENSMICG00000015338
otolemur_garnettii ENSOGAG00000013694
cercocebus_atys ENSCATG00000032115
theropithecus_gelada ENSTGEG00000022119
macaca_fascicularis ENSMFAG00000038610
macaca_nemestrina ENSMNEG00000030658
macaca_mulatta ENSMMUG00000012109
rhinopithecus_roxellana ENSRROG00000030869
rhinopithecus_bieti ENSRBIG00000039156
piliocolobus_tephrosceles ENSPTEG00000031287
papio_anubis ENSPANG00000000813
chlorocebus_sabaeus ENSCSAG00000009943
mandrillus_leucophaeus ENSMLEG00000034615
colobus_angolensis_palliatus ENSCANG00000030752
pan_troglodytes ENSPTRG00000019678
pan_troglodytes ENSPTRG00000047489
pan_paniscus ENSPPAG00000029860
gorilla_gorilla ENSGGOG00000007835
homo_sapiens ENSG00000158457
pongo_abelii ENSPPYG00000017992
nomascus_leucogenys ENSNLEG00000012558
callithrix_jacchus ENSCJAG00000010295
cebus_capucinus ENSCCAG00000016865
saimiri_boliviensis_boliviensis ENSSBOG00000026557
aotus_nancymaae ENSANAG00000036420
carlito_syrichta ENSTSYG00000004914
tupaia_belangeri ENSTBEG00000013717
vicugna_pacos ENSVPAG00000004734
myotis_lucifugus ENSMLUG00000000974
sorex_araneus ENSSARG00000014482
sorex_araneus ENSSARG00000005628
capra_hircus ENSCHIG00000021150
ovis_aries ENSOARG00000004145
bos_taurus ENSBTAG00000007253
bos_mutus ENSBMUG00000023441
bison_bison_bison ENSBBBG00000001413
bison_bison_bison ENSBBBG00000017074
tursiops_truncatus ENSTTRG00000008432
sus_scrofa ENSSSCG00000016570
ursus_americanus ENSUAMG00000021280
ursus_maritimus ENSUMAG00000006916
ailuropoda_melanoleuca ENSAMEG00000005167
mustela_putorius_furo ENSMPUG00000005894
neovison_vison ENSNVIG00000023035
vulpes_vulpes ENSVVUG00000012208
canis_lupus_familiaris ENSCAFG00000001533
panthera_pardus ENSPPRG00000001477
panthera_tigris_altaica ENSPTIG00000005418
felis_catus ENSFCAG00000014547
equus_asinus_asinus ENSEASG00005008685
equus_caballus ENSECAG00000019800
pteropus_vampyrus ENSPVAG00000003376
erinaceus_europaeus ENSEEUG00000001010
phascolarctos_cinereus ENSPCIG00000011364
notamacropus_eugenii ENSMEUG00000014649
monodelphis_domestica ENSMODG00000014684
sarcophilus_harrisii ENSSHAG00000008625
ornithorhynchus_anatinus ENSOANG00000011453
xenopus_tropicalis ENSXETG00000014947
latimeria_chalumnae ENSLACG00000003967
paramormyrops_kingsleyae ENSPKIG00000006886
eptatretus_burgeri ENSEBUG00000011793
ciona_savignyi ENSCSAVG00000011357
