mastacembelus_armatus ENSMAMG00000018415
labrus_bergylta ENSLBEG00000021396
seriola_lalandi ENSSLDG00000004794
seriola_dumerili ENSSDUG00000001922
monopterus_albus ENSMALG00000003910
periophthalmus_magnuspinnatus ENSPMGG00000005545
scophthalmus_maximus ENSSMAG00000008813
acanthochromis_polyacanthus ENSAPOG00000000246
stegastes_partitus ENSSPAG00000020251
amphiprion_ocellaris ENSAOCG00000010370
amphiprion_percula ENSAPEG00000017333
astatotilapia_calliptera ENSACLG00000018796
maylandia_zebra ENSMZEG00005022628
haplochromis_burtoni ENSHBUG00000021108
pundamilia_nyererei ENSPNYG00000007605
neolamprologus_brichardi ENSNBRG00000014244
oreochromis_niloticus ENSONIG00000014550
amphilophus_citrinellus ENSACIG00000001992
anabas_testudineus ENSATEG00000017419
cynoglossus_semilaevis ENSCSEG00000009497
poecilia_formosa ENSPFOG00000005258
poecilia_reticulata ENSPREG00000004322
gambusia_affinis ENSGAFG00000018207
xiphophorus_maculatus ENSXMAG00000005905
xiphophorus_couchianus ENSXCOG00000005018
cyprinodon_variegatus ENSCVAG00000011981
fundulus_heteroclitus ENSFHEG00000021263
kryptolebias_marmoratus ENSKMAG00000000115
oryzias_latipes ENSORLG00000006190
oryzias_latipes ENSORLG00020021498
oryzias_latipes ENSORLG00015022030
oryzias_melastigma ENSOMEG00000007928
takifugu_rubripes ENSTRUG00000010164
tetraodon_nigroviridis ENSTNIG00000010568
mola_mola ENSMMOG00000007038
gasterosteus_aculeatus ENSGACG00000017898
gadus_morhua ENSGMOG00000007964
esox_lucius ENSELUG00000004446
astyanax_mexicanus ENSAMXG00000037617
ictalurus_punctatus ENSIPUG00000016299
danio_rerio ENSDARG00000074476
lepisosteus_oculatus ENSLOCG00000013517
