fundulus_heteroclitus ENSFHEG00000019826
oryzias_latipes_asm223469v1 ENSORLG00015020210
mola_mola ENSMMOG00000020407
lepisosteus_oculatus ENSLOCG00000002984
calidris_pugnax ENSCPUG00000001969
anolis_carolinensis ENSACAG00000000044
panthera_pardus ENSPPRG00000005193
mustela_putorius_furo ENSMPUG00000018867
bos_taurus ENSBTAG00000040308
bos_taurus ENSBTAG00000003937
myotis_lucifugus ENSMLUG00000009751
rhinopithecus_roxellana ENSRROG00000037750
nomascus_leucogenys ENSNLEG00000029985
carlito_syrichta ENSTSYG00000035480
jaculus_jaculus ENSJJAG00000014986
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031471
peromyscus_maniculatus_bairdii ENSPEMG00000029873
dipodomys_ordii ENSDORG00000002507
spermophilus_dauricus ENSSDAG00000012823
heterocephalus_glaber_female ENSHGLG00000006388
octodon_degus ENSODEG00000009296
macaca_mulatta ENSMMUG00000022547
colobus_angolensis_palliatus ENSCANG00000042702
mesocricetus_auratus ENSMAUG00000013319
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030356
theropithecus_gelada ENSTGEG00000012808
chlorocebus_sabaeus ENSCSAG00000004762
cavia_porcellus ENSCPOG00000000023
choloepus_hoffmanni ENSCHOG00000008721
echinops_telfairi ENSETEG00000000912
octodon_degus ENSODEG00000019345
meriones_unguiculatus ENSMUGG00000021636
ailuropoda_melanoleuca ENSAMEG00000002895
octodon_degus ENSODEG00000020081
macaca_fascicularis ENSMFAG00000032920
heterocephalus_glaber_female ENSHGLG00000016432
heterocephalus_glaber_male ENSHGLG00100008561
meriones_unguiculatus ENSMUGG00000005835
rhinopithecus_roxellana ENSRROG00000031911
rhinopithecus_bieti ENSRBIG00000029830
macaca_fascicularis ENSMFAG00000026839
macaca_mulatta ENSMMUG00000032342
macaca_nemestrina ENSMNEG00000009507
cercocebus_atys ENSCATG00000018658
theropithecus_gelada ENSTGEG00000023645
chlorocebus_sabaeus ENSCSAG00000000301
macaca_nemestrina ENSMNEG00000036505
pteropus_vampyrus ENSPVAG00000012806
panthera_pardus ENSPPRG00000011782
phascolarctos_cinereus ENSPCIG00000025864
pogona_vitticeps ENSPVIG00000011627
phascolarctos_cinereus ENSPCIG00000013612
notamacropus_eugenii ENSMEUG00000014986
