caenorhabditis_elegans_strain_n2 WBGene00003258
drosophila_melanogaster FBgn0037998
pan_troglodytes ENSPTRG00000009595
pan_paniscus ENSPPAG00000022776
homo_sapiens ENSG00000166685
gorilla_gorilla ENSGGOG00000014608
pongo_abelii ENSPPYG00000008586
nomascus_leucogenys ENSNLEG00000001279
colobus_angolensis_palliatus ENSCANG00000037929
piliocolobus_tephrosceles ENSPTEG00000002148
rhinopithecus_bieti ENSRBIG00000044301
rhinopithecus_roxellana ENSRROG00000024627
theropithecus_gelada ENSTGEG00000026769
papio_anubis ENSPANG00000020326
mandrillus_leucophaeus ENSMLEG00000012489
cercocebus_atys ENSCATG00000035112
macaca_fascicularis ENSMFAG00000018901
macaca_nemestrina ENSMNEG00000032253
macaca_mulatta ENSMMUG00000001266
chlorocebus_sabaeus ENSCSAG00000004413
cebus_capucinus ENSCCAG00000025397
saimiri_boliviensis_boliviensis ENSSBOG00000022132
callithrix_jacchus ENSCJAG00000019919
aotus_nancymaae ENSANAG00000030041
carlito_syrichta ENSTSYG00000012165
propithecus_coquereli ENSPCOG00000027077
prolemur_simus ENSPSMG00000025611
microcebus_murinus ENSMICG00000007471
otolemur_garnettii ENSOGAG00000015034
mus_spicilegus ENSMSIG00000010715
mus_musculus ENSMUSG00000018661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018212
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017366
mus_pahari MGP_PahariEiJ_G0018496
rattus_norvegicus ENSRNOG00000002795
meriones_unguiculatus ENSMUGG00000022062
cricetulus_griseus_chok1gshd ENSCGRG00001018435
cricetulus_griseus_crigri-picr ENSCGRG00015011201
cricetulus_griseus_crigri ENSCGRG00000013177
mesocricetus_auratus ENSMAUG00000021256
peromyscus_maniculatus_bairdii ENSPEMG00000001847
microtus_ochrogaster ENSMOCG00000014351
nannospalax_galili ENSNGAG00000023188
jaculus_jaculus ENSJJAG00000021657
dipodomys_ordii ENSDORG00000002500
cavia_porcellus ENSCPOG00000020576
cavia_aperea ENSCAPG00000006556
cavia_porcellus ENSCPOG00000019725
cavia_porcellus ENSCPOG00000003587
chinchilla_lanigera ENSCLAG00000012621
octodon_degus ENSODEG00000009631
heterocephalus_glaber_female ENSHGLG00000008414
heterocephalus_glaber_male ENSHGLG00100014238
fukomys_damarensis ENSFDAG00000016192
ictidomys_tridecemlineatus ENSSTOG00000001829
urocitellus_parryii ENSUPAG00010002628
marmota_marmota_marmota ENSMMMG00000010159
spermophilus_dauricus ENSSDAG00000000073
ochotona_princeps ENSOPRG00000007445
oryctolagus_cuniculus ENSOCUG00000011883
tupaia_belangeri ENSTBEG00000012463
castor_canadensis ENSCCNG00000030441
ursus_maritimus ENSUMAG00000007829
ursus_americanus ENSUAMG00000007628
ailuropoda_melanoleuca ENSAMEG00000002629
neovison_vison ENSNVIG00000009278
mustela_putorius_furo ENSMPUG00000014290
canis_lupus_dingo ENSCAFG00020021512
vulpes_vulpes ENSVVUG00000009684
canis_lupus_familiaris ENSCAFG00000004501
panthera_pardus ENSPPRG00000023290
panthera_tigris_altaica ENSPTIG00000005027
felis_catus ENSFCAG00000004736
equus_caballus ENSECAG00000008129
equus_asinus_asinus ENSEASG00005018752
pteropus_vampyrus ENSPVAG00000006729
myotis_lucifugus ENSMLUG00000016669
bison_bison_bison ENSBBBG00000023237
bos_mutus ENSBMUG00000003277
bos_taurus ENSBTAG00000006087
capra_hircus ENSCHIG00000014490
ovis_aries ENSOARG00000013699
tursiops_truncatus ENSTTRG00000005213
sus_scrofa ENSSSCG00000017248
vicugna_pacos ENSVPAG00000007158
erinaceus_europaeus ENSEEUG00000004752
dasypus_novemcinctus ENSDNOG00000014411
choloepus_hoffmanni ENSCHOG00000003598
loxodonta_africana ENSLAFG00000028753
procavia_capensis ENSPCAG00000010589
echinops_telfairi ENSETEG00000007338
phascolarctos_cinereus ENSPCIG00000001970
notamacropus_eugenii ENSMEUG00000005548
sarcophilus_harrisii ENSSHAG00000015846
monodelphis_domestica ENSMODG00000006576
ornithorhynchus_anatinus ENSOANG00000009570
apteryx_owenii ENSAOWG00000006769
apteryx_haastii ENSAHAG00000018457
apteryx_rowi ENSARWG00000006503
dromaius_novaehollandiae ENSDNVG00000008423
nothoprocta_perdicaria ENSNPEG00000010659
anser_brachyrhynchus ENSABRG00000010561
anas_platyrhynchos_platyrhynchos ENSAPLG00000014310
gallus_gallus ENSGALG00000029893
meleagris_gallopavo ENSMGAG00000006604
coturnix_japonica ENSCJPG00005021262
numida_meleagris ENSNMEG00000003276
zonotrichia_albicollis ENSZALG00000011919
junco_hyemalis ENSJHYG00000001459
serinus_canaria ENSSCAG00000013415
lonchura_striata_domestica ENSLSDG00000003711
lonchura_striata_domestica ENSLSDG00000003962
taeniopygia_guttata ENSTGUG00000002888
parus_major ENSPMJG00000017056
cyanistes_caeruleus ENSCCEG00000017817
ficedula_albicollis ENSFALG00000012923
lepidothrix_coronata ENSLCOG00000010906
manacus_vitellinus ENSMVIG00005012789
melopsittacus_undulatus ENSMUNG00000005171
calidris_pygmaea ENSCPGG00000016054
calidris_pugnax ENSCPUG00000014534
crocodylus_porosus ENSCPRG00005018477
chelonoidis_abingdonii ENSCABG00000011509
gopherus_agassizii ENSGAGG00000020477
chrysemys_picta_bellii ENSCPBG00000010264
pelodiscus_sinensis ENSPSIG00000018184
pogona_vitticeps ENSPVIG00000016098
anolis_carolinensis ENSACAG00000014575
notechis_scutatus ENSNSUG00000009911
salvator_merianae ENSSMRG00000005027
sphenodon_punctatus ENSSPUG00000014882
xenopus_tropicalis ENSXETG00000009979
latimeria_chalumnae ENSLACG00000018489
amphiprion_ocellaris ENSAOCG00000010124
amphiprion_percula ENSAPEG00000005561
amphiprion_percula ENSAPEG00000005398
acanthochromis_polyacanthus ENSAPOG00000011561
stegastes_partitus ENSSPAG00000014267
astatotilapia_calliptera ENSACLG00000010722
maylandia_zebra ENSMZEG00005022805
haplochromis_burtoni ENSHBUG00000012162
pundamilia_nyererei ENSPNYG00000002877
oreochromis_niloticus ENSONIG00000007871
neolamprologus_brichardi ENSNBRG00000003711
amphilophus_citrinellus ENSACIG00000018140
scophthalmus_maximus ENSSMAG00000014404
cynoglossus_semilaevis ENSCSEG00000012079
seriola_dumerili ENSSDUG00000017313
