caenorhabditis_elegans_strain_n2 WBGene00022046
drosophila_melanogaster FBgn0011824
pogona_vitticeps ENSPVIG00000004109
anolis_carolinensis ENSACAG00000010031
notechis_scutatus ENSNSUG00000003730
salvator_merianae ENSSMRG00000014670
sphenodon_punctatus ENSSPUG00000008707
nothoprocta_perdicaria ENSNPEG00000000984
dromaius_novaehollandiae ENSDNVG00000008778
apteryx_owenii ENSAOWG00000010857
apteryx_haastii ENSAHAG00000010801
apteryx_rowi ENSARWG00000012439
lonchura_striata_domestica ENSLSDG00000012592
serinus_canaria ENSSCAG00000012982
ficedula_albicollis ENSFALG00000006445
taeniopygia_guttata ENSTGUG00000004185
parus_major ENSPMJG00000010111
gallus_gallus ENSGALG00000020164
meleagris_gallopavo ENSMGAG00000011058
numida_meleagris ENSNMEG00000006633
coturnix_japonica ENSCJPG00005006897
calidris_pygmaea ENSCPGG00000015952
calidris_pugnax ENSCPUG00000016421
melopsittacus_undulatus ENSMUNG00000002068
anser_brachyrhynchus ENSABRG00000007360
anas_platyrhynchos_platyrhynchos ENSAPLG00000010926
junco_hyemalis ENSJHYG00000004523
zonotrichia_albicollis ENSZALG00000005494
cyanistes_caeruleus ENSCCEG00000011879
lepidothrix_coronata ENSLCOG00000003882
manacus_vitellinus ENSMVIG00005015351
crocodylus_porosus ENSCPRG00005005627
gopherus_agassizii ENSGAGG00000004393
chrysemys_picta_bellii ENSCPBG00000004310
chelonoidis_abingdonii ENSCABG00000005998
pelodiscus_sinensis ENSPSIG00000002970
castor_canadensis ENSCCNG00000016231
dipodomys_ordii ENSDORG00000000482
mus_musculus ENSMUSG00000028010
mus_spicilegus ENSMSIG00000030600
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026580
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025627
mus_pahari MGP_PahariEiJ_G0027076
rattus_norvegicus ENSRNOG00000061146
meriones_unguiculatus ENSMUGG00000021630
cricetulus_griseus_chok1gshd ENSCGRG00001003919
cricetulus_griseus_crigri ENSCGRG00000010165
cricetulus_griseus_crigri-picr ENSCGRG00015004975
mesocricetus_auratus ENSMAUG00000016788
peromyscus_maniculatus_bairdii ENSPEMG00000015838
microtus_ochrogaster ENSMOCG00000001340
nannospalax_galili ENSNGAG00000008268
jaculus_jaculus ENSJJAG00000010063
heterocephalus_glaber_female ENSHGLG00000000493
heterocephalus_glaber_male ENSHGLG00100016873
fukomys_damarensis ENSFDAG00000006333
cavia_porcellus ENSCPOG00000004216
cavia_aperea ENSCAPG00000014977
octodon_degus ENSODEG00000011083
chinchilla_lanigera ENSCLAG00000005335
ochotona_princeps ENSOPRG00000012089
pan_paniscus ENSPPAG00000014081
pan_troglodytes ENSPTRG00000016364
gorilla_gorilla ENSGGOG00000008681
homo_sapiens ENSG00000109534
pongo_abelii ENSPPYG00000014996
nomascus_leucogenys ENSNLEG00000016578
macaca_fascicularis ENSMFAG00000024592
macaca_nemestrina ENSMNEG00000042594
macaca_mulatta ENSMMUG00000021225
mandrillus_leucophaeus ENSMLEG00000002496
theropithecus_gelada ENSTGEG00000002837
papio_anubis ENSPANG00000000639
chlorocebus_sabaeus ENSCSAG00000003922
cercocebus_atys ENSCATG00000021854
rhinopithecus_roxellana ENSRROG00000028454
rhinopithecus_bieti ENSRBIG00000019547
piliocolobus_tephrosceles ENSPTEG00000032457
colobus_angolensis_palliatus ENSCANG00000039262
gorilla_gorilla ENSGGOG00000036205
pan_troglodytes ENSPTRG00000049340
nomascus_leucogenys ENSNLEG00000034282
macaca_mulatta ENSMMUG00000038929
macaca_fascicularis ENSMFAG00000003572
papio_anubis ENSPANG00000033062
rhinopithecus_bieti ENSRBIG00000042411
rhinopithecus_roxellana ENSRROG00000044348
cebus_capucinus ENSCCAG00000029372
saimiri_boliviensis_boliviensis ENSSBOG00000024785
callithrix_jacchus ENSCJAG00000004041
aotus_nancymaae ENSANAG00000021608
carlito_syrichta ENSTSYG00000013668
carlito_syrichta ENSTSYG00000026632
microcebus_murinus ENSMICG00000003326
propithecus_coquereli ENSPCOG00000027049
otolemur_garnettii ENSOGAG00000004693
urocitellus_parryii ENSUPAG00010015610
ictidomys_tridecemlineatus ENSSTOG00000005577
spermophilus_dauricus ENSSDAG00000009154
marmota_marmota_marmota ENSMMMG00000010623
oryctolagus_cuniculus ENSOCUG00000003901
panthera_pardus ENSPPRG00000023697
felis_catus ENSFCAG00000040791
panthera_tigris_altaica ENSPTIG00000021565
vulpes_vulpes ENSVVUG00000017612
canis_lupus_dingo ENSCAFG00020015566
canis_lupus_familiaris ENSCAFG00000011503
