apteryx_haastii ENSAHAG00000008277
apteryx_owenii ENSAOWG00000002498
apteryx_rowi ENSARWG00000010405
dromaius_novaehollandiae ENSDNVG00000005911
nothoprocta_perdicaria ENSNPEG00000000497
anser_brachyrhynchus ENSABRG00000013915
anas_platyrhynchos_platyrhynchos ENSAPLG00000010794
gallus_gallus ENSGALG00000013097
meleagris_gallopavo ENSMGAG00000013570
coturnix_japonica ENSCJPG00005002928
numida_meleagris ENSNMEG00000009717
taeniopygia_guttata ENSTGUG00000012392
lonchura_striata_domestica ENSLSDG00000017899
junco_hyemalis ENSJHYG00000014265
zonotrichia_albicollis ENSZALG00000004099
serinus_canaria ENSSCAG00000006449
ficedula_albicollis ENSFALG00000009672
cyanistes_caeruleus ENSCCEG00000012735
parus_major ENSPMJG00000010721
manacus_vitellinus ENSMVIG00005012820
lepidothrix_coronata ENSLCOG00000012708
melopsittacus_undulatus ENSMUNG00000005440
calidris_pugnax ENSCPUG00000019516
calidris_pygmaea ENSCPGG00000006494
crocodylus_porosus ENSCPRG00005012625
chelonoidis_abingdonii ENSCABG00000008327
gopherus_agassizii ENSGAGG00000012809
chrysemys_picta_bellii ENSCPBG00000028251
pelodiscus_sinensis ENSPSIG00000007610
pogona_vitticeps ENSPVIG00000020083
anolis_carolinensis ENSACAG00000014493
notechis_scutatus ENSNSUG00000008209
salvator_merianae ENSSMRG00000005623
sphenodon_punctatus ENSSPUG00000011443
phascolarctos_cinereus ENSPCIG00000036941
notamacropus_eugenii ENSMEUG00000007086
monodelphis_domestica ENSMODG00000017901
choloepus_hoffmanni ENSCHOG00000003290
dasypus_novemcinctus ENSDNOG00000010715
procavia_capensis ENSPCAG00000005280
echinops_telfairi ENSETEG00000007462
loxodonta_africana ENSLAFG00000012917
colobus_angolensis_palliatus ENSCANG00000032968
piliocolobus_tephrosceles ENSPTEG00000018778
rhinopithecus_bieti ENSRBIG00000020386
rhinopithecus_roxellana ENSRROG00000038694
mandrillus_leucophaeus ENSMLEG00000005044
papio_anubis ENSPANG00000005521
cercocebus_atys ENSCATG00000030181
macaca_fascicularis ENSMFAG00000000423
macaca_mulatta ENSMMUG00000002358
