calidris_pygmaea ENSCPGG00000010116
calidris_pugnax ENSCPUG00000001261
melopsittacus_undulatus ENSMUNG00000003275
taeniopygia_guttata ENSTGUG00000012764
lonchura_striata_domestica ENSLSDG00000017340
serinus_canaria ENSSCAG00000003957
zonotrichia_albicollis ENSZALG00000012829
junco_hyemalis ENSJHYG00000000671
ficedula_albicollis ENSFALG00000000358
cyanistes_caeruleus ENSCCEG00000023934
parus_major ENSPMJG00000017848
lepidothrix_coronata ENSLCOG00000012236
manacus_vitellinus ENSMVIG00005012793
anser_brachyrhynchus ENSABRG00000009078
anas_platyrhynchos_platyrhynchos ENSAPLG00000004690
gallus_gallus ENSGALG00000017190
coturnix_japonica ENSCJPG00005003770
meleagris_gallopavo ENSMGAG00000015177
numida_meleagris ENSNMEG00000019658
apteryx_haastii ENSAHAG00000006507
apteryx_rowi ENSARWG00000014808
apteryx_owenii ENSAOWG00000008386
dromaius_novaehollandiae ENSDNVG00000018269
nothoprocta_perdicaria ENSNPEG00000004439
crocodylus_porosus ENSCPRG00005014875
gopherus_agassizii ENSGAGG00000010517
chelonoidis_abingdonii ENSCABG00000022539
chrysemys_picta_bellii ENSCPBG00000027420
pelodiscus_sinensis ENSPSIG00000012355
pogona_vitticeps ENSPVIG00000024126
notechis_scutatus ENSNSUG00000006044
salvator_merianae ENSSMRG00000010744
anolis_carolinensis ENSACAG00000012816
sarcophilus_harrisii ENSSHAG00000008521
phascolarctos_cinereus ENSPCIG00000015909
monodelphis_domestica ENSMODG00000000558
choloepus_hoffmanni ENSCHOG00000010702
dasypus_novemcinctus ENSDNOG00000032731
loxodonta_africana ENSLAFG00000003624
procavia_capensis ENSPCAG00000001926
echinops_telfairi ENSETEG00000004492
bos_mutus ENSBMUG00000018836
bos_taurus ENSBTAG00000020032
bison_bison_bison ENSBBBG00000007271
ovis_aries ENSOARG00000007051
capra_hircus ENSCHIG00000010122
tursiops_truncatus ENSTTRG00000011038
sus_scrofa ENSSSCG00000014979
vicugna_pacos ENSVPAG00000002980
pteropus_vampyrus ENSPVAG00000011791
myotis_lucifugus ENSMLUG00000002690
ursus_maritimus ENSUMAG00000009324
ursus_americanus ENSUAMG00000011435
ailuropoda_melanoleuca ENSAMEG00000009985
canis_lupus_dingo ENSCAFG00020009832
canis_lupus_familiaris ENSCAFG00000015131
vulpes_vulpes ENSVVUG00000010517
mustela_putorius_furo ENSMPUG00000007230
neovison_vison ENSNVIG00000021570
panthera_pardus ENSPPRG00000020277
panthera_tigris_altaica ENSPTIG00000010011
felis_catus ENSFCAG00000026336
equus_caballus ENSECAG00000000666
equus_asinus_asinus ENSEASG00005011151
erinaceus_europaeus ENSEEUG00000010020
sorex_araneus ENSSARG00000009548
pan_paniscus ENSPPAG00000005466
pan_troglodytes ENSPTRG00000004209
homo_sapiens ENSG00000110318
gorilla_gorilla ENSGGOG00000004641
pongo_abelii ENSPPYG00000003804
nomascus_leucogenys ENSNLEG00000007160
macaca_fascicularis ENSMFAG00000030828
macaca_mulatta ENSMMUG00000020784
macaca_nemestrina ENSMNEG00000041461
mandrillus_leucophaeus ENSMLEG00000032349
cercocebus_atys ENSCATG00000028236
papio_anubis ENSPANG00000005405
theropithecus_gelada ENSTGEG00000012559
chlorocebus_sabaeus ENSCSAG00000003230
rhinopithecus_roxellana ENSRROG00000029205
rhinopithecus_bieti ENSRBIG00000039776
piliocolobus_tephrosceles ENSPTEG00000032694
colobus_angolensis_palliatus ENSCANG00000034567
cebus_capucinus ENSCCAG00000033127
saimiri_boliviensis_boliviensis ENSSBOG00000028647
callithrix_jacchus ENSCJAG00000000621
aotus_nancymaae ENSANAG00000033095
carlito_syrichta ENSTSYG00000035319
microcebus_murinus ENSMICG00000009111
propithecus_coquereli ENSPCOG00000024276
prolemur_simus ENSPSMG00000009809
otolemur_garnettii ENSOGAG00000009858
tupaia_belangeri ENSTBEG00000005646
castor_canadensis ENSCCNG00000015408
dipodomys_ordii ENSDORG00000025333
mus_spicilegus ENSMSIG00000022657
mus_musculus ENSMUSG00000040729
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032885
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031765
mus_pahari MGP_PahariEiJ_G0014643
rattus_norvegicus ENSRNOG00000021839
meriones_unguiculatus ENSMUGG00000008426
cricetulus_griseus_chok1gshd ENSCGRG00001023949
cricetulus_griseus_crigri-picr ENSCGRG00015000099
cricetulus_griseus_crigri ENSCGRG00000017940
mesocricetus_auratus ENSMAUG00000013444
peromyscus_maniculatus_bairdii ENSPEMG00000020512
microtus_ochrogaster ENSMOCG00000013353
nannospalax_galili ENSNGAG00000011061
jaculus_jaculus ENSJJAG00000014011
chinchilla_lanigera ENSCLAG00000012819
octodon_degus ENSODEG00000014031
cavia_porcellus ENSCPOG00000001844
heterocephalus_glaber_male ENSHGLG00100012168
heterocephalus_glaber_female ENSHGLG00000000639
fukomys_damarensis ENSFDAG00000013404
urocitellus_parryii ENSUPAG00010019487
ictidomys_tridecemlineatus ENSSTOG00000004605
spermophilus_dauricus ENSSDAG00000016640
marmota_marmota_marmota ENSMMMG00000002769
oryctolagus_cuniculus ENSOCUG00000000342
ornithorhynchus_anatinus ENSOANG00000010490
xenopus_tropicalis ENSXETG00000032504
latimeria_chalumnae ENSLACG00000008985
xiphophorus_maculatus ENSXMAG00000023671
gambusia_affinis ENSGAFG00000020296
poecilia_mexicana ENSPMEG00000006024
poecilia_formosa ENSPFOG00000022758
poecilia_reticulata ENSPREG00000014936
fundulus_heteroclitus ENSFHEG00000014262
cyprinodon_variegatus ENSCVAG00000023423
kryptolebias_marmoratus ENSKMAG00000003922
oryzias_latipes ENSORLG00020015896
oryzias_latipes_asm223469v1 ENSORLG00015021654
oryzias_melastigma ENSOMEG00000001445
seriola_dumerili ENSSDUG00000019048
seriola_lalandi_dorsalis ENSSLDG00000019448
scophthalmus_maximus ENSSMAG00000001791
mastacembelus_armatus ENSMAMG00000012316
monopterus_albus ENSMALG00000010226
anabas_testudineus ENSATEG00000010125
labrus_bergylta ENSLBEG00000000559
amphiprion_ocellaris ENSAOCG00000007643
amphiprion_percula ENSAPEG00000012333
acanthochromis_polyacanthus ENSAPOG00000023125
astatotilapia_calliptera ENSACLG00000022885
maylandia_zebra ENSMZEG00005024060
haplochromis_burtoni ENSHBUG00000001428
pundamilia_nyererei ENSPNYG00000009405
neolamprologus_brichardi ENSNBRG00000002457
cynoglossus_semilaevis ENSCSEG00000006789
gasterosteus_aculeatus ENSGACG00000012151
esox_lucius ENSELUG00000023684
pygocentrus_nattereri ENSPNAG00000019548
astyanax_mexicanus ENSAMXG00000031175
ictalurus_punctatus ENSIPUG00000012388
danio_rerio ENSDARG00000068398
lepisosteus_oculatus ENSLOCG00000005619
ciona_intestinalis ENSCING00000002593
ciona_intestinalis ENSCING00000022052
ciona_savignyi ENSCSAVG00000009426
