labrus_bergylta ENSLBEG00000017634
gasterosteus_aculeatus ENSGACG00000017937
seriola_lalandi_dorsalis ENSSLDG00000016212
seriola_dumerili ENSSDUG00000002349
astatotilapia_calliptera ENSACLG00000027710
pundamilia_nyererei ENSPNYG00000016512
haplochromis_burtoni ENSHBUG00000012498
maylandia_zebra ENSMZEG00005014445
neolamprologus_brichardi ENSNBRG00000021791
oreochromis_niloticus ENSONIG00000012798
amphilophus_citrinellus ENSACIG00000009269
monopterus_albus ENSMALG00000009778
mastacembelus_armatus ENSMAMG00000000614
anabas_testudineus ENSATEG00000005108
tetraodon_nigroviridis ENSTNIG00000005036
takifugu_rubripes ENSTRUG00000012990
mola_mola ENSMMOG00000012131
cynoglossus_semilaevis ENSCSEG00000016818
hippocampus_comes ENSHCOG00000012042
amphiprion_ocellaris ENSAOCG00000020665
amphiprion_percula ENSAPEG00000019637
acanthochromis_polyacanthus ENSAPOG00000011334
stegastes_partitus ENSSPAG00000000325
oryzias_latipes ENSORLG00000014772
oryzias_latipes ENSORLG00020003159
oryzias_latipes_asm223469v1 ENSORLG00015016369
oryzias_melastigma ENSOMEG00000006968
poecilia_latipinna ENSPLAG00000019156
poecilia_mexicana ENSPMEG00000015380
poecilia_formosa ENSPFOG00000002847
poecilia_reticulata ENSPREG00000001446
xiphophorus_maculatus ENSXMAG00000016535
xiphophorus_couchianus ENSXCOG00000006689
gambusia_affinis ENSGAFG00000007878
cyprinodon_variegatus ENSCVAG00000022237
kryptolebias_marmoratus ENSKMAG00000002921
scophthalmus_maximus ENSSMAG00000013660
fundulus_heteroclitus ENSFHEG00000014968
periophthalmus_magnuspinnatus ENSPMGG00000022901
gadus_morhua ENSGMOG00000010042
esox_lucius ENSELUG00000011802
pygocentrus_nattereri ENSPNAG00000015438
astyanax_mexicanus ENSAMXG00000039927
ictalurus_punctatus ENSIPUG00000004805
danio_rerio ENSDARG00000079031
