chelonoidis_abingdonii ENSCABG00000009999
gopherus_agassizii ENSGAGG00000000330
chrysemys_picta_bellii ENSCPBG00000015166
pelodiscus_sinensis ENSPSIG00000004523
crocodylus_porosus ENSCPRG00005014399
calidris_pygmaea ENSCPGG00000000312
anolis_carolinensis ENSACAG00000015463
notechis_scutatus ENSNSUG00000019538
salvator_merianae ENSSMRG00000002442
pogona_vitticeps ENSPVIG00000009272
sphenodon_punctatus ENSSPUG00000019003
notamacropus_eugenii ENSMEUG00000009201
phascolarctos_cinereus ENSPCIG00000019382
monodelphis_domestica ENSMODG00000009990
sorex_araneus ENSSARG00000008233
erinaceus_europaeus ENSEEUG00000000014
carlito_syrichta ENSTSYG00000012190
mustela_putorius_furo ENSMPUG00000014943
neovison_vison ENSNVIG00000023352
ursus_americanus ENSUAMG00000009911
ursus_maritimus ENSUMAG00000017392
ailuropoda_melanoleuca ENSAMEG00000003336
canis_lupus_familiaris ENSCAFG00000012943
canis_lupus_dingo ENSCAFG00020026638
vulpes_vulpes ENSVVUG00000005809
panthera_pardus ENSPPRG00000013549
panthera_tigris_altaica ENSPTIG00000005659
felis_catus ENSFCAG00000037758
equus_asinus_asinus ENSEASG00005012801
equus_caballus ENSECAG00000014598
bos_mutus ENSBMUG00000006845
bos_taurus ENSBTAG00000009885
bison_bison_bison ENSBBBG00000013539
ovis_aries ENSOARG00000013289
ovis_aries ENSOARG00000007219
capra_hircus ENSCHIG00000021422
tursiops_truncatus ENSTTRG00000001670
sus_scrofa ENSSSCG00000036944
pteropus_vampyrus ENSPVAG00000000151
myotis_lucifugus ENSMLUG00000012635
prolemur_simus ENSPSMG00000010174
microcebus_murinus ENSMICG00000043629
propithecus_coquereli ENSPCOG00000024851
propithecus_coquereli ENSPCOG00000015781
otolemur_garnettii ENSOGAG00000006859
pan_troglodytes ENSPTRG00000009516
pan_paniscus ENSPPAG00000034803
gorilla_gorilla ENSGGOG00000016865
homo_sapiens ENSG00000136463
pongo_abelii ENSPPYG00000008526
nomascus_leucogenys ENSNLEG00000030032
colobus_angolensis_palliatus ENSCANG00000042658
piliocolobus_tephrosceles ENSPTEG00000009044
