myotis_lucifugus ENSMLUG00000014400
echinops_telfairi ENSETEG00000020017
bison_bison_bison ENSBBBG00000002983
bos_taurus ENSBTAG00000005161
bos_mutus ENSBMUG00000010786
capra_hircus ENSCHIG00000019010
ovis_aries ENSOARG00000002448
tursiops_truncatus ENSTTRG00000015867
sus_scrofa ENSSSCG00000006550
equus_caballus ENSECAG00000001415
equus_asinus_asinus ENSEASG00005000350
loxodonta_africana ENSLAFG00000014088
procavia_capensis ENSPCAG00000014578
choloepus_hoffmanni ENSCHOG00000009219
dasypus_novemcinctus ENSDNOG00000019161
castor_canadensis ENSCCNG00000020459
dipodomys_ordii ENSDORG00000008652
mus_spicilegus ENSMSIG00000027245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026163
mus_musculus ENSMUSG00000060671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025220
mus_pahari MGP_PahariEiJ_G0026664
rattus_norvegicus ENSRNOG00000020822
meriones_unguiculatus ENSMUGG00000008413
peromyscus_maniculatus_bairdii ENSPEMG00000017200
microtus_ochrogaster ENSMOCG00000000840
cricetulus_griseus_chok1gshd ENSCGRG00001011569
cricetulus_griseus_crigri-picr ENSCGRG00015004371
cricetulus_griseus_crigri ENSCGRG00000011325
mesocricetus_auratus ENSMAUG00000001174
nannospalax_galili ENSNGAG00000016615
urocitellus_parryii ENSUPAG00010001155
ictidomys_tridecemlineatus ENSSTOG00000014623
marmota_marmota_marmota ENSMMMG00000017287
spermophilus_dauricus ENSSDAG00000000421
chinchilla_lanigera ENSCLAG00000003593
octodon_degus ENSODEG00000010646
cavia_porcellus ENSCPOG00000014022
cavia_aperea ENSCAPG00000005741
heterocephalus_glaber_female ENSHGLG00000018554
heterocephalus_glaber_male ENSHGLG00100016383
fukomys_damarensis ENSFDAG00000002053
oryctolagus_cuniculus ENSOCUG00000016320
ochotona_princeps ENSOPRG00000012535
pan_troglodytes ENSPTRG00000001382
pan_paniscus ENSPPAG00000034141
homo_sapiens ENSG00000143515
gorilla_gorilla ENSGGOG00000011901
pongo_abelii ENSPPYG00000029424
nomascus_leucogenys ENSNLEG00000011314
cercocebus_atys ENSCATG00000041069
mandrillus_leucophaeus ENSMLEG00000034100
theropithecus_gelada ENSTGEG00000021185
papio_anubis ENSPANG00000015836
macaca_fascicularis ENSMFAG00000025147
macaca_nemestrina ENSMNEG00000037311
macaca_mulatta ENSMMUG00000023364
chlorocebus_sabaeus ENSCSAG00000001941
colobus_angolensis_palliatus ENSCANG00000031464
piliocolobus_tephrosceles ENSPTEG00000034445
rhinopithecus_bieti ENSRBIG00000026726
rhinopithecus_roxellana ENSRROG00000028829
cebus_capucinus ENSCCAG00000030333
saimiri_boliviensis_boliviensis ENSSBOG00000034424
callithrix_jacchus ENSCJAG00000009583
aotus_nancymaae ENSANAG00000029979
carlito_syrichta ENSTSYG00000009361
propithecus_coquereli ENSPCOG00000018835
microcebus_murinus ENSMICG00000003529
prolemur_simus ENSPSMG00000022457
otolemur_garnettii ENSOGAG00000013062
tupaia_belangeri ENSTBEG00000002871
ursus_americanus ENSUAMG00000014190
ursus_maritimus ENSUMAG00000019998
ailuropoda_melanoleuca ENSAMEG00000011695
mustela_putorius_furo ENSMPUG00000007409
neovison_vison ENSNVIG00000018053
canis_lupus_familiaris ENSCAFG00000017197
canis_lupus_dingo ENSCAFG00020008340
vulpes_vulpes ENSVVUG00000000515
panthera_pardus ENSPPRG00000010347
felis_catus ENSFCAG00000010416
pteropus_vampyrus ENSPVAG00000002734
sorex_araneus ENSSARG00000009102
jaculus_jaculus ENSJJAG00000023267
jaculus_jaculus ENSJJAG00000023975
panthera_tigris_altaica ENSPTIG00000001603
ornithorhynchus_anatinus ENSOANG00000028920
sphenodon_punctatus ENSSPUG00000002979
ornithorhynchus_anatinus ENSOANG00000030216
erinaceus_europaeus ENSEEUG00000014231
phascolarctos_cinereus ENSPCIG00000029269
notamacropus_eugenii ENSMEUG00000008539
monodelphis_domestica ENSMODG00000017204
sarcophilus_harrisii ENSSHAG00000013410
apteryx_haastii ENSAHAG00000000783
apteryx_owenii ENSAOWG00000006008
apteryx_rowi ENSARWG00000007878
dromaius_novaehollandiae ENSDNVG00000003881
nothoprocta_perdicaria ENSNPEG00000014107
lonchura_striata_domestica ENSLSDG00000016481
taeniopygia_guttata ENSTGUG00000003921
serinus_canaria ENSSCAG00000012942
zonotrichia_albicollis ENSZALG00000000833
junco_hyemalis ENSJHYG00000001041
parus_major ENSPMJG00000000586
cyanistes_caeruleus ENSCCEG00000012310
ficedula_albicollis ENSFALG00000001195
manacus_vitellinus ENSMVIG00005010525
lepidothrix_coronata ENSLCOG00000007697
calidris_pygmaea ENSCPGG00000006594
calidris_pugnax ENSCPUG00000017972
anas_platyrhynchos_platyrhynchos ENSAPLG00000022137
anser_brachyrhynchus ENSABRG00000019455
gallus_gallus ENSGALG00000034501
meleagris_gallopavo ENSMGAG00000005009
coturnix_japonica ENSCJPG00005014206
numida_meleagris ENSNMEG00000006251
crocodylus_porosus ENSCPRG00005013833
gopherus_agassizii ENSGAGG00000009773
chelonoidis_abingdonii ENSCABG00000003560
chrysemys_picta_bellii ENSCPBG00000024657
pogona_vitticeps ENSPVIG00000023413
salvator_merianae ENSSMRG00000002759
notechis_scutatus ENSNSUG00000001288
anolis_carolinensis ENSACAG00000011266
ornithorhynchus_anatinus ENSOANG00000028369
latimeria_chalumnae ENSLACG00000013838
