petromyzon_marinus ENSPMAG00000000893
eptatretus_burgeri ENSEBUG00000007349
calidris_pugnax ENSCPUG00000019914
melopsittacus_undulatus ENSMUNG00000013950
parus_major ENSPMJG00000019662
ficedula_albicollis ENSFALG00000006243
lonchura_striata_domestica ENSLSDG00000014870
serinus_canaria ENSSCAG00000009134
junco_hyemalis ENSJHYG00000006190
lepidothrix_coronata ENSLCOG00000008714
anas_platyrhynchos_platyrhynchos ENSAPLG00000027003
gallus_gallus ENSGALG00000023703
meleagris_gallopavo ENSMGAG00000005962
anser_brachyrhynchus ENSABRG00000012015
calidris_pygmaea ENSCPGG00000005779
taeniopygia_guttata ENSTGUG00000006346
zonotrichia_albicollis ENSZALG00000002727
apteryx_haastii ENSAHAG00000014656
apteryx_rowi ENSARWG00000013866
apteryx_owenii ENSAOWG00000007734
dromaius_novaehollandiae ENSDNVG00000014983
nothoprocta_perdicaria ENSNPEG00000010933
coturnix_japonica ENSCJPG00005012619
crocodylus_porosus ENSCPRG00005014281
chelonoidis_abingdonii ENSCABG00000009936
gopherus_agassizii ENSGAGG00000011593
chrysemys_picta_bellii ENSCPBG00000020100
sphenodon_punctatus ENSSPUG00000004649
ornithorhynchus_anatinus ENSOANG00000028655
pogona_vitticeps ENSPVIG00000018423
anolis_carolinensis ENSACAG00000012445
salvator_merianae ENSSMRG00000000150
tursiops_truncatus ENSTTRG00000016332
sus_scrofa ENSSSCG00000017787
bos_mutus ENSBMUG00000008948
bos_taurus ENSBTAG00000012040
bison_bison_bison ENSBBBG00000005461
capra_hircus ENSCHIG00000021865
ovis_aries ENSOARG00000007782
equus_caballus ENSECAG00000008938
equus_asinus_asinus ENSEASG00005009780
myotis_lucifugus ENSMLUG00000003040
pteropus_vampyrus ENSPVAG00000009272
ursus_americanus ENSUAMG00000022280
ursus_maritimus ENSUMAG00000010716
ailuropoda_melanoleuca ENSAMEG00000004182
neovison_vison ENSNVIG00000015636
mustela_putorius_furo ENSMPUG00000013970
canis_lupus_dingo ENSCAFG00020011475
canis_lupus_familiaris ENSCAFG00000018930
vulpes_vulpes ENSVVUG00000021029
panthera_pardus ENSPPRG00000017907
panthera_tigris_altaica ENSPTIG00000021164
felis_catus ENSFCAG00000002758
erinaceus_europaeus ENSEEUG00000010725
propithecus_coquereli ENSPCOG00000004787
prolemur_simus ENSPSMG00000025312
microcebus_murinus ENSMICG00000005414
otolemur_garnettii ENSOGAG00000000800
pan_troglodytes ENSPTRG00000008952
pan_paniscus ENSPPAG00000029400
homo_sapiens ENSG00000108262
gorilla_gorilla ENSGGOG00000017001
nomascus_leucogenys ENSNLEG00000003394
rhinopithecus_roxellana ENSRROG00000007047
colobus_angolensis_palliatus ENSCANG00000034733
rhinopithecus_bieti ENSRBIG00000036443
piliocolobus_tephrosceles ENSPTEG00000033102
cercocebus_atys ENSCATG00000030439
chlorocebus_sabaeus ENSCSAG00000006944
theropithecus_gelada ENSTGEG00000010832
papio_anubis ENSPANG00000023275
macaca_mulatta ENSMMUG00000014408
macaca_nemestrina ENSMNEG00000035276
mandrillus_leucophaeus ENSMLEG00000034127
macaca_fascicularis ENSMFAG00000039346
theropithecus_gelada ENSTGEG00000007726
pongo_abelii ENSPPYG00000008125
cebus_capucinus ENSCCAG00000037755
saimiri_boliviensis_boliviensis ENSSBOG00000030183
callithrix_jacchus ENSCJAG00000013586
aotus_nancymaae ENSANAG00000022411
carlito_syrichta ENSTSYG00000028800
chinchilla_lanigera ENSCLAG00000005307
octodon_degus ENSODEG00000009604
cavia_aperea ENSCAPG00000005804
cavia_porcellus ENSCPOG00000005710
heterocephalus_glaber_female ENSHGLG00000006956
heterocephalus_glaber_male ENSHGLG00100018764
fukomys_damarensis ENSFDAG00000016088
spermophilus_dauricus ENSSDAG00000000725
ictidomys_tridecemlineatus ENSSTOG00000014292
marmota_marmota_marmota ENSMMMG00000003150
urocitellus_parryii ENSUPAG00010019001
mus_spicilegus ENSMSIG00000025882
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017617
mus_musculus ENSMUSG00000011877
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016774
mus_pahari MGP_PahariEiJ_G0017911
rattus_norvegicus ENSRNOG00000061270
meriones_unguiculatus ENSMUGG00000004705
microtus_ochrogaster ENSMOCG00000011144
peromyscus_maniculatus_bairdii ENSPEMG00000021628
cricetulus_griseus_chok1gshd ENSCGRG00001018873
cricetulus_griseus_crigri-picr ENSCGRG00015016835
cricetulus_griseus_crigri ENSCGRG00000013393
mesocricetus_auratus ENSMAUG00000017744
nannospalax_galili ENSNGAG00000017763
jaculus_jaculus ENSJJAG00000014479
castor_canadensis ENSCCNG00000028680
dipodomys_ordii ENSDORG00000004699
tupaia_belangeri ENSTBEG00000015315
loxodonta_africana ENSLAFG00000004980
procavia_capensis ENSPCAG00000006535
sorex_araneus ENSSARG00000010021
echinops_telfairi ENSETEG00000005261
oryctolagus_cuniculus ENSOCUG00000016586
ochotona_princeps ENSOPRG00000007741
dasypus_novemcinctus ENSDNOG00000041904
notamacropus_eugenii ENSMEUG00000003532
phascolarctos_cinereus ENSPCIG00000014936
sarcophilus_harrisii ENSSHAG00000006609
ornithorhynchus_anatinus ENSOANG00000031696
xenopus_tropicalis ENSXETG00000009445
lepidothrix_coronata ENSLCOG00000008713
latimeria_chalumnae ENSLACG00000014239
scleropages_formosus ENSSFOG00015005553
paramormyrops_kingsleyae ENSPKIG00000014092
astyanax_mexicanus ENSAMXG00000010333
pygocentrus_nattereri ENSPNAG00000009020
ictalurus_punctatus ENSIPUG00000019732
danio_rerio ENSDARG00000039489
xiphophorus_maculatus ENSXMAG00000012029
xiphophorus_couchianus ENSXCOG00000001834
gambusia_affinis ENSGAFG00000014077
poecilia_formosa ENSPFOG00000009731
poecilia_latipinna ENSPLAG00000013246
poecilia_mexicana ENSPMEG00000023280
poecilia_reticulata ENSPREG00000006717
cyprinodon_variegatus ENSCVAG00000014544
fundulus_heteroclitus ENSFHEG00000011649
oryzias_latipes ENSORLG00000013855
oryzias_latipes ENSORLG00020010214
oryzias_latipes_asm223469v1 ENSORLG00015018298
