gasterosteus_aculeatus ENSGACG00000015707
hippocampus_comes ENSHCOG00000002822
seriola_dumerili ENSSDUG00000023427
seriola_lalandi ENSSLDG00000013672
scophthalmus_maximus ENSSMAG00000009966
mola_mola ENSMMOG00000008594
labrus_bergylta ENSLBEG00000027841
mastacembelus_armatus ENSMAMG00000004721
stegastes_partitus ENSSPAG00000005582
stegastes_partitus ENSSPAG00000005574
amphiprion_ocellaris ENSAOCG00000010126
amphiprion_percula ENSAPEG00000004933
acanthochromis_polyacanthus ENSAPOG00000005762
xiphophorus_maculatus ENSXMAG00000019046
xiphophorus_couchianus ENSXCOG00000017653
gambusia_affinis ENSGAFG00000003488
poecilia_mexicana ENSPMEG00000008723
poecilia_formosa ENSPFOG00000001100
poecilia_latipinna ENSPLAG00000005240
poecilia_reticulata ENSPREG00000018308
fundulus_heteroclitus ENSFHEG00000006381
cyprinodon_variegatus ENSCVAG00000017639
kryptolebias_marmoratus ENSKMAG00000011498
oryzias_latipes ENSORLG00015002057
oryzias_latipes ENSORLG00020014377
oryzias_latipes ENSORLG00000001971
oryzias_melastigma ENSOMEG00000018187
maylandia_zebra ENSMZEG00005007248
haplochromis_burtoni ENSHBUG00000008137
pundamilia_nyererei ENSPNYG00000005317
neolamprologus_brichardi ENSNBRG00000019825
oreochromis_niloticus ENSONIG00000015412
amphilophus_citrinellus ENSACIG00000006065
tetraodon_nigroviridis ENSTNIG00000013493
takifugu_rubripes ENSTRUG00000018410
cynoglossus_semilaevis ENSCSEG00000011127
monopterus_albus ENSMALG00000009327
anabas_testudineus ENSATEG00000007479
periophthalmus_magnuspinnatus ENSPMGG00000017142
gadus_morhua ENSGMOG00000018645
esox_lucius ENSELUG00000003445
pygocentrus_nattereri ENSPNAG00000001369
astyanax_mexicanus ENSAMXG00000020699
danio_rerio ENSDARG00000041982
paramormyrops_kingsleyae ENSPKIG00000025536
scleropages_formosus ENSSFOG00015005415
mastacembelus_armatus ENSMAMG00000004734
lepisosteus_oculatus ENSLOCG00000010611
castor_canadensis ENSCCNG00000030577
dipodomys_ordii ENSDORG00000004761
microtus_ochrogaster ENSMOCG00000013917
peromyscus_maniculatus ENSPEMG00000021478
cricetulus_griseus ENSCGRG00000001850
cricetulus_griseus ENSCGRG00001016973
cricetulus_griseus ENSCGRG00015002983
mus_spretus MGP_SPRETEiJ_G0019742
mus_musculus ENSMUSG00000046169
mus_spicilegus ENSMSIG00000005593
mus_caroli MGP_CAROLIEiJ_G0018863
mus_pahari MGP_PahariEiJ_G0015935
rattus_norvegicus ENSRNOG00000012655
nannospalax_galili ENSNGAG00000021454
jaculus_jaculus ENSJJAG00000020075
urocitellus_parryii ENSUPAG00010019775
ictidomys_tridecemlineatus ENSSTOG00000001232
spermophilus_dauricus ENSSDAG00000006891
marmota_marmota ENSMMMG00000002260
cavia_porcellus ENSCPOG00000010307
cavia_aperea ENSCAPG00000007722
octodon_degus ENSODEG00000016583
chinchilla_lanigera ENSCLAG00000003412
heterocephalus_glaber ENSHGLG00000005305
fukomys_damarensis ENSFDAG00000010223
erinaceus_europaeus ENSEEUG00000011241
sorex_araneus ENSSARG00000004541
prolemur_simus ENSPSMG00000006192
propithecus_coquereli ENSPCOG00000009150
microcebus_murinus ENSMICG00000015180
otolemur_garnettii ENSOGAG00000010774
pan_paniscus ENSPPAG00000034795
pan_troglodytes ENSPTRG00000016927
homo_sapiens ENSG00000049192
gorilla_gorilla ENSGGOG00000016127
pongo_abelii ENSPPYG00000015507
nomascus_leucogenys ENSNLEG00000003357
