pan_troglodytes ENSPTRG00000047595
pan_paniscus ENSPPAG00000025437
gorilla_gorilla ENSGGOG00000042378
nomascus_leucogenys ENSNLEG00000027846
macaca_fascicularis ENSMFAG00000040331
macaca_nemestrina ENSMNEG00000038998
theropithecus_gelada ENSTGEG00000016188
papio_anubis ENSPANG00000033937
mandrillus_leucophaeus ENSMLEG00000029751
cercocebus_atys ENSCATG00000043504
rhinopithecus_bieti ENSRBIG00000039058
rhinopithecus_roxellana ENSRROG00000038139
colobus_angolensis_palliatus ENSCANG00000043235
piliocolobus_tephrosceles ENSPTEG00000024928
cebus_capucinus ENSCCAG00000024812
