caenorhabditis_elegans_strain_n2 WBGene00018846
drosophila_melanogaster FBgn0032198
phascolarctos_cinereus ENSPCIG00000021792
phascolarctos_cinereus ENSPCIG00000021769
phascolarctos_cinereus ENSPCIG00000009878
notamacropus_eugenii ENSMEUG00000002654
sarcophilus_harrisii ENSSHAG00000017853
sarcophilus_harrisii ENSSHAG00000008661
monodelphis_domestica ENSMODG00000016012
oryctolagus_cuniculus ENSOCUG00000009848
ochotona_princeps ENSOPRG00000017163
carlito_syrichta ENSTSYG00000014573
carlito_syrichta ENSTSYG00000035001
carlito_syrichta ENSTSYG00000032965
equus_asinus_asinus ENSEASG00005002896
equus_caballus ENSECAG00000016653
myotis_lucifugus ENSMLUG00000016602
prolemur_simus ENSPSMG00000021215
microcebus_murinus ENSMICG00000047922
propithecus_coquereli ENSPCOG00000016289
otolemur_garnettii ENSOGAG00000011229
pan_troglodytes ENSPTRG00000049619
pan_paniscus ENSPPAG00000033754
gorilla_gorilla ENSGGOG00000007002
homo_sapiens ENSG00000114942
pan_troglodytes ENSPTRG00000041347
pan_paniscus ENSPPAG00000015413
gorilla_gorilla ENSGGOG00000022441
pongo_abelii ENSPPYG00000013107
nomascus_leucogenys ENSNLEG00000007098
pan_paniscus ENSPPAG00000025319
pan_troglodytes ENSPTRG00000043790
gorilla_gorilla ENSGGOG00000025653
nomascus_leucogenys ENSNLEG00000033444
pan_troglodytes ENSPTRG00000048817
pan_paniscus ENSPPAG00000025471
gorilla_gorilla ENSGGOG00000023413
mandrillus_leucophaeus ENSMLEG00000036352
cercocebus_atys ENSCATG00000035499
macaca_mulatta ENSMMUG00000003835
chlorocebus_sabaeus ENSCSAG00000000419
rhinopithecus_roxellana ENSRROG00000040087
colobus_angolensis_palliatus ENSCANG00000023345
colobus_angolensis_palliatus ENSCANG00000037971
piliocolobus_tephrosceles ENSPTEG00000033688
rhinopithecus_bieti ENSRBIG00000040112
rhinopithecus_bieti ENSRBIG00000029882
rhinopithecus_roxellana ENSRROG00000041925
macaca_fascicularis ENSMFAG00000038364
macaca_mulatta ENSMMUG00000001054
macaca_nemestrina ENSMNEG00000030060
cercocebus_atys ENSCATG00000037736
theropithecus_gelada ENSTGEG00000003634
theropithecus_gelada ENSTGEG00000011544
papio_anubis ENSPANG00000011248
mandrillus_leucophaeus ENSMLEG00000036475
chlorocebus_sabaeus ENSCSAG00000018672
aotus_nancymaae ENSANAG00000026995
saimiri_boliviensis_boliviensis ENSSBOG00000020150
macaca_mulatta ENSMMUG00000045902
macaca_nemestrina ENSMNEG00000040098
cercocebus_atys ENSCATG00000041889
rhinopithecus_roxellana ENSRROG00000018019
colobus_angolensis_palliatus ENSCANG00000042751
rhinopithecus_bieti ENSRBIG00000035194
mandrillus_leucophaeus ENSMLEG00000044252
papio_anubis ENSPANG00000017408
pongo_abelii ENSPPYG00000004908
pan_paniscus ENSPPAG00000042000
mandrillus_leucophaeus ENSMLEG00000031724
papio_anubis ENSPANG00000009390
macaca_fascicularis ENSMFAG00000003979
macaca_mulatta ENSMMUG00000009237
macaca_nemestrina ENSMNEG00000034499
chlorocebus_sabaeus ENSCSAG00000002943
rhinopithecus_roxellana ENSRROG00000034964
rhinopithecus_bieti ENSRBIG00000032567
colobus_angolensis_palliatus ENSCANG00000027801
aotus_nancymaae ENSANAG00000026743
cebus_capucinus ENSCCAG00000025828
callithrix_jacchus ENSCJAG00000048268
cebus_capucinus ENSCCAG00000033644
callithrix_jacchus ENSCJAG00000005805
callithrix_jacchus ENSCJAG00000044951
cebus_capucinus ENSCCAG00000032621
cebus_capucinus ENSCCAG00000035325
saimiri_boliviensis_boliviensis ENSSBOG00000027834
saimiri_boliviensis_boliviensis ENSSBOG00000036258
aotus_nancymaae ENSANAG00000031085
aotus_nancymaae ENSANAG00000024356
macaca_fascicularis ENSMFAG00000043388
macaca_nemestrina ENSMNEG00000042625
papio_anubis ENSPANG00000033968
macaca_mulatta ENSMMUG00000046314
mandrillus_leucophaeus ENSMLEG00000024239
cercocebus_atys ENSCATG00000025233
piliocolobus_tephrosceles ENSPTEG00000033108
nomascus_leucogenys ENSNLEG00000027182
piliocolobus_tephrosceles ENSPTEG00000012715
theropithecus_gelada ENSTGEG00000016139
theropithecus_gelada ENSTGEG00000011662
piliocolobus_tephrosceles ENSPTEG00000013399
castor_canadensis ENSCCNG00000015227
castor_canadensis ENSCCNG00000002172
rattus_norvegicus ENSRNOG00000031628
spermophilus_dauricus ENSSDAG00000010020
bos_mutus ENSBMUG00000003064
bison_bison_bison ENSBBBG00000024178
vicugna_pacos ENSVPAG00000001352
felis_catus ENSFCAG00000035348
sorex_araneus ENSSARG00000001524
spermophilus_dauricus ENSSDAG00000019748
spermophilus_dauricus ENSSDAG00000001839
marmota_marmota_marmota ENSMMMG00000014596
urocitellus_parryii ENSUPAG00010007678
ictidomys_tridecemlineatus ENSSTOG00000005437
marmota_marmota_marmota ENSMMMG00000009075
mus_spicilegus ENSMSIG00000012804
mus_musculus ENSMUSG00000025967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015005
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014198
mus_pahari MGP_PahariEiJ_G0027436
rattus_norvegicus ENSRNOG00000024186
meriones_unguiculatus ENSMUGG00000001097
peromyscus_maniculatus_bairdii ENSPEMG00000016842
microtus_ochrogaster ENSMOCG00000004803
cricetulus_griseus_crigri-picr ENSCGRG00015028862
cricetulus_griseus_crigri ENSCGRG00000009744
cricetulus_griseus_chok1gshd ENSCGRG00001017503
mesocricetus_auratus ENSMAUG00000011478
nannospalax_galili ENSNGAG00000020801
jaculus_jaculus ENSJJAG00000004915
castor_canadensis ENSCCNG00000009817
heterocephalus_glaber_female ENSHGLG00000015147
heterocephalus_glaber_male ENSHGLG00100006422
fukomys_damarensis ENSFDAG00000016287
octodon_degus ENSODEG00000016632
octodon_degus ENSODEG00000003653
octodon_degus ENSODEG00000010229
octodon_degus ENSODEG00000015587
octodon_degus ENSODEG00000007010
cavia_porcellus ENSCPOG00000014496
cavia_aperea ENSCAPG00000011639
chinchilla_lanigera ENSCLAG00000009181
tupaia_belangeri ENSTBEG00000005657
dipodomys_ordii ENSDORG00000003669
chlorocebus_sabaeus ENSCSAG00000010238
canis_lupus_familiaris ENSCAFG00000029635
echinops_telfairi ENSETEG00000007125
pteropus_vampyrus ENSPVAG00000017334
myotis_lucifugus ENSMLUG00000029974
capra_hircus ENSCHIG00000026794
ovis_aries ENSOARG00000018622
capra_hircus ENSCHIG00000021979
bos_mutus ENSBMUG00000019833
bos_taurus ENSBTAG00000021979
bison_bison_bison ENSBBBG00000011052
capra_hircus ENSCHIG00000013040
ovis_aries ENSOARG00000019479
bos_mutus ENSBMUG00000005946
bos_taurus ENSBTAG00000004565
bison_bison_bison ENSBBBG00000004865
bison_bison_bison ENSBBBG00000008646
ovis_aries ENSOARG00000006199
capra_hircus ENSCHIG00000014633
capra_hircus ENSCHIG00000015293
ovis_aries ENSOARG00000016767
tursiops_truncatus ENSTTRG00000012780
sus_scrofa ENSSSCG00000016128
sus_scrofa ENSSSCG00000006881
neovison_vison ENSNVIG00000005362
mustela_putorius_furo ENSMPUG00000000444
canis_lupus_dingo ENSCAFG00020000617
vulpes_vulpes ENSVVUG00000016896
canis_lupus_familiaris ENSCAFG00000015433
vulpes_vulpes ENSVVUG00000020373
ursus_americanus ENSUAMG00000026423
ursus_maritimus ENSUMAG00000022481
ailuropoda_melanoleuca ENSAMEG00000003015
panthera_pardus ENSPPRG00000004175
panthera_tigris_altaica ENSPTIG00000011994
felis_catus ENSFCAG00000010239
panthera_pardus ENSPPRG00000018011
panthera_tigris_altaica ENSPTIG00000011815
felis_catus ENSFCAG00000037519
canis_lupus_familiaris ENSCAFG00000024708
dasypus_novemcinctus ENSDNOG00000000073
dasypus_novemcinctus ENSDNOG00000011787
dasypus_novemcinctus ENSDNOG00000035212
dasypus_novemcinctus ENSDNOG00000042157
choloepus_hoffmanni ENSCHOG00000013835
loxodonta_africana ENSLAFG00000011812
procavia_capensis ENSPCAG00000013348
ornithorhynchus_anatinus ENSOANG00000012964
pogona_vitticeps ENSPVIG00000002865
