loxodonta_africana ENSLAFG00000020765
procavia_capensis ENSPCAG00000010716
echinops_telfairi ENSETEG00000013795
echinops_telfairi ENSETEG00000001920
dasypus_novemcinctus ENSDNOG00000034872
macaca_mulatta ENSMMUG00000031594
theropithecus_gelada ENSTGEG00000009316
chlorocebus_sabaeus ENSCSAG00000003135
piliocolobus_tephrosceles ENSPTEG00000014018
pongo_abelii ENSPPYG00000004888
otolemur_garnettii ENSOGAG00000017003
dipodomys_ordii ENSDORG00000027656
castor_canadensis ENSCCNG00000019619
cricetulus_griseus_chok1gshd ENSCGRG00001013895
cricetulus_griseus_crigri-picr ENSCGRG00015013544
cricetulus_griseus_crigri ENSCGRG00000011551
mesocricetus_auratus ENSMAUG00000011319
microtus_ochrogaster ENSMOCG00000012760
peromyscus_maniculatus_bairdii ENSPEMG00000001891
mus_spicilegus ENSMSIG00000031255
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016513
mus_musculus ENSMUSG00000044937
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015695
mus_pahari MGP_PahariEiJ_G0031390
rattus_norvegicus ENSRNOG00000026807
meriones_unguiculatus ENSMUGG00000025603
jaculus_jaculus ENSJJAG00000009462
spermophilus_dauricus ENSSDAG00000022206
urocitellus_parryii ENSUPAG00010002542
marmota_marmota_marmota ENSMMMG00000017434
ictidomys_tridecemlineatus ENSSTOG00000005262
oryctolagus_cuniculus ENSOCUG00000025186
tupaia_belangeri ENSTBEG00000014191
ovis_aries ENSOARG00000016265
capra_hircus ENSCHIG00000018363
bos_mutus ENSBMUG00000011143
bos_taurus ENSBTAG00000027899
bison_bison_bison ENSBBBG00000016093
tursiops_truncatus ENSTTRG00000009241
erinaceus_europaeus ENSEEUG00000014204
sorex_araneus ENSSARG00000007757
pteropus_vampyrus ENSPVAG00000007276
ursus_maritimus ENSUMAG00000018926
ursus_americanus ENSUAMG00000009384
ailuropoda_melanoleuca ENSAMEG00000006536
mustela_putorius_furo ENSMPUG00000012025
neovison_vison ENSNVIG00000010582
notamacropus_eugenii ENSMEUG00000005960
sarcophilus_harrisii ENSSHAG00000000885
monodelphis_domestica ENSMODG00000002244
xenopus_tropicalis ENSXETG00000005358
latimeria_chalumnae ENSLACG00000004668
pygocentrus_nattereri ENSPNAG00000008882
danio_rerio ENSDARG00000086650
esox_lucius ENSELUG00000004901
lepisosteus_oculatus ENSLOCG00000015011
