paramormyrops_kingsleyae ENSPKIG00000002403
scleropages_formosus ENSSFOG00015006766
mola_mola ENSMMOG00000017662
tetraodon_nigroviridis ENSTNIG00000007889
labrus_bergylta ENSLBEG00000005544
seriola_lalandi_dorsalis ENSSLDG00000007871
neolamprologus_brichardi ENSNBRG00000008462
seriola_dumerili ENSSDUG00000005558
seriola_lalandi_dorsalis ENSSLDG00000005280
scophthalmus_maximus ENSSMAG00000012060
gasterosteus_aculeatus ENSGACG00000016417
fundulus_heteroclitus ENSFHEG00000019744
cyprinodon_variegatus ENSCVAG00000020730
xiphophorus_maculatus ENSXMAG00000011743
xiphophorus_couchianus ENSXCOG00000007717
gambusia_affinis ENSGAFG00000011838
poecilia_formosa ENSPFOG00000007408
poecilia_mexicana ENSPMEG00000001096
poecilia_latipinna ENSPLAG00000008690
poecilia_reticulata ENSPREG00000002567
kryptolebias_marmoratus ENSKMAG00000007653
maylandia_zebra ENSMZEG00005009997
astatotilapia_calliptera ENSACLG00000015746
pundamilia_nyererei ENSPNYG00000002053
haplochromis_burtoni ENSHBUG00000003940
oreochromis_niloticus ENSONIG00000018679
amphiprion_percula ENSAPEG00000022747
amphiprion_ocellaris ENSAOCG00000013793
acanthochromis_polyacanthus ENSAPOG00000020223
stegastes_partitus ENSSPAG00000021098
hippocampus_comes ENSHCOG00000002310
oryzias_latipes ENSORLG00020011855
oryzias_latipes_asm223469v1 ENSORLG00015007411
oryzias_latipes ENSORLG00000009392
oryzias_melastigma ENSOMEG00000007316
monopterus_albus ENSMALG00000004778
periophthalmus_magnuspinnatus ENSPMGG00000020237
takifugu_rubripes ENSTRUG00000025644
mastacembelus_armatus ENSMAMG00000018264
anabas_testudineus ENSATEG00000003180
cynoglossus_semilaevis ENSCSEG00000018618
amphilophus_citrinellus ENSACIG00000008261
gadus_morhua ENSGMOG00000011806
esox_lucius ENSELUG00000001335
pygocentrus_nattereri ENSPNAG00000016925
astyanax_mexicanus ENSAMXG00000036850
ictalurus_punctatus ENSIPUG00000012843
danio_rerio ENSDARG00000013613
lepisosteus_oculatus ENSLOCG00000007737
