calidris_pugnax ENSCPUG00000010368
calidris_pygmaea ENSCPGG00000011793
parus_major ENSPMJG00000002558
cyanistes_caeruleus ENSCCEG00000018302
serinus_canaria ENSSCAG00000016005
nothoprocta_perdicaria ENSNPEG00000010432
crocodylus_porosus ENSCPRG00005017795
gopherus_agassizii ENSGAGG00000017947
chelonoidis_abingdonii ENSCABG00000015658
chrysemys_picta_bellii ENSCPBG00000018055
bos_mutus ENSBMUG00000018528
bos_taurus ENSBTAG00000051991
bison_bison_bison ENSBBBG00000018535
ursus_americanus ENSUAMG00000003094
microcebus_murinus ENSMICG00000037748
