seriola_lalandi_dorsalis ENSSLDG00000012459
cynoglossus_semilaevis ENSCSEG00000015488
mola_mola ENSMMOG00000019197
tetraodon_nigroviridis ENSTNIG00000017825
takifugu_rubripes ENSTRUG00000001494
labrus_bergylta ENSLBEG00000026954
scophthalmus_maximus ENSSMAG00000002103
monopterus_albus ENSMALG00000009362
mastacembelus_armatus ENSMAMG00000008709
amphiprion_percula ENSAPEG00000023238
amphiprion_ocellaris ENSAOCG00000022531
acanthochromis_polyacanthus ENSAPOG00000019884
stegastes_partitus ENSSPAG00000012870
anabas_testudineus ENSATEG00000005805
gasterosteus_aculeatus ENSGACG00000001542
seriola_dumerili ENSSDUG00000000998
hippocampus_comes ENSHCOG00000008055
fundulus_heteroclitus ENSFHEG00000007231
cyprinodon_variegatus ENSCVAG00000008610
xiphophorus_maculatus ENSXMAG00000004437
xiphophorus_couchianus ENSXCOG00000014591
gambusia_affinis ENSGAFG00000009736
poecilia_latipinna ENSPLAG00000008977
poecilia_formosa ENSPFOG00000016865
poecilia_mexicana ENSPMEG00000021981
poecilia_reticulata ENSPREG00000019094
kryptolebias_marmoratus ENSKMAG00000020114
oryzias_melastigma ENSOMEG00000017933
maylandia_zebra ENSMZEG00005012995
pundamilia_nyererei ENSPNYG00000016946
haplochromis_burtoni ENSHBUG00000001214
astatotilapia_calliptera ENSACLG00000022779
oreochromis_niloticus ENSONIG00000004479
amphilophus_citrinellus ENSACIG00000018682
periophthalmus_magnuspinnatus ENSPMGG00000012449
gadus_morhua ENSGMOG00000004456
esox_lucius ENSELUG00000014421
astyanax_mexicanus ENSAMXG00000014566
pygocentrus_nattereri ENSPNAG00000024943
ictalurus_punctatus ENSIPUG00000023808
danio_rerio ENSDARG00000075033
scleropages_formosus ENSSFOG00015013992
paramormyrops_kingsleyae ENSPKIG00000013526
lepisosteus_oculatus ENSLOCG00000008641
latimeria_chalumnae ENSLACG00000007981
xenopus_tropicalis ENSXETG00000016308
gopherus_agassizii ENSGAGG00000024287
chelonoidis_abingdonii ENSCABG00000017196
chrysemys_picta_bellii ENSCPBG00000003342
pelodiscus_sinensis ENSPSIG00000002264
crocodylus_porosus ENSCPRG00005004096
pogona_vitticeps ENSPVIG00000019703
anolis_carolinensis ENSACAG00000010189
notechis_scutatus ENSNSUG00000010203
salvator_merianae ENSSMRG00000005412
sphenodon_punctatus ENSSPUG00000005036
apteryx_owenii ENSAOWG00000001071
apteryx_haastii ENSAHAG00000002425
apteryx_rowi ENSARWG00000015628
dromaius_novaehollandiae ENSDNVG00000008287
nothoprocta_perdicaria ENSNPEG00000002536
lepidothrix_coronata ENSLCOG00000010808
manacus_vitellinus ENSMVIG00005011454
lonchura_striata_domestica ENSLSDG00000005843
serinus_canaria ENSSCAG00000009236
zonotrichia_albicollis ENSZALG00000000224
junco_hyemalis ENSJHYG00000018049
parus_major ENSPMJG00000010997
cyanistes_caeruleus ENSCCEG00000015287
taeniopygia_guttata ENSTGUG00000013421
ficedula_albicollis ENSFALG00000005871
meleagris_gallopavo ENSMGAG00000014337
gallus_gallus ENSGALG00000015190
coturnix_japonica ENSCJPG00005017463
numida_meleagris ENSNMEG00000017145
anser_brachyrhynchus ENSABRG00000009401
anas_platyrhynchos_platyrhynchos ENSAPLG00000009443
melopsittacus_undulatus ENSMUNG00000005305
calidris_pugnax ENSCPUG00000007183
calidris_pygmaea ENSCPGG00000009261
phascolarctos_cinereus ENSPCIG00000019601
notamacropus_eugenii ENSMEUG00000005021
monodelphis_domestica ENSMODG00000018130
sarcophilus_harrisii ENSSHAG00000002292
loxodonta_africana ENSLAFG00000009408
dasypus_novemcinctus ENSDNOG00000002387
equus_asinus_asinus ENSEASG00005011438
equus_caballus ENSECAG00000012554
myotis_lucifugus ENSMLUG00000017729
capra_hircus ENSCHIG00000024798
ovis_aries ENSOARG00000019364
bos_mutus ENSBMUG00000009958
bos_taurus ENSBTAG00000006534
bison_bison_bison ENSBBBG00000013783
sus_scrofa ENSSSCG00000036952
ursus_americanus ENSUAMG00000011983
ursus_maritimus ENSUMAG00000004565
ailuropoda_melanoleuca ENSAMEG00000018089
mustela_putorius_furo ENSMPUG00000000305
neovison_vison ENSNVIG00000014367
canis_lupus_familiaris ENSCAFG00000010557
