dasypus_novemcinctus ENSDNOG00000046462
choloepus_hoffmanni ENSCHOG00000002265
cricetulus_griseus ENSCGRG00001016456
cricetulus_griseus ENSCGRG00015013803
meriones_unguiculatus ENSMUGG00000015904
peromyscus_maniculatus ENSPEMG00000030551
peromyscus_maniculatus ENSPEMG00000027862
peromyscus_maniculatus ENSPEMG00000029273
peromyscus_maniculatus ENSPEMG00000028178
peromyscus_maniculatus ENSPEMG00000026741
cricetulus_griseus ENSCGRG00001011715
cricetulus_griseus ENSCGRG00000001739
cricetulus_griseus ENSCGRG00015004602
mesocricetus_auratus ENSMAUG00000017073
mus_musculus ENSMUSG00000079006
mus_musculus ENSMUSG00000079005
mus_caroli MGP_CAROLIEiJ_G0027331
mus_musculus ENSMUSG00000061525
mus_spicilegus ENSMSIG00000005339
mus_spretus MGP_SPRETEiJ_G0019853
rattus_norvegicus ENSRNOG00000055604
rattus_norvegicus ENSRNOG00000022181
cricetulus_griseus ENSCGRG00015012709
cricetulus_griseus ENSCGRG00015013547
cricetulus_griseus ENSCGRG00015024767
cricetulus_griseus ENSCGRG00015013015
cricetulus_griseus ENSCGRG00015012226
cricetulus_griseus ENSCGRG00015011059
cricetulus_griseus ENSCGRG00015014110
peromyscus_maniculatus ENSPEMG00000028573
peromyscus_maniculatus ENSPEMG00000028324
mus_musculus ENSMUSG00000095976
mus_musculus ENSMUSG00000109516
mus_musculus ENSMUSG00000095683
mus_musculus ENSMUSG00000109166
mus_musculus ENSMUSG00000095190
mus_musculus ENSMUSG00000095363
mus_musculus ENSMUSG00000094682
mus_musculus ENSMUSG00000096283
mus_musculus ENSMUSG00000109396
mus_musculus ENSMUSG00000109060
mus_musculus ENSMUSG00000101436
mus_spicilegus ENSMSIG00000007223
rattus_norvegicus ENSRNOG00000028913
meriones_unguiculatus ENSMUGG00000007225
meriones_unguiculatus ENSMUGG00000005541
peromyscus_maniculatus ENSPEMG00000026616
peromyscus_maniculatus ENSPEMG00000022587
peromyscus_maniculatus ENSPEMG00000030961
peromyscus_maniculatus ENSPEMG00000025412
peromyscus_maniculatus ENSPEMG00000028597
cricetulus_griseus ENSCGRG00000006162
cricetulus_griseus ENSCGRG00015016434
rattus_norvegicus ENSRNOG00000046714
rattus_norvegicus ENSRNOG00000022509
cricetulus_griseus ENSCGRG00001008479
cricetulus_griseus ENSCGRG00015009188
cricetulus_griseus ENSCGRG00015000315
cricetulus_griseus ENSCGRG00000020046
cricetulus_griseus ENSCGRG00015004514
cricetulus_griseus ENSCGRG00015005622
cricetulus_griseus ENSCGRG00015014002
cricetulus_griseus ENSCGRG00015012766
cricetulus_griseus ENSCGRG00015003032
cricetulus_griseus ENSCGRG00000018561
cricetulus_griseus ENSCGRG00015020799
mus_spicilegus ENSMSIG00000028284
cricetulus_griseus ENSCGRG00015000221
cricetulus_griseus ENSCGRG00000006718
mus_spicilegus ENSMSIG00000019871
castor_canadensis ENSCCNG00000004666
castor_canadensis ENSCCNG00000004674
castor_canadensis ENSCCNG00000030219
castor_canadensis ENSCCNG00000024978
mus_spicilegus ENSMSIG00000029018
mus_musculus ENSMUSG00000044624
mus_spretus MGP_SPRETEiJ_G0015952
mus_caroli MGP_CAROLIEiJ_G0015144
mus_pahari MGP_PahariEiJ_G0023763
rattus_norvegicus ENSRNOG00000025799
meriones_unguiculatus ENSMUGG00000003616
peromyscus_maniculatus ENSPEMG00000031383
peromyscus_maniculatus ENSPEMG00000016223
cricetulus_griseus ENSCGRG00015020541
cricetulus_griseus ENSCGRG00000009530
cricetulus_griseus ENSCGRG00001006023
cricetulus_griseus ENSCGRG00015013854
cricetulus_griseus ENSCGRG00015008005
peromyscus_maniculatus ENSPEMG00000030739
meriones_unguiculatus ENSMUGG00000026906
mus_spicilegus ENSMSIG00000021910
cricetulus_griseus ENSCGRG00015014387
cricetulus_griseus ENSCGRG00001010553
peromyscus_maniculatus ENSPEMG00000031076
mus_spicilegus ENSMSIG00000007646
mus_musculus ENSMUSG00000067941
mus_musculus ENSMUSG00000101361
mus_musculus ENSMUSG00000101307
rattus_norvegicus ENSRNOG00000030145
meriones_unguiculatus ENSMUGG00000001645
peromyscus_maniculatus ENSPEMG00000030474
peromyscus_maniculatus ENSPEMG00000022024
cricetulus_griseus ENSCGRG00001007918
cricetulus_griseus ENSCGRG00015014041
rattus_norvegicus ENSRNOG00000059551
rattus_norvegicus ENSRNOG00000052093
rattus_norvegicus ENSRNOG00000024200
mus_musculus ENSMUSG00000075599
mus_musculus ENSMUSG00000079156
mus_musculus ENSMUSG00000075598
mus_musculus ENSMUSG00000073457
mus_musculus ENSMUSG00000073458
mus_spicilegus ENSMSIG00000000814
mus_caroli MGP_CAROLIEiJ_G0021080
mus_caroli MGP_CAROLIEiJ_G0021081
mus_caroli MGP_CAROLIEiJ_G0021082
mus_caroli MGP_CAROLIEiJ_G0021079
mus_spretus MGP_SPRETEiJ_G0021983
nannospalax_galili ENSNGAG00000008026
rattus_norvegicus ENSRNOG00000050249
rattus_norvegicus ENSRNOG00000057162
rattus_norvegicus ENSRNOG00000031795
rattus_norvegicus ENSRNOG00000061298
mus_spretus MGP_SPRETEiJ_G0016503
mus_caroli MGP_CAROLIEiJ_G0015685
rattus_norvegicus ENSRNOG00000057758
peromyscus_maniculatus ENSPEMG00000019860
castor_canadensis ENSCCNG00000018174
castor_canadensis ENSCCNG00000016419
castor_canadensis ENSCCNG00000012711
castor_canadensis ENSCCNG00000008717
castor_canadensis ENSCCNG00000006478
castor_canadensis ENSCCNG00000002311
cavia_porcellus ENSCPOG00000033321
cavia_porcellus ENSCPOG00000034310
cavia_porcellus ENSCPOG00000031884
fukomys_damarensis ENSFDAG00000016208
marmota_marmota ENSMMMG00000011996
marmota_marmota ENSMMMG00000012152
urocitellus_parryii ENSUPAG00010001329
spermophilus_dauricus ENSSDAG00000021295
marmota_marmota ENSMMMG00000007141
spermophilus_dauricus ENSSDAG00000015653
spermophilus_dauricus ENSSDAG00000004519
spermophilus_dauricus ENSSDAG00000024833
urocitellus_parryii ENSUPAG00010019530
urocitellus_parryii ENSUPAG00010001995
spermophilus_dauricus ENSSDAG00000012161
spermophilus_dauricus ENSSDAG00000005539
spermophilus_dauricus ENSSDAG00000022976
marmota_marmota ENSMMMG00000014115
marmota_marmota ENSMMMG00000022243
spermophilus_dauricus ENSSDAG00000001908
spermophilus_dauricus ENSSDAG00000001922
castor_canadensis ENSCCNG00000026564
oryctolagus_cuniculus ENSOCUG00000029441
oryctolagus_cuniculus ENSOCUG00000036787
oryctolagus_cuniculus ENSOCUG00000038941
oryctolagus_cuniculus ENSOCUG00000029673
oryctolagus_cuniculus ENSOCUG00000030059
oryctolagus_cuniculus ENSOCUG00000038358
oryctolagus_cuniculus ENSOCUG00000037122
oryctolagus_cuniculus ENSOCUG00000035987
oryctolagus_cuniculus ENSOCUG00000032030
prolemur_simus ENSPSMG00000002958
prolemur_simus ENSPSMG00000014461
prolemur_simus ENSPSMG00000000321
otolemur_garnettii ENSOGAG00000033945
callithrix_jacchus ENSCJAG00000056132
equus_caballus ENSECAG00000040530
equus_caballus ENSECAG00000039086
equus_caballus ENSECAG00000027819
equus_caballus ENSECAG00000028096
equus_caballus ENSECAG00000033716
equus_caballus ENSECAG00000037651
equus_caballus ENSECAG00000039716
bison_bison ENSBBBG00000024943
bison_bison ENSBBBG00000008056
bison_bison ENSBBBG00000024351
bos_indicus ENSBIXG00005004952
bos_indicus ENSBIXG00000002619
bos_taurus ENSBTAG00000052622
bos_indicus ENSBIXG00005028619
bos_indicus ENSBIXG00000016790
bos_mutus ENSBMUG00000012848
myotis_lucifugus ENSMLUG00000024703
myotis_lucifugus ENSMLUG00000023319
myotis_lucifugus ENSMLUG00000028613
ciona_intestinalis ENSCING00000008201
caenorhabditis_elegans WBGene00003916
