apteryx_haastii ENSAHAG00000003487
apteryx_owenii ENSAOWG00000017581
apteryx_rowi ENSARWG00000003474
dromaius_novaehollandiae ENSDNVG00000012019
nothoprocta_perdicaria ENSNPEG00000000572
calidris_pygmaea ENSCPGG00000001951
calidris_pugnax ENSCPUG00000010784
manacus_vitellinus ENSMVIG00005017503
lepidothrix_coronata ENSLCOG00000014883
cyanistes_caeruleus ENSCCEG00000006062
parus_major ENSPMJG00000002891
ficedula_albicollis ENSFALG00000008868
serinus_canaria ENSSCAG00000015162
taeniopygia_guttata ENSTGUG00000003132
taeniopygia_guttata ENSTGUG00000015261
lonchura_striata_domestica ENSLSDG00000013950
zonotrichia_albicollis ENSZALG00000011364
junco_hyemalis ENSJHYG00000006775
melopsittacus_undulatus ENSMUNG00000007235
anas_platyrhynchos_platyrhynchos ENSAPLG00000008159
anser_brachyrhynchus ENSABRG00000006891
meleagris_gallopavo ENSMGAG00000010908
coturnix_japonica ENSCJPG00005012570
gallus_gallus ENSGALG00000011239
numida_meleagris ENSNMEG00000008294
crocodylus_porosus ENSCPRG00005001257
gopherus_agassizii ENSGAGG00000019462
chelonoidis_abingdonii ENSCABG00000019252
chrysemys_picta_bellii ENSCPBG00000022544
pelodiscus_sinensis ENSPSIG00000009446
anolis_carolinensis ENSACAG00000007757
pogona_vitticeps ENSPVIG00000015285
notechis_scutatus ENSNSUG00000011609
salvator_merianae ENSSMRG00000000328
sphenodon_punctatus ENSSPUG00000001833
phascolarctos_cinereus ENSPCIG00000028177
notamacropus_eugenii ENSMEUG00000010343
monodelphis_domestica ENSMODG00000014601
loxodonta_africana ENSLAFG00000009127
procavia_capensis ENSPCAG00000007218
choloepus_hoffmanni ENSCHOG00000002829
bos_mutus ENSBMUG00000021961
bos_taurus ENSBTAG00000004891
bison_bison_bison ENSBBBG00000000045
ovis_aries ENSOARG00000015395
capra_hircus ENSCHIG00000027046
tursiops_truncatus ENSTTRG00000007743
myotis_lucifugus ENSMLUG00000000969
ursus_maritimus ENSUMAG00000018056
ursus_americanus ENSUAMG00000020294
ailuropoda_melanoleuca ENSAMEG00000009028
mustela_putorius_furo ENSMPUG00000001516
neovison_vison ENSNVIG00000019064
canis_lupus_familiaris ENSCAFG00000005879
canis_lupus_dingo ENSCAFG00020027343
vulpes_vulpes ENSVVUG00000000718
panthera_pardus ENSPPRG00000007203
panthera_tigris_altaica ENSPTIG00000007542
felis_catus ENSFCAG00000006357
equus_asinus_asinus ENSEASG00005005749
pteropus_vampyrus ENSPVAG00000007831
equus_caballus ENSECAG00000014741
sus_scrofa ENSSSCG00000011197
