tetraodon_nigroviridis ENSTNIG00000003060
takifugu_rubripes ENSTRUG00000019557
mola_mola ENSMMOG00000011106
labrus_bergylta ENSLBEG00000002866
gasterosteus_aculeatus ENSGACG00000001123
amphiprion_ocellaris ENSAOCG00000015617
amphiprion_percula ENSAPEG00000020744
stegastes_partitus ENSSPAG00000001759
poecilia_reticulata ENSPREG00000008580
xiphophorus_maculatus ENSXMAG00000027832
fundulus_heteroclitus ENSFHEG00000017737
anabas_testudineus ENSATEG00000016919
anabas_testudineus ENSATEG00000002937
seriola_lalandi_dorsalis ENSSLDG00000006658
seriola_dumerili ENSSDUG00000023090
