calidris_pugnax ENSCPUG00000018253
calidris_pygmaea ENSCPGG00000006130
cyanistes_caeruleus ENSCCEG00000007789
anas_platyrhynchos_platyrhynchos ENSAPLG00000024260
lonchura_striata_domestica ENSLSDG00000011620
serinus_canaria ENSSCAG00000011010
parus_major ENSPMJG00000001444
coturnix_japonica ENSCJPG00005014114
apteryx_rowi ENSARWG00000007735
nothoprocta_perdicaria ENSNPEG00000000096
crocodylus_porosus ENSCPRG00005013611
chelonoidis_abingdonii ENSCABG00000002873
chrysemys_picta_bellii ENSCPBG00000025423
pogona_vitticeps ENSPVIG00000023788
