dromaius_novaehollandiae ENSDNVG00000006020
nothoprocta_perdicaria ENSNPEG00000014094
calidris_pygmaea ENSCPGG00000007222
calidris_pugnax ENSCPUG00000017850
melopsittacus_undulatus ENSMUNG00000000377
lonchura_striata ENSLSDG00000005439
junco_hyemalis ENSJHYG00000000270
parus_major ENSPMJG00000007948
lepidothrix_coronata ENSLCOG00000015225
anas_platyrhynchos ENSAPLG00000006566
anser_brachyrhynchus ENSABRG00000001379
gallus_gallus ENSGALG00000030879
meleagris_gallopavo ENSMGAG00000010900
coturnix_japonica ENSCJPG00005002994
numida_meleagris ENSNMEG00000010979
apteryx_owenii ENSAOWG00000010825
apteryx_rowi ENSARWG00000007317
apteryx_haastii ENSAHAG00000008600
ficedula_albicollis ENSFALG00000004225
cyanistes_caeruleus ENSCCEG00000011652
taeniopygia_guttata ENSTGUG00000002760
serinus_canaria ENSSCAG00000000232
manacus_vitellinus ENSMVIG00005001297
crocodylus_porosus ENSCPRG00005009048
chelonoidis_abingdonii ENSCABG00000019958
gopherus_agassizii ENSGAGG00000005003
chrysemys_picta ENSCPBG00000007235
pelodiscus_sinensis ENSPSIG00000010176
sphenodon_punctatus ENSSPUG00000000129
pogona_vitticeps ENSPVIG00000006384
anolis_carolinensis ENSACAG00000009496
notechis_scutatus ENSNSUG00000020451
salvator_merianae ENSSMRG00000006257
phascolarctos_cinereus ENSPCIG00000036121
vombatus_ursinus ENSVURG00010004837
notamacropus_eugenii ENSMEUG00000016129
sarcophilus_harrisii ENSSHAG00000016645
monodelphis_domestica ENSMODG00000012412
dipodomys_ordii ENSDORG00000025101
dipodomys_ordii ENSDORG00000010157
jaculus_jaculus ENSJJAG00000023447
jaculus_jaculus ENSJJAG00000017196
nannospalax_galili ENSNGAG00000023586
nannospalax_galili ENSNGAG00000001772
mus_musculus ENSMUSG00000046532
mus_spretus MGP_SPRETEiJ_G0034422
mus_spicilegus ENSMSIG00000016680
mus_caroli MGP_CAROLIEiJ_G0033258
mus_pahari MGP_PahariEiJ_G0031796
rattus_norvegicus ENSRNOG00000005639
meriones_unguiculatus ENSMUGG00000011365
microtus_ochrogaster ENSMOCG00000017157
microtus_ochrogaster ENSMOCG00000001177
cricetulus_griseus ENSCGRG00001012004
cricetulus_griseus ENSCGRG00001020174
cricetulus_griseus ENSCGRG00000000049
cricetulus_griseus ENSCGRG00015013456
mesocricetus_auratus ENSMAUG00000001501
peromyscus_maniculatus ENSPEMG00000000264
urocitellus_parryii ENSUPAG00010013585
spermophilus_dauricus ENSSDAG00000010674
ictidomys_tridecemlineatus ENSSTOG00000021280
marmota_marmota ENSMMMG00000022192
octodon_degus ENSODEG00000002775
octodon_degus ENSODEG00000002800
chinchilla_lanigera ENSCLAG00000009155
cavia_porcellus ENSCPOG00000007636
heterocephalus_glaber ENSHGLG00000000186
heterocephalus_glaber ENSHGLG00100019182
fukomys_damarensis ENSFDAG00000010961
oryctolagus_cuniculus ENSOCUG00000003142
cebus_capucinus ENSCCAG00000022850
saimiri_boliviensis ENSSBOG00000021852
callithrix_jacchus ENSCJAG00000003563
aotus_nancymaae ENSANAG00000032802
macaca_fascicularis ENSMFAG00000042543
macaca_nemestrina ENSMNEG00000029492
macaca_mulatta ENSMMUG00000011437
theropithecus_gelada ENSTGEG00000008469
mandrillus_leucophaeus ENSMLEG00000038951
papio_anubis ENSPANG00000020205
cercocebus_atys ENSCATG00000030680
chlorocebus_sabaeus ENSCSAG00000011902
colobus_angolensis ENSCANG00000029358
piliocolobus_tephrosceles ENSPTEG00000019946
pan_troglodytes ENSPTRG00000032525
pan_paniscus ENSPPAG00000038688
homo_sapiens ENSG00000169083
gorilla_gorilla ENSGGOG00000005477
pongo_abelii ENSPPYG00000020425
nomascus_leucogenys ENSNLEG00000000573
rhinopithecus_roxellana ENSRROG00000031974
rhinopithecus_bieti ENSRBIG00000033137
carlito_syrichta ENSTSYG00000009965
microcebus_murinus ENSMICG00000014721
propithecus_coquereli ENSPCOG00000028856
prolemur_simus ENSPSMG00000014719
otolemur_garnettii ENSOGAG00000015442
tupaia_belangeri ENSTBEG00000015310
erinaceus_europaeus ENSEEUG00000010162
bos_indicus ENSBIXG00005029714
bos_indicus ENSBIXG00000010799
bos_taurus ENSBTAG00000022255
bos_mutus ENSBMUG00000018243
ovis_aries ENSOARG00000014525
capra_hircus ENSCHIG00000021567
sus_scrofa ENSSSCG00000012371
vicugna_pacos ENSVPAG00000000574
ursus_americanus ENSUAMG00000010531
ursus_maritimus ENSUMAG00000017229
ailuropoda_melanoleuca ENSAMEG00000008529
neovison_vison ENSNVIG00000017115
mustela_putorius ENSMPUG00000010521
canis_lupus ENSCAFG00000016656
canis_lupus ENSCAFG00020018132
vulpes_vulpes ENSVVUG00000017276
panthera_pardus ENSPPRG00000010208
panthera_tigris ENSPTIG00000005958
felis_catus ENSFCAG00000007325
