erinaceus_europaeus ENSEEUG00000005388
sorex_araneus ENSSARG00000005555
bos_mutus ENSBMUG00000001394
bos_mutus ENSBMUG00000001413
bos_taurus ENSBTAG00000021215
bison_bison_bison ENSBBBG00000002410
capra_hircus ENSCHIG00000019696
ovis_aries ENSOARG00000010118
sus_scrofa ENSSSCG00000015175
vicugna_pacos ENSVPAG00000004849
pteropus_vampyrus ENSPVAG00000006806
ursus_maritimus ENSUMAG00000007953
ursus_americanus ENSUAMG00000013554
ailuropoda_melanoleuca ENSAMEG00000012034
mustela_putorius_furo ENSMPUG00000005950
neovison_vison ENSNVIG00000023176
canis_lupus_dingo ENSCAFG00020011142
canis_lupus_familiaris ENSCAFG00000011356
vulpes_vulpes ENSVVUG00000020588
panthera_pardus ENSPPRG00000003213
panthera_tigris_altaica ENSPTIG00000009200
felis_catus ENSFCAG00000013222
equus_caballus ENSECAG00000015492
equus_asinus_asinus ENSEASG00005002434
mus_musculus ENSMUSG00000023186
mus_spicilegus ENSMSIG00000015822
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033154
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032026
mus_pahari MGP_PahariEiJ_G0014891
rattus_norvegicus ENSRNOG00000046414
rattus_norvegicus ENSRNOG00000000195
meriones_unguiculatus ENSMUGG00000004637
cricetulus_griseus_chok1gshd ENSCGRG00001021189
cricetulus_griseus_crigri-picr ENSCGRG00015010711
cricetulus_griseus_crigri ENSCGRG00000012911
mesocricetus_auratus ENSMAUG00000021030
cricetulus_griseus_crigri-picr ENSCGRG00015010008
cricetulus_griseus_crigri ENSCGRG00000008198
cricetulus_griseus_chok1gshd ENSCGRG00001001241
cricetulus_griseus_chok1gshd ENSCGRG00001020899
microtus_ochrogaster ENSMOCG00000018445
microtus_ochrogaster ENSMOCG00000020404
peromyscus_maniculatus_bairdii ENSPEMG00000022080
nannospalax_galili ENSNGAG00000022191
mus_musculus ENSMUSG00000038112
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033182
mus_spicilegus ENSMSIG00000027057
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032048
mus_pahari MGP_PahariEiJ_G0014916
rattus_norvegicus ENSRNOG00000005960
meriones_unguiculatus ENSMUGG00000013187
cricetulus_griseus_crigri-picr ENSCGRG00015010529
cricetulus_griseus_crigri ENSCGRG00000007701
cricetulus_griseus_chok1gshd ENSCGRG00001020746
mesocricetus_auratus ENSMAUG00000000895
peromyscus_maniculatus_bairdii ENSPEMG00000021255
microtus_ochrogaster ENSMOCG00000011811
nannospalax_galili ENSNGAG00000023506
castor_canadensis ENSCCNG00000002304
dipodomys_ordii ENSDORG00000003347
chinchilla_lanigera ENSCLAG00000015840
octodon_degus ENSODEG00000008735
cavia_porcellus ENSCPOG00000004636
heterocephalus_glaber_female ENSHGLG00000002388
heterocephalus_glaber_male ENSHGLG00100015890
fukomys_damarensis ENSFDAG00000010271
urocitellus_parryii ENSUPAG00010013932
ictidomys_tridecemlineatus ENSSTOG00000003334
spermophilus_dauricus ENSSDAG00000024981
marmota_marmota_marmota ENSMMMG00000021799
ochotona_princeps ENSOPRG00000016342
tupaia_belangeri ENSTBEG00000008286
tupaia_belangeri ENSTBEG00000016695
tupaia_belangeri ENSTBEG00000014551
tupaia_belangeri ENSTBEG00000004007
tupaia_belangeri ENSTBEG00000016976
pan_paniscus ENSPPAG00000036414
pan_troglodytes ENSPTRG00000004419
homo_sapiens ENSG00000110002
gorilla_gorilla ENSGGOG00000025817
pongo_abelii ENSPPYG00000003998
nomascus_leucogenys ENSNLEG00000007430
colobus_angolensis_palliatus ENSCANG00000028003
piliocolobus_tephrosceles ENSPTEG00000007656
rhinopithecus_roxellana ENSRROG00000033977
rhinopithecus_bieti ENSRBIG00000037988
macaca_nemestrina ENSMNEG00000035367
macaca_mulatta ENSMMUG00000020491
macaca_fascicularis ENSMFAG00000034402
chlorocebus_sabaeus ENSCSAG00000002396
cercocebus_atys ENSCATG00000041305
theropithecus_gelada ENSTGEG00000027315
mandrillus_leucophaeus ENSMLEG00000031754
papio_anubis ENSPANG00000008964
saimiri_boliviensis_boliviensis ENSSBOG00000018587
callithrix_jacchus ENSCJAG00000007804
cebus_capucinus ENSCCAG00000022171
aotus_nancymaae ENSANAG00000033198
carlito_syrichta ENSTSYG00000007179
microcebus_murinus ENSMICG00000006152
microcebus_murinus ENSMICG00000042956
propithecus_coquereli ENSPCOG00000015179
prolemur_simus ENSPSMG00000011024
otolemur_garnettii ENSOGAG00000011068
choloepus_hoffmanni ENSCHOG00000003804
dasypus_novemcinctus ENSDNOG00000012310
loxodonta_africana ENSLAFG00000000260
echinops_telfairi ENSETEG00000005410
myotis_lucifugus ENSMLUG00000022360
myotis_lucifugus ENSMLUG00000026605
myotis_lucifugus ENSMLUG00000006148
chrysemys_picta_bellii ENSCPBG00000002584
poecilia_mexicana ENSPMEG00000023234
astyanax_mexicanus ENSAMXG00000015665
