sarcophilus_harrisii ENSSHAG00000006061
phascolarctos_cinereus ENSPCIG00000008440
monodelphis_domestica ENSMODG00000016585
sus_scrofa ENSSSCG00000036465
sus_scrofa ENSSSCG00000034619
sus_scrofa ENSSSCG00000033261
sus_scrofa ENSSSCG00000036271
sus_scrofa ENSSSCG00000013413
sus_scrofa ENSSSCG00000020850
ovis_aries ENSOARG00000017384
equus_caballus ENSECAG00000039660
equus_caballus ENSECAG00000037254
equus_caballus ENSECAG00000007557
equus_caballus ENSECAG00000027943
ailuropoda_melanoleuca ENSAMEG00000011964
ailuropoda_melanoleuca ENSAMEG00000010511
canis_lupus_familiaris ENSCAFG00000032514
canis_lupus_familiaris ENSCAFG00000030008
canis_lupus_familiaris ENSCAFG00000023621
canis_lupus_familiaris ENSCAFG00000030540
canis_lupus_familiaris ENSCAFG00000025100
canis_lupus_familiaris ENSCAFG00000019721
canis_lupus_familiaris ENSCAFG00000024550
canis_lupus_familiaris ENSCAFG00000024444
canis_lupus_familiaris ENSCAFG00000023521
canis_lupus_familiaris ENSCAFG00000024454
mustela_putorius_furo ENSMPUG00000008096
mustela_putorius_furo ENSMPUG00000008110
mustela_putorius_furo ENSMPUG00000008754
mustela_putorius_furo ENSMPUG00000004924
ursus_americanus ENSUAMG00000027526
ailuropoda_melanoleuca ENSAMEG00000007473
vulpes_vulpes ENSVVUG00000025965
vulpes_vulpes ENSVVUG00000025969
oryctolagus_cuniculus ENSOCUG00000023496
oryctolagus_cuniculus ENSOCUG00000012762
oryctolagus_cuniculus ENSOCUG00000024228
oryctolagus_cuniculus ENSOCUG00000027569
oryctolagus_cuniculus ENSOCUG00000029555
oryctolagus_cuniculus ENSOCUG00000027149
oryctolagus_cuniculus ENSOCUG00000021420
oryctolagus_cuniculus ENSOCUG00000026114
oryctolagus_cuniculus ENSOCUG00000022479
oryctolagus_cuniculus ENSOCUG00000026441
oryctolagus_cuniculus ENSOCUG00000015477
oryctolagus_cuniculus ENSOCUG00000015892
oryctolagus_cuniculus ENSOCUG00000028093
oryctolagus_cuniculus ENSOCUG00000025382
oryctolagus_cuniculus ENSOCUG00000029181
oryctolagus_cuniculus ENSOCUG00000023615
ochotona_princeps ENSOPRG00000018782
ochotona_princeps ENSOPRG00000018236
ochotona_princeps ENSOPRG00000015988
ochotona_princeps ENSOPRG00000018300
ochotona_princeps ENSOPRG00000018954
ochotona_princeps ENSOPRG00000018362
ochotona_princeps ENSOPRG00000018748
ochotona_princeps ENSOPRG00000019094
oryctolagus_cuniculus ENSOCUG00000024408
oryctolagus_cuniculus ENSOCUG00000021909
ochotona_princeps ENSOPRG00000006994
coturnix_japonica ENSCJPG00005018470
lepidothrix_coronata ENSLCOG00000013686
nothoprocta_perdicaria ENSNPEG00000000036
chelonoidis_abingdonii ENSCABG00000015480
notechis_scutatus ENSNSUG00000016411
lonchura_striata_domestica ENSLSDG00000015643
taeniopygia_guttata ENSTGUG00000009885
serinus_canaria ENSSCAG00000014618
junco_hyemalis ENSJHYG00000011890
zonotrichia_albicollis ENSZALG00000005195
cyanistes_caeruleus ENSCCEG00000007991
parus_major ENSPMJG00000009838
ficedula_albicollis ENSFALG00000012154
manacus_vitellinus ENSMVIG00005007884
calidris_pygmaea ENSCPGG00000006931
calidris_pugnax ENSCPUG00000000294
melopsittacus_undulatus ENSMUNG00000010128
anser_brachyrhynchus ENSABRG00000015783
anas_platyrhynchos_platyrhynchos ENSAPLG00000009553
gallus_gallus ENSGALG00000039221
meleagris_gallopavo ENSMGAG00000009157
numida_meleagris ENSNMEG00000013458
apteryx_rowi ENSARWG00000008309
apteryx_owenii ENSAOWG00000007498
apteryx_haastii ENSAHAG00000019507
dromaius_novaehollandiae ENSDNVG00000009388
crocodylus_porosus ENSCPRG00005010034
chrysemys_picta_bellii ENSCPBG00000013943
gopherus_agassizii ENSGAGG00000019878
pelodiscus_sinensis ENSPSIG00000014643
pogona_vitticeps ENSPVIG00000022211
anolis_carolinensis ENSACAG00000014892
salvator_merianae ENSSMRG00000013512
sphenodon_punctatus ENSSPUG00000005210
ornithorhynchus_anatinus ENSOANG00000020038
xenopus_tropicalis ENSXETG00000020613
latimeria_chalumnae ENSLACG00000018456
astyanax_mexicanus ENSAMXG00000016679
pygocentrus_nattereri ENSPNAG00000010667
ictalurus_punctatus ENSIPUG00000005499
danio_rerio ENSDARG00000051836
scophthalmus_maximus ENSSMAG00000009142
takifugu_rubripes ENSTRUG00000009911
mola_mola ENSMMOG00000018089
anabas_testudineus ENSATEG00000019460
monopterus_albus ENSMALG00000006880
hippocampus_comes ENSHCOG00000009226
periophthalmus_magnuspinnatus ENSPMGG00000006370
cyprinodon_variegatus ENSCVAG00000008988
cyprinodon_variegatus ENSCVAG00000015006
fundulus_heteroclitus ENSFHEG00000010774
xiphophorus_maculatus ENSXMAG00000026683
gambusia_affinis ENSGAFG00000021824
poecilia_formosa ENSPFOG00000014459
poecilia_latipinna ENSPLAG00000023283
poecilia_mexicana ENSPMEG00000012036
poecilia_reticulata ENSPREG00000019811
kryptolebias_marmoratus ENSKMAG00000001729
oryzias_melastigma ENSOMEG00000019015
labrus_bergylta ENSLBEG00000002275
tetraodon_nigroviridis ENSTNIG00000010460
gasterosteus_aculeatus ENSGACG00000011179
seriola_dumerili ENSSDUG00000019412
seriola_lalandi_dorsalis ENSSLDG00000012166
cynoglossus_semilaevis ENSCSEG00000008239
mastacembelus_armatus ENSMAMG00000003781
amphiprion_percula ENSAPEG00000010086
amphiprion_ocellaris ENSAOCG00000013842
acanthochromis_polyacanthus ENSAPOG00000016258
acanthochromis_polyacanthus ENSAPOG00000013421
stegastes_partitus ENSSPAG00000001717
astatotilapia_calliptera ENSACLG00000002172
maylandia_zebra ENSMZEG00005017488
haplochromis_burtoni ENSHBUG00000012180
pundamilia_nyererei ENSPNYG00000015438
oreochromis_niloticus ENSONIG00000014519
amphilophus_citrinellus ENSACIG00000000153
gadus_morhua ENSGMOG00000005640
esox_lucius ENSELUG00000022588
astatotilapia_calliptera ENSACLG00000003658
maylandia_zebra ENSMZEG00005016626
haplochromis_burtoni ENSHBUG00000005628
oreochromis_niloticus ENSONIG00000015616
acanthochromis_polyacanthus ENSAPOG00000017274
anabas_testudineus ENSATEG00000015688
seriola_dumerili ENSSDUG00000003881
seriola_lalandi_dorsalis ENSSLDG00000007151
gasterosteus_aculeatus ENSGACG00000017631
labrus_bergylta ENSLBEG00000024976
scophthalmus_maximus ENSSMAG00000003379
monopterus_albus ENSMALG00000015295
xiphophorus_maculatus ENSXMAG00000005760
gambusia_affinis ENSGAFG00000019051
poecilia_formosa ENSPFOG00000018269
poecilia_latipinna ENSPLAG00000016885
poecilia_mexicana ENSPMEG00000023679
poecilia_reticulata ENSPREG00000016561
cyprinodon_variegatus ENSCVAG00000013410
fundulus_heteroclitus ENSFHEG00000018561
kryptolebias_marmoratus ENSKMAG00000003863
oryzias_latipes ENSORLG00020005073
oryzias_latipes ENSORLG00000027212
oryzias_latipes_asm223469v1 ENSORLG00015007452
oryzias_melastigma ENSOMEG00000020584
amphiprion_ocellaris ENSAOCG00000024711
amphiprion_percula ENSAPEG00000000220
stegastes_partitus ENSSPAG00000007104
neolamprologus_brichardi ENSNBRG00000015756
pundamilia_nyererei ENSPNYG00000010125
amphilophus_citrinellus ENSACIG00000003208
hippocampus_comes ENSHCOG00000015733
cynoglossus_semilaevis ENSCSEG00000008990
mola_mola ENSMMOG00000001970
gadus_morhua ENSGMOG00000001070
esox_lucius ENSELUG00000020419
pygocentrus_nattereri ENSPNAG00000015872
astyanax_mexicanus ENSAMXG00000007622
ictalurus_punctatus ENSIPUG00000022314
danio_rerio ENSDARG00000011088
paramormyrops_kingsleyae ENSPKIG00000000893
scleropages_formosus ENSSFOG00015002584
scleropages_formosus ENSSFOG00015011350
paramormyrops_kingsleyae ENSPKIG00000013906
lepisosteus_oculatus ENSLOCG00000001862
