anabas_testudineus ENSATEG00000008650
mastacembelus_armatus ENSMAMG00000010392
parambassis_ranga ENSPRNG00000006089
pundamilia_nyererei ENSPNYG00000007204
lates_calcarifer ENSLCAG00010020337
xiphophorus_couchianus ENSXCOG00000008913
labrus_bergylta ENSLBEG00000006330
cottoperca_gobio ENSCGOG00000001310
hucho_hucho ENSHHUG00000003460
hucho_hucho ENSHHUG00000011595
denticeps_clupeoides ENSDCDG00000004601
dromaius_novaehollandiae ENSDNVG00000012731
nothoprocta_perdicaria ENSNPEG00000008567
apteryx_owenii ENSAOWG00000009427
apteryx_rowi ENSARWG00000009521
apteryx_haastii ENSAHAG00000017927
calidris_pygmaea ENSCPGG00000014762
calidris_pugnax ENSCPUG00000018386
gallus_gallus ENSGALG00000029244
meleagris_gallopavo ENSMGAG00000003845
coturnix_japonica ENSCJPG00005017273
numida_meleagris ENSNMEG00000007047
lonchura_striata ENSLSDG00000015074
taeniopygia_guttata ENSTGUG00000017332
parus_major ENSPMJG00000006289
cyanistes_caeruleus ENSCCEG00000018766
junco_hyemalis ENSJHYG00000006574
lepidothrix_coronata ENSLCOG00000009173
manacus_vitellinus ENSMVIG00005012099
zonotrichia_albicollis ENSZALG00000005946
serinus_canaria ENSSCAG00000015675
ficedula_albicollis ENSFALG00000000665
anser_brachyrhynchus ENSABRG00000020532
anas_platyrhynchos ENSAPLG00000003192
melopsittacus_undulatus ENSMUNG00000007384
crocodylus_porosus ENSCPRG00005001395
gopherus_agassizii ENSGAGG00000012433
chelonoidis_abingdonii ENSCABG00000008666
chrysemys_picta ENSCPBG00000018953
pelodiscus_sinensis ENSPSIG00000007644
sphenodon_punctatus ENSSPUG00000016473
pan_paniscus ENSPPAG00000033555
pan_troglodytes ENSPTRG00000000589
homo_sapiens ENSG00000084070
gorilla_gorilla ENSGGOG00000004018
pongo_abelii ENSPPYG00000001490
papio_anubis ENSPANG00000018450
cercocebus_atys ENSCATG00000039372
theropithecus_gelada ENSTGEG00000024042
macaca_nemestrina ENSMNEG00000032255
macaca_mulatta ENSMMUG00000013839
macaca_fascicularis ENSMFAG00000044100
chlorocebus_sabaeus ENSCSAG00000001147
rhinopithecus_bieti ENSRBIG00000031486
rhinopithecus_roxellana ENSRROG00000044815
colobus_angolensis ENSCANG00000026178
piliocolobus_tephrosceles ENSPTEG00000029844
mandrillus_leucophaeus ENSMLEG00000032355
nomascus_leucogenys ENSNLEG00000032450
saimiri_boliviensis ENSSBOG00000002291
callithrix_jacchus ENSCJAG00000002908
cebus_capucinus ENSCCAG00000037997
aotus_nancymaae ENSANAG00000035291
carlito_syrichta ENSTSYG00000006253
prolemur_simus ENSPSMG00000012789
microcebus_murinus ENSMICG00000015504
propithecus_coquereli ENSPCOG00000026437
otolemur_garnettii ENSOGAG00000009115
nannospalax_galili ENSNGAG00000014326
tupaia_belangeri ENSTBEG00000004316
ictidomys_tridecemlineatus ENSSTOG00000005913
spermophilus_dauricus ENSSDAG00000004010
urocitellus_parryii ENSUPAG00010013595
marmota_marmota ENSMMMG00000002536
mus_spicilegus ENSMSIG00000010052
mus_spretus MGP_SPRETEiJ_G0027396
mus_musculus ENSMUSG00000032870
mus_caroli MGP_CAROLIEiJ_G0026419
mus_pahari MGP_PahariEiJ_G0028748
rattus_norvegicus ENSRNOG00000011421
meriones_unguiculatus ENSMUGG00000007295
cricetulus_griseus ENSCGRG00001019982
cricetulus_griseus ENSCGRG00015003536
cricetulus_griseus ENSCGRG00000009820
mesocricetus_auratus ENSMAUG00000011611
microtus_ochrogaster ENSMOCG00000003493
peromyscus_maniculatus ENSPEMG00000022978
castor_canadensis ENSCCNG00000008005
dipodomys_ordii ENSDORG00000016161
heterocephalus_glaber ENSHGLG00100002687
heterocephalus_glaber ENSHGLG00000014733
fukomys_damarensis ENSFDAG00000020181
chinchilla_lanigera ENSCLAG00000001816
octodon_degus ENSODEG00000002229
cavia_porcellus ENSCPOG00000011534
cavia_aperea ENSCAPG00000013671
oryctolagus_cuniculus ENSOCUG00000015858
ochotona_princeps ENSOPRG00000014082
tupaia_belangeri ENSTBEG00000015005
