petromyzon_marinus ENSPMAG00000008343
eptatretus_burgeri ENSEBUG00000008252
eptatretus_burgeri ENSEBUG00000005085
phascolarctos_cinereus ENSPCIG00000002230
notamacropus_eugenii ENSMEUG00000002253
sarcophilus_harrisii ENSSHAG00000018206
monodelphis_domestica ENSMODG00000004177
pongo_abelii ENSPPYG00000002532
homo_sapiens ENSG00000171307
theropithecus_gelada ENSTGEG00000015540
chlorocebus_sabaeus ENSCSAG00000005867
macaca_mulatta ENSMMUG00000020029
macaca_nemestrina ENSMNEG00000027994
piliocolobus_tephrosceles ENSPTEG00000031004
colobus_angolensis_palliatus ENSCANG00000033533
rhinopithecus_bieti ENSRBIG00000027779
rhinopithecus_roxellana ENSRROG00000028529
mandrillus_leucophaeus ENSMLEG00000044387
papio_anubis ENSPANG00000021326
macaca_fascicularis ENSMFAG00000041608
pan_troglodytes ENSPTRG00000002809
pan_paniscus ENSPPAG00000030292
gorilla_gorilla ENSGGOG00000026594
gorilla_gorilla ENSGGOG00000003105
callithrix_jacchus ENSCJAG00000016605
cebus_capucinus ENSCCAG00000031734
aotus_nancymaae ENSANAG00000032609
carlito_syrichta ENSTSYG00000037429
propithecus_coquereli ENSPCOG00000027800
prolemur_simus ENSPSMG00000008385
microcebus_murinus ENSMICG00000007671
otolemur_garnettii ENSOGAG00000016265
oryctolagus_cuniculus ENSOCUG00000000595
ochotona_princeps ENSOPRG00000005078
tupaia_belangeri ENSTBEG00000006110
castor_canadensis ENSCCNG00000020509
dipodomys_ordii ENSDORG00000016530
chinchilla_lanigera ENSCLAG00000002570
octodon_degus ENSODEG00000017409
cavia_porcellus ENSCPOG00000006710
cavia_aperea ENSCAPG00000013589
heterocephalus_glaber_male ENSHGLG00100011415
heterocephalus_glaber_female ENSHGLG00000017705
fukomys_damarensis ENSFDAG00000005325
marmota_marmota_marmota ENSMMMG00000021606
spermophilus_dauricus ENSSDAG00000023098
urocitellus_parryii ENSUPAG00010014509
mus_spicilegus ENSMSIG00000015766
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023881
mus_musculus ENSMUSG00000025157
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022960
mus_pahari MGP_PahariEiJ_G0014450
rattus_norvegicus ENSRNOG00000046530
meriones_unguiculatus ENSMUGG00000007894
cricetulus_griseus_chok1gshd ENSCGRG00001024037
cricetulus_griseus_crigri-picr ENSCGRG00015024732
cricetulus_griseus_crigri ENSCGRG00000006668
mesocricetus_auratus ENSMAUG00000020857
microtus_ochrogaster ENSMOCG00000010918
peromyscus_maniculatus_bairdii ENSPEMG00000007675
nannospalax_galili ENSNGAG00000023837
jaculus_jaculus ENSJJAG00000011384
equus_asinus_asinus ENSEASG00005008679
equus_caballus ENSECAG00000010295
erinaceus_europaeus ENSEEUG00000005691
mustela_putorius_furo ENSMPUG00000017043
neovison_vison ENSNVIG00000020289
canis_lupus_dingo ENSCAFG00020006003
canis_lupus_familiaris ENSCAFG00000009087
ursus_americanus ENSUAMG00000010270
myotis_lucifugus ENSMLUG00000009246
pteropus_vampyrus ENSPVAG00000003374
sorex_araneus ENSSARG00000004119
sorex_araneus ENSSARG00000000163
panthera_tigris_altaica ENSPTIG00000019919
panthera_pardus ENSPPRG00000024202
felis_catus ENSFCAG00000013425
ailuropoda_melanoleuca ENSAMEG00000000123
bos_mutus ENSBMUG00000019233
bos_taurus ENSBTAG00000012702
bison_bison_bison ENSBBBG00000021113
capra_hircus ENSCHIG00000024556
ovis_aries ENSOARG00000010220
sus_scrofa ENSSSCG00000010519
sus_scrofa ENSSSCG00000008763
sus_scrofa ENSSSCG00000031591
vicugna_pacos ENSVPAG00000010697
capra_hircus ENSCHIG00000003941
tursiops_truncatus ENSTTRG00000009890
cercocebus_atys ENSCATG00000039594
nomascus_leucogenys ENSNLEG00000013895
saimiri_boliviensis_boliviensis ENSSBOG00000024995
ictidomys_tridecemlineatus ENSSTOG00000006627
ursus_maritimus ENSUMAG00000022010
vulpes_vulpes ENSVVUG00000023199
loxodonta_africana ENSLAFG00000015990
procavia_capensis ENSPCAG00000009182
echinops_telfairi ENSETEG00000002471
dasypus_novemcinctus ENSDNOG00000006690
choloepus_hoffmanni ENSCHOG00000006491
ornithorhynchus_anatinus ENSOANG00000020938
chelonoidis_abingdonii ENSCABG00000000720
gopherus_agassizii ENSGAGG00000019194
chrysemys_picta_bellii ENSCPBG00000011953
pelodiscus_sinensis ENSPSIG00000013456
crocodylus_porosus ENSCPRG00005013550
apteryx_rowi ENSARWG00000000888
nothoprocta_perdicaria ENSNPEG00000009020
gallus_gallus ENSGALG00000007592
coturnix_japonica ENSCJPG00005019580
meleagris_gallopavo ENSMGAG00000009803
anas_platyrhynchos_platyrhynchos ENSAPLG00000012896
calidris_pugnax ENSCPUG00000009879
calidris_pygmaea ENSCPGG00000017745
melopsittacus_undulatus ENSMUNG00000007737
manacus_vitellinus ENSMVIG00005018440
lepidothrix_coronata ENSLCOG00000016502
parus_major ENSPMJG00000004117
cyanistes_caeruleus ENSCCEG00000022319
ficedula_albicollis ENSFALG00000008446
junco_hyemalis ENSJHYG00000000731
zonotrichia_albicollis ENSZALG00000006830
serinus_canaria ENSSCAG00000016614
lonchura_striata_domestica ENSLSDG00000005450
taeniopygia_guttata ENSTGUG00000009668
apteryx_haastii ENSAHAG00000015444
apteryx_owenii ENSAOWG00000005416
dromaius_novaehollandiae ENSDNVG00000014969
taeniopygia_guttata ENSTGUG00000014674
numida_meleagris ENSNMEG00000013628
anser_brachyrhynchus ENSABRG00000008020
pogona_vitticeps ENSPVIG00000004175
anolis_carolinensis ENSACAG00000001999
notechis_scutatus ENSNSUG00000007225
salvator_merianae ENSSMRG00000021682
sphenodon_punctatus ENSSPUG00000012276
xenopus_tropicalis ENSXETG00000003436
latimeria_chalumnae ENSLACG00000016928
tetraodon_nigroviridis ENSTNIG00000004699
takifugu_rubripes ENSTRUG00000017097
gasterosteus_aculeatus ENSGACG00000004937
scophthalmus_maximus ENSSMAG00000006209
fundulus_heteroclitus ENSFHEG00000000433
cyprinodon_variegatus ENSCVAG00000002126
poecilia_latipinna ENSPLAG00000018675
poecilia_latipinna ENSPLAG00000001805
poecilia_formosa ENSPFOG00000017419
poecilia_formosa ENSPFOG00000024323
poecilia_mexicana ENSPMEG00000003618
poecilia_reticulata ENSPREG00000021251
gambusia_affinis ENSGAFG00000008071
xiphophorus_maculatus ENSXMAG00000025584
xiphophorus_couchianus ENSXCOG00000001443
oryzias_latipes_asm223469v1 ENSORLG00015006853
oryzias_latipes ENSORLG00020008400
oryzias_latipes ENSORLG00000020332
oryzias_melastigma ENSOMEG00000009730
hippocampus_comes ENSHCOG00000009671
periophthalmus_magnuspinnatus ENSPMGG00000007323
mastacembelus_armatus ENSMAMG00000003147
monopterus_albus ENSMALG00000016545
anabas_testudineus ENSATEG00000006217
seriola_lalandi_dorsalis ENSSLDG00000010182
seriola_lalandi_dorsalis ENSSLDG00000009770
seriola_dumerili ENSSDUG00000007237
cynoglossus_semilaevis ENSCSEG00000020386
amphiprion_ocellaris ENSAOCG00000004581
amphiprion_percula ENSAPEG00000021353
acanthochromis_polyacanthus ENSAPOG00000014945
stegastes_partitus ENSSPAG00000021075
maylandia_zebra ENSMZEG00005028084
pundamilia_nyererei ENSPNYG00000003524
astatotilapia_calliptera ENSACLG00000018343
haplochromis_burtoni ENSHBUG00000023543
neolamprologus_brichardi ENSNBRG00000003955
oreochromis_niloticus ENSONIG00000019725
amphilophus_citrinellus ENSACIG00000021174
