apteryx_owenii ENSAOWG00000009775
apteryx_haastii ENSAHAG00000007180
apteryx_rowi ENSARWG00000011549
dromaius_novaehollandiae ENSDNVG00000014393
nothoprocta_perdicaria ENSNPEG00000009017
calidris_pygmaea ENSCPGG00000002445
calidris_pugnax ENSCPUG00000002794
melopsittacus_undulatus ENSMUNG00000015265
manacus_vitellinus ENSMVIG00005002548
lepidothrix_coronata ENSLCOG00000008072
serinus_canaria ENSSCAG00000007529
taeniopygia_guttata ENSTGUG00000008087
lonchura_striata_domestica ENSLSDG00000016683
ficedula_albicollis ENSFALG00000010638
parus_major ENSPMJG00000012841
cyanistes_caeruleus ENSCCEG00000010831
junco_hyemalis ENSJHYG00000011172
zonotrichia_albicollis ENSZALG00000010320
anser_brachyrhynchus ENSABRG00000010574
anas_platyrhynchos_platyrhynchos ENSAPLG00000009887
gallus_gallus ENSGALG00000030550
meleagris_gallopavo ENSMGAG00000011245
coturnix_japonica ENSCJPG00005004865
numida_meleagris ENSNMEG00000006040
crocodylus_porosus ENSCPRG00005002742
gopherus_agassizii ENSGAGG00000003574
chelonoidis_abingdonii ENSCABG00000013308
chrysemys_picta_bellii ENSCPBG00000000196
pelodiscus_sinensis ENSPSIG00000005441
pogona_vitticeps ENSPVIG00000023868
anolis_carolinensis ENSACAG00000011979
notechis_scutatus ENSNSUG00000016389
salvator_merianae ENSSMRG00000010868
sphenodon_punctatus ENSSPUG00000009138
phascolarctos_cinereus ENSPCIG00000033889
phascolarctos_cinereus ENSPCIG00000031218
notamacropus_eugenii ENSMEUG00000014296
sarcophilus_harrisii ENSSHAG00000008050
monodelphis_domestica ENSMODG00000009874
pan_paniscus ENSPPAG00000044122
pan_troglodytes ENSPTRG00000005286
gorilla_gorilla ENSGGOG00000014187
homo_sapiens ENSG00000070961
nomascus_leucogenys ENSNLEG00000005548
pongo_abelii ENSPPYG00000004820
mandrillus_leucophaeus ENSMLEG00000038606
cercocebus_atys ENSCATG00000029397
papio_anubis ENSPANG00000012255
theropithecus_gelada ENSTGEG00000001061
macaca_mulatta ENSMMUG00000023378
macaca_fascicularis ENSMFAG00000045257
macaca_nemestrina ENSMNEG00000042320
chlorocebus_sabaeus ENSCSAG00000003766
piliocolobus_tephrosceles ENSPTEG00000038127
colobus_angolensis_palliatus ENSCANG00000020671
rhinopithecus_roxellana ENSRROG00000026311
rhinopithecus_bieti ENSRBIG00000032700
saimiri_boliviensis_boliviensis ENSSBOG00000022877
