eptatretus_burgeri ENSEBUG00000009067
petromyzon_marinus ENSPMAG00000008133
denticeps_clupeoides ENSDCDG00000015701
clupea_harengus ENSCHAG00000005187
astyanax_mexicanus ENSAMXG00000034490
pygocentrus_nattereri ENSPNAG00000017049
ictalurus_punctatus ENSIPUG00000012611
electrophorus_electricus ENSEEEG00000013235
danio_rerio ENSDARG00000043972
takifugu_rubripes ENSTRUG00000004273
tetraodon_nigroviridis ENSTNIG00000003923
cynoglossus_semilaevis ENSCSEG00000000085
maylandia_zebra ENSMZEG00005008168
haplochromis_burtoni ENSHBUG00000016597
pundamilia_nyererei ENSPNYG00000022764
astatotilapia_calliptera ENSACLG00000024985
neolamprologus_brichardi ENSNBRG00000010050
oreochromis_niloticus ENSONIG00000019502
amphilophus_citrinellus ENSACIG00000014632
cottoperca_gobio ENSCGOG00000013248
gasterosteus_aculeatus ENSGACG00000012545
labrus_bergylta ENSLBEG00000021827
larimichthys_crocea ENSLCRG00005022514
mola_mola ENSMMOG00000004682
acanthochromis_polyacanthus ENSAPOG00000009033
seriola_lalandi ENSSLDG00000023667
seriola_dumerili ENSSDUG00000017770
scophthalmus_maximus ENSSMAG00000011425
lates_calcarifer ENSLCAG00010022354
monopterus_albus ENSMALG00000021775
mastacembelus_armatus ENSMAMG00000013303
anabas_testudineus ENSATEG00000010137
betta_splendens ENSBSLG00000018778
amphiprion_percula ENSAPEG00000001905
amphiprion_ocellaris ENSAOCG00000018138
stegastes_partitus ENSSPAG00000000831
parambassis_ranga ENSPRNG00000008049
poecilia_formosa ENSPFOG00000013645
poecilia_mexicana ENSPMEG00000011566
poecilia_latipinna ENSPLAG00000022253
poecilia_reticulata ENSPREG00000008934
xiphophorus_maculatus ENSXMAG00000009371
xiphophorus_couchianus ENSXCOG00000013302
gambusia_affinis ENSGAFG00000019627
cyprinodon_variegatus ENSCVAG00000023337
fundulus_heteroclitus ENSFHEG00000021118
kryptolebias_marmoratus ENSKMAG00000008369
oryzias_latipes ENSORLG00020016333
oryzias_latipes ENSORLG00015012828
oryzias_latipes ENSORLG00000017697
oryzias_melastigma ENSOMEG00000011127
gouania_willdenowi ENSGWIG00000016831
hippocampus_comes ENSHCOG00000009418
periophthalmus_magnuspinnatus ENSPMGG00000024093
gadus_morhua ENSGMOG00000017435
hucho_hucho ENSHHUG00000024685
hucho_hucho ENSHHUG00000047405
esox_lucius ENSELUG00000005598
scleropages_formosus ENSSFOG00015012112
paramormyrops_kingsleyae ENSPKIG00000009983
lepisosteus_oculatus ENSLOCG00000009180
xenopus_tropicalis ENSXETG00000020281
erpetoichthys_calabaricus ENSECRG00000014133
latimeria_chalumnae ENSLACG00000017849
callorhinchus_milii ENSCMIG00000001986
anolis_carolinensis ENSACAG00000002011
pogona_vitticeps ENSPVIG00000006833
notechis_scutatus ENSNSUG00000003583
salvator_merianae ENSSMRG00000012786
sphenodon_punctatus ENSSPUG00000013069
parus_major ENSPMJG00000016662
cyanistes_caeruleus ENSCCEG00000019548
ficedula_albicollis ENSFALG00000006010
junco_hyemalis ENSJHYG00000010406
zonotrichia_albicollis ENSZALG00000002610
serinus_canaria ENSSCAG00000010463
taeniopygia_guttata ENSTGUG00000011965
taeniopygia_guttata ENSTGUG00000015248
lonchura_striata ENSLSDG00000002437
manacus_vitellinus ENSMVIG00005002374
lepidothrix_coronata ENSLCOG00000015785
calidris_pygmaea ENSCPGG00000005425
calidris_pugnax ENSCPUG00000002354
melopsittacus_undulatus ENSMUNG00000011668
meleagris_gallopavo ENSMGAG00000012492
coturnix_japonica ENSCJPG00005017703
gallus_gallus ENSGALG00000010052
numida_meleagris ENSNMEG00000022314
anser_brachyrhynchus ENSABRG00000015698
anas_platyrhynchos ENSAPLG00000010576
dromaius_novaehollandiae ENSDNVG00000011190
nothoprocta_perdicaria ENSNPEG00000006155
apteryx_owenii ENSAOWG00000005404
apteryx_haastii ENSAHAG00000014802
apteryx_rowi ENSARWG00000011055
crocodylus_porosus ENSCPRG00005003642
chelonoidis_abingdonii ENSCABG00000021750
gopherus_agassizii ENSGAGG00000014774
chrysemys_picta ENSCPBG00000026197
pelodiscus_sinensis ENSPSIG00000007705
vombatus_ursinus ENSVURG00010020483
phascolarctos_cinereus ENSPCIG00000016170
notamacropus_eugenii ENSMEUG00000003880
monodelphis_domestica ENSMODG00000012905
sarcophilus_harrisii ENSSHAG00000004348
equus_caballus ENSECAG00000015352
equus_asinus ENSEASG00005002062
erinaceus_europaeus ENSEEUG00000004380
vicugna_pacos ENSVPAG00000005682
sus_scrofa ENSSSCG00000031498
capra_hircus ENSCHIG00000015062
ovis_aries ENSOARG00000007299
bos_indicus ENSBIXG00005026776
bos_indicus ENSBIXG00000015440
bos_mutus ENSBMUG00000003458
bos_taurus ENSBTAG00000009681
bison_bison ENSBBBG00000009534
tursiops_truncatus ENSTTRG00000007965
pteropus_vampyrus ENSPVAG00000014162
myotis_lucifugus ENSMLUG00000024559
ursus_americanus ENSUAMG00000023480
ursus_maritimus ENSUMAG00000011228
ailuropoda_melanoleuca ENSAMEG00000015586
neovison_vison ENSNVIG00000002372
mustela_putorius ENSMPUG00000016292
canis_lupus ENSCAFG00020023418
canis_lupus ENSCAFG00000013360
vulpes_vulpes ENSVVUG00000019984
panthera_pardus ENSPPRG00000016382
panthera_tigris ENSPTIG00000000561
felis_catus ENSFCAG00000030690
dasypus_novemcinctus ENSDNOG00000012490
choloepus_hoffmanni ENSCHOG00000012685
procavia_capensis ENSPCAG00000006390
echinops_telfairi ENSETEG00000015709
loxodonta_africana ENSLAFG00000009868
loxodonta_africana ENSLAFG00000026068
pan_paniscus ENSPPAG00000030301
pan_troglodytes ENSPTRG00000006261
homo_sapiens ENSG00000092020
pongo_abelii ENSPPYG00000005741
nomascus_leucogenys ENSNLEG00000003591
macaca_mulatta ENSMMUG00000003530
macaca_nemestrina ENSMNEG00000023978
macaca_fascicularis ENSMFAG00000033038
chlorocebus_sabaeus ENSCSAG00000015566
papio_anubis ENSPANG00000024268
cercocebus_atys ENSCATG00000031385
theropithecus_gelada ENSTGEG00000002435
